device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1,1,1,2,156.777,0.284,0.004,1152.84,0.001,0.42
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1,2,1,2,116.324,0.225,0,608.843,0.002,0.422
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1,4,1,2,116.305,0.211,0.001,328.511,0.002,0.396
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1,8,1,2,116.535,0.229,0.001,185.654,0.002,0.398
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1,16,1,2,116.871,0.201,0.001,114.232,0.002,0.405
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1,32,1,2,116.55,0.21,0.001,79.293,0.002,0.412
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1,64,1,2,117.004,0.213,0,79.495,0.001,0.399
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1,128,1,2,118.166,0.234,0.001,78.872,0.001,0.394
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1,256,1,2,116.592,0.21,0.001,80.351,0.002,0.405
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1,512,1,2,117.453,0.211,0,82.483,0.002,0.374
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,1,1024,1,2,116.536,0.211,0,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,2,1,1,2,116.552,0.159,0.001,609.286,0.002,0.397
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,2,2,1,2,116.935,0.209,0.001,328.965,0.002,0.381
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,2,4,1,2,116.535,0.22,0.001,185.715,0.002,0.393
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,2,8,1,2,116.812,0.205,0.001,114.248,0.001,0.396
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,2,16,1,2,117.123,0.212,0,79.286,0.002,0.411
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,2,32,1,2,121.122,0.327,0.001,79.023,0.002,0.429
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,2,64,1,2,116.501,0.204,0,78.462,0.002,0.381
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,2,128,1,2,116.651,0.215,0.001,79.984,0.002,0.398
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,2,256,1,2,118.19,0.249,0.001,82.458,0.002,0.426
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,2,512,1,2,116.553,0.211,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,4,1,1,2,116.631,0.163,0.001,328.948,0.002,0.382
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,4,2,1,2,118.142,0.281,0.001,185.915,0.001,0.392
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,4,4,1,2,117.065,0.211,0.001,113.784,0.002,0.374
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,10,4,8,1,2,116.577,0.215,0.001,79.298,0.002,0.407
