device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1,1,1,1,5.061,1.488,0.002,1274.39,0.463,0.149
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,2,1,1,1,5.05,1.484,0.001,640.529,0.434,0.151
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,4,1,1,1,5.048,1.462,0.002,323.563,0.44,0.15
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,8,1,1,1,5.041,1.267,0.001,164.883,0.432,0.151
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,16,1,1,1,5.055,1.265,0.002,85.148,0.432,0.155
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,32,1,1,1,5.061,1.256,0.002,44.909,0.429,0.147
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,64,1,1,1,5.058,1.259,0.002,25.291,0.433,0.153
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,128,1,1,1,5.054,1.259,0.001,20.952,0.431,0.146
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,256,1,1,1,5.055,1.264,0.002,20.861,0.428,0.148
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.055,1.264,0.001,20.487,0.426,0.158
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.048,1.263,0.002,20.533,0.431,0.148
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1,1,1,1,5.058,1.528,0.001,2131.61,0.466,0.156
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,2,1,1,1,5.055,1.547,0.001,1072.23,0.432,0.151
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,4,1,1,1,5.062,1.275,0.002,542.425,0.431,0.17
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,8,1,1,1,5.05,1.273,0.001,277.007,0.43,0.162
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,16,1,1,1,5.04,1.265,0.001,143.76,0.43,0.156
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,32,1,1,1,5.089,1.267,0.001,76.35,0.429,0.149
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,64,1,1,1,5.048,1.266,0.001,46.11,0.428,0.155
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,128,1,1,1,5.049,1.266,0.001,41.336,0.433,0.151
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,256,1,1,1,5.05,1.263,0.001,40.916,0.431,0.152
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.042,1.272,0.001,40.314,0.437,0.146
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.044,1.271,0.001,40.579,0.429,0.146
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1,1,1,1,5.038,1.571,0.001,1274.38,0.461,0.151
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,2,1,1,1,5.044,1.738,0,640.518,0.436,0.153
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,4,1,1,1,5.036,1.26,0.001,323.584,0.427,0.154
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,8,1,1,1,5.037,1.268,0.001,164.863,0.427,0.152
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,16,1,1,1,5.041,1.262,0.001,85.144,0.425,0.148
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,32,1,1,1,5.04,1.257,0.001,44.876,0.427,0.151
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,64,1,1,1,5.034,1.257,0.001,25.319,0.423,0.153
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,128,1,1,1,5.029,1.254,0.001,20.935,0.429,0.148
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,256,1,1,1,5.031,1.265,0.001,20.873,0.432,0.148
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.034,1.262,0.001,20.512,0.425,0.147
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.04,1.257,0.001,20.569,0.426,0.15
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1,1,1,1,5.056,1.512,0.001,2131.64,0.459,0.157
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,2,1,1,1,5.052,1.532,0.001,1072.27,0.434,0.154
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,4,1,1,1,5.054,1.263,0.001,542.427,0.427,0.155
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,8,1,1,1,5.063,1.28,0.001,277.089,0.43,0.158
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,16,1,1,1,5.046,1.262,0.001,143.803,0.434,0.152
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,32,1,1,1,5.047,1.26,0,76.363,0.424,0.149
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,64,1,1,1,5.043,1.275,0.001,46.09,0.425,0.149
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,128,1,1,1,5.053,1.264,0,41.288,0.426,0.149
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,256,1,1,1,5.05,1.266,0.001,41.043,0.427,0.149
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.048,1.264,0.001,40.321,0.425,0.149
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.044,1.275,0.001,40.558,0.425,0.153
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1,1,1,1,5.05,1.488,0.001,1276.41,0.431,0.149
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,2,1,1,1,5.087,1.51,0.002,641.546,0.391,0.149
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,4,1,1,1,5.045,1.249,0.001,324.095,0.389,0.15
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,8,1,1,1,5.043,1.257,0.001,165.105,0.39,0.142
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,16,1,1,1,5.052,1.244,0.001,85.273,0.39,0.141
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,32,1,1,1,5.055,1.246,0.001,44.966,0.388,0.147
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,64,1,1,1,5.044,1.241,0.001,25.322,0.391,0.14
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,128,1,1,1,5.082,1.238,0,20.919,0.39,0.144
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,256,1,1,1,5.045,1.24,0.001,20.833,0.39,0.146
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.055,1.512,0.001,20.521,0.387,0.141
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.053,1.495,0.001,20.556,0.389,0.136
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1,1,1,1,5.037,1.626,0.001,1276.42,0.442,0.138
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,2,1,1,1,5.024,1.518,0.001,641.535,0.371,0.156
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,4,1,1,1,5.026,1.24,0.001,324.087,0.367,0.145
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,8,1,1,1,5.026,1.235,0.002,165.117,0.39,0.141
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,16,1,1,1,5.061,1.269,0.001,85.266,0.369,0.141
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,32,1,1,1,5.03,1.239,0.002,44.971,0.368,0.146
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,64,1,1,1,5.07,1.235,0.001,25.322,0.367,0.146
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,128,1,1,1,5.069,1.234,0.001,20.935,0.367,0.146
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,256,1,1,1,5.03,1.231,0.002,20.808,0.375,0.14
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,512,1,1,1,5.028,1.24,0.001,20.607,0.37,0.14
Tesla K20Xm,Convolution,ONE_D,512,512,64,64,1024,1,1,1,5.023,1.244,0.001,20.534,0.368,0.14
