device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,1,1,1,128,2012.32,410.639,0.005,9963.82,0.001,8.166
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,1,2,1,128,2047.27,410.219,0.005,8554.75,0.001,8.267
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,1,4,1,128,2008.22,409.255,0.004,7848.54,0.001,8.238
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,1,8,1,128,2009.14,409.514,0.005,7485.25,0.001,8.195
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,1,16,1,128,2018.1,412.796,0.005,7372.62,0.001,8.25
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,1,32,1,128,2008.84,409.649,0.005,7374.11,0.001,8.279
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,1,64,1,128,2010.12,409.373,0.004,7415.49,0.001,8.237
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,1,128,1,128,2009.45,410.528,0.005,7440.76,0.002,8.235
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,1,256,1,128,2008.73,410.372,0.004,7536.67,0.001,8.201
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,1,512,1,128,2009.31,410.476,0.004,7722.74,0.002,8.247
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,1,1024,1,128,2005.82,410.768,0.005,7899.45,0.001,8.271
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,2,1,1,128,2008.5,409.067,0.005,8432.49,0.001,8.269
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,2,2,1,128,2037.71,409.329,0.004,7756.4,0.001,8.217
Tesla K20Xm,FluidSimulation,TWO_D,4096,4096,5,2,4,1,128,2007.1,409.514,0.005,7403.69,0.001,8.283
