device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,NBody,ONE_D,131072,0.005,5,1,1,1,2,10.971,4.28,0.001,147062,0,0.284
Tesla K20Xm,NBody,ONE_D,131072,0.005,5,2,1,1,2,10.98,4.11,0.001,73684.8,0,0.291
Tesla K20Xm,NBody,ONE_D,131072,0.005,5,4,1,1,2,10.968,3.807,0.001,45805.5,0,0.303
Tesla K20Xm,NBody,ONE_D,131072,0.005,5,8,1,1,2,10.972,3.801,0.002,27089.7,0,0.281
Tesla K20Xm,NBody,ONE_D,131072,0.005,5,16,1,1,2,10.979,3.777,0.002,14115.4,0,0.283
Tesla K20Xm,NBody,ONE_D,131072,0.005,5,32,1,1,2,10.971,3.83,0.002,7295.8,0.001,0.281
Tesla K20Xm,NBody,ONE_D,131072,0.005,5,64,1,1,2,10.973,3.823,0,3859.18,0,0.29
Tesla K20Xm,NBody,ONE_D,131072,0.005,5,128,1,1,2,10.969,3.825,0.001,3350.48,0,0.285
Tesla K20Xm,NBody,ONE_D,131072,0.005,5,256,1,1,2,10.969,3.797,0.002,3364,0.001,0.286
Tesla K20Xm,NBody,ONE_D,131072,0.005,5,512,1,1,2,10.972,3.799,0.002,3394.87,0,0.288
Tesla K20Xm,NBody,ONE_D,131072,0.005,5,1024,1,1,2,10.972,3.789,0.001,4112.71,0,0.278
