device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,1,1,1,4,21.869,6.121,0.001,710405,0.001,0.335
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,2,1,1,4,23.574,6.166,0.001,415201,0.001,0.34
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,4,1,1,4,23.433,6.063,0.001,218051,0.001,0.339
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,8,1,1,4,23.327,6.085,0.002,112558,0.001,0.342
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,16,1,1,4,23.561,6.214,0.002,56811.2,0.001,0.341
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,32,1,1,4,23.545,6.296,0.002,28412.5,0.001,0.325
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,64,1,1,4,23.339,6.414,0.002,21440.4,0,0.269
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,128,1,1,4,22.196,5.941,0.001,31928.3,0.001,0.332
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,256,1,1,4,23.222,6.344,0.002,34992.3,0.001,0.398
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,512,1,1,4,22.618,7.547,0.001,35959.1,0.001,0.302
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,1024,1,1,4,21.94,7.525,0.001,38253.2,0,0.298
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,1,1,1,4,21.918,5.732,0.001,587639,0,0.306
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,2,1,1,4,22.466,5.742,0.001,370017,0.001,0.372
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,4,1,1,4,22.881,7.178,0.002,200201,0,0.287
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,8,1,1,4,22.042,6.976,0.001,107379,0,0.278
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,16,1,1,4,22.004,6.987,0.003,56644.3,0.001,0.273
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,32,1,1,4,21.938,7.048,0.002,28394.6,0.001,0.275
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,64,1,1,4,21.987,7.046,0.001,15524.5,0,0.271
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,128,1,1,4,21.963,7.1,0.001,23704.5,0,0.278
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,256,1,1,4,21.939,7.18,0.003,30449.6,0.001,0.315
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,512,1,1,4,22.086,7.038,0.001,32233,0,0.271
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,1024,1,1,4,21.94,6.974,0.001,33974.3,0,0.276
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,1,1,1,4,22.117,7.46,0.004,617473,0,0.362
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,2,1,1,4,23.147,7.329,0.002,391631,0,0.389
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,4,1,1,4,23.369,9.749,0.002,204229,0,0.312
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,8,1,1,4,22.2,7.257,0.001,110289,0,0.268
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,16,1,1,4,22.117,7.121,0.001,56792.3,0.001,0.323
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,32,1,1,4,22.073,7.323,0.001,28402.7,0,0.262
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,64,1,1,4,22.09,7.208,0.002,15953,0,0.259
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,128,1,1,4,21.934,7.149,0.002,26119.4,0,0.267
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,256,1,1,4,21.933,7.09,0.002,31805.6,0,0.263
Tesla K20Xm,NBody,ONE_D,262144,0.005,5,512,1,1,4,21.984,7.167,0.002,32845,0,0.259
