device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,NBody,ONE_D,524288,0.005,5,1,1,1,8,43.96,10.733,0.001,2.34865e+06,0.001,0.365
Tesla K20Xm,NBody,ONE_D,524288,0.005,5,2,1,1,8,45.22,13.87,0.002,1.17488e+06,0.001,0.363
Tesla K20Xm,NBody,ONE_D,524288,0.005,5,4,1,1,8,45.074,10.746,0.002,587944,0,0.349
Tesla K20Xm,NBody,ONE_D,524288,0.005,5,8,1,1,8,45.014,10.714,0.001,293916,0,0.307
Tesla K20Xm,NBody,ONE_D,524288,0.005,5,16,1,1,8,44.566,10.625,0.001,147482,0.001,0.28
Tesla K20Xm,NBody,ONE_D,524288,0.005,5,32,1,1,8,44.36,10.555,0.001,74261.4,0,0.276
Tesla K20Xm,NBody,ONE_D,524288,0.005,5,64,1,1,8,44.265,10.609,0.001,35503.4,0,0.265
Tesla K20Xm,NBody,ONE_D,524288,0.005,5,128,1,1,8,44.071,10.434,0.002,25787.7,0,0.263
Tesla K20Xm,NBody,ONE_D,524288,0.005,5,256,1,1,8,44.085,10.532,0.001,25970.7,0,0.269
Tesla K20Xm,NBody,ONE_D,524288,0.005,5,512,1,1,8,43.813,10.457,0.001,26388.3,0.001,0.264
Tesla K20Xm,NBody,ONE_D,524288,0.005,5,1024,1,1,8,44.348,10.494,0.001,36768.1,0,0.273
