device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,1,1,1,1,5.492,2.14,0.001,54603.7,0,0.294
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,2,1,1,1,5.506,1.666,0.001,27325.7,0.001,0.274
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,4,1,1,1,5.549,1.633,0.001,13738.6,0,0.28
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,8,1,1,1,5.494,1.574,0.001,6889.72,0.001,0.273
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,16,1,1,1,5.493,1.564,0.001,3487.02,0.001,0.272
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,32,1,1,1,5.501,1.567,0.001,1848.22,0,0.336
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,64,1,1,1,5.503,1.879,0.001,972.811,0.001,0.283
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,128,1,1,1,5.539,1.56,0.001,938.799,0.001,0.285
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,256,1,1,1,5.518,1.588,0.001,948.039,0,0.273
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,512,1,1,1,5.496,1.583,0.001,957.983,0,0.289
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,1024,1,1,1,5.508,1.623,0.001,1021.61,0,0.277
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,1,1,1,1,5.504,2.21,0,31232.3,0,0.288
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,2,1,1,1,5.507,1.904,0,18131.4,0,0.285
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,4,1,1,1,5.503,1.589,0.001,11192.9,0,0.278
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,8,1,1,1,5.504,1.641,0.001,6307.98,0,0.277
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,16,1,1,1,5.478,1.59,0.001,3405.43,0.001,0.285
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,32,1,1,1,5.504,1.568,0.001,1849.55,0.001,0.273
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,64,1,1,1,5.546,1.573,0.001,972.739,0,0.276
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,128,1,1,1,5.579,1.619,0.001,941.683,0,0.275
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,256,1,1,1,5.495,1.571,0.001,948.168,0,0.275
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,512,1,1,1,5.478,1.562,0.001,956.769,0.001,0.274
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,1024,1,1,1,5.496,1.564,0.001,1021.73,0,0.27
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,1,1,1,1,5.491,2.075,0.001,31238.7,0.001,0.342
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,2,1,1,1,5.677,2.272,0.002,15671.2,0.001,0.348
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,4,1,1,1,5.652,2.018,0.003,7880.3,0,0.264
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,8,1,1,1,5.493,1.659,0.001,3961.38,0,0.294
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,16,1,1,1,5.483,1.625,0.001,2017.42,0.001,0.259
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,32,1,1,1,5.496,1.574,0.001,1069.64,0.001,0.27
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,64,1,1,1,5.482,1.627,0.001,587.879,0,0.249
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,128,1,1,1,5.493,1.559,0.001,513.541,0,0.256
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,256,1,1,1,5.488,1.569,0.001,516.78,0.001,0.26
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,512,1,1,1,5.482,1.55,0.001,526.17,0.001,0.252
Tesla K20Xm,NBody,ONE_D,65536,0.005,5,1024,1,1,1,5.49,1.553,0.001,612.558,0,0.27
