device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1,1,1,128,6895.13,4.593,0.004,73289.1,0.002,6.371
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1,2,1,128,6838.06,4.694,0.001,38708.3,0.002,6.3
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1,4,1,128,6840.95,4.592,0.001,20724.3,0.002,6.4
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1,8,1,128,6841.53,4.567,0.001,11512.4,0.002,6.192
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1,16,1,128,6841.37,4.55,0.001,6908.37,0.002,6.272
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1,32,1,128,6851.97,4.551,0.002,4636.11,0.002,6.285
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1,64,1,128,6841.13,4.642,0.001,4575.99,0.002,6.177
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1,128,1,128,6840.64,4.628,0.001,4544.21,0.002,6.168
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1,256,1,128,6840.8,4.561,0.002,4631.16,0.002,6.235
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1,512,1,128,6840.78,4.642,0.002,4786.19,0.003,6.163
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1,1024,1,128,6841.48,4.547,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,2,1,1,128,6843.81,4.562,0.001,38671.6,0.002,6.345
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,2,2,1,128,6846.74,4.555,0.001,20715.8,0.002,6.269
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,2,4,1,128,6844.99,4.582,0.001,11508.5,0.003,6.174
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,2,8,1,128,6845.8,4.636,0.001,6895.63,0.002,6.286
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,2,16,1,128,6844.15,4.578,0.001,4633.32,0.003,6.188
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,2,32,1,128,6844.19,4.549,0.002,4580.65,0.003,6.34
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,2,64,1,128,6843.81,4.546,0.002,4543.73,0.002,6.166
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,2,128,1,128,6852.44,4.554,0.001,4617.34,0.002,6.285
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,2,256,1,128,6844.3,4.557,0.001,4781.01,0.003,6.217
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,2,512,1,128,6844.11,4.573,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,4,1,1,128,6845.42,4.628,0.002,20754.8,0.003,6.272
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,4,2,1,128,6844.75,4.564,0.001,11503.3,0.002,6.203
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,4,4,1,128,6843.3,4.578,0.001,6884.51,0.003,6.131
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,4,8,1,128,6843.27,4.551,0.001,4642.16,0.003,6.214
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,4,16,1,128,6843.34,4.626,0.002,4574.77,0.002,6.235
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,4,32,1,128,6845.06,4.557,0.001,4545.15,0.002,6.226
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,4,64,1,128,6844.42,4.584,0.001,4607.99,0.002,6.161
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,4,128,1,128,6844.01,4.558,0.002,4780.83,0.003,6.229
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,4,256,1,128,6865.28,4.547,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,8,1,1,128,6849.78,4.54,0.002,11505.4,0.003,6.231
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,8,2,1,128,6850.01,4.558,0.002,6886.01,0.002,6.191
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,8,4,1,128,6850.92,4.579,0.002,4643.99,0.002,6.272
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,8,8,1,128,6840.06,4.554,0.001,4577.85,0.002,6.18
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,8,16,1,128,6842.44,4.55,0.002,4546.37,0.002,6.16
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,8,32,1,128,6842.72,4.556,0.002,4609.14,0.002,6.176
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,8,64,1,128,6840.41,4.544,0.001,4809,0.003,6.234
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,8,128,1,128,6856.29,4.55,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,16,1,1,128,6841.56,4.573,0.001,6890.9,0.002,6.174
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,16,2,1,128,6841.58,4.55,0.001,4631.43,0.002,6.182
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,16,4,1,128,6844.26,4.56,0.002,4577.91,0.002,6.309
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,16,8,1,128,6838.88,4.546,0.001,4545.79,0.002,6.174
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,16,16,1,128,6850.38,4.552,0.001,4609.01,0.002,6.269
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,16,32,1,128,6841.03,4.56,0.001,4773.25,0.003,6.24
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,16,64,1,128,6841.33,4.562,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,32,1,1,128,6849.22,4.555,0.002,4635.24,0.002,6.199
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,32,2,1,128,6855.85,4.584,0.001,4580.98,0.002,6.183
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,32,4,1,128,6855.71,4.563,0.002,4542.23,0.002,6.221
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,32,8,1,128,7321.62,4.707,0.002,6651.45,0.002,6.983
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,32,16,1,128,7323.35,4.757,0.002,6836.12,0.002,7.021
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,32,32,1,128,7331.62,5.302,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,64,1,1,128,7324.67,4.745,0.001,6626.59,0.002,6.972
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,64,2,1,128,7323.88,4.728,0.001,6602.3,0.002,6.993
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,64,4,1,128,7332.02,4.758,0.001,6672.7,0.002,6.962
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,64,8,1,128,7331.8,4.75,0.002,6839.88,0.002,6.96
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,64,16,1,128,7327.75,4.713,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,128,1,1,128,7329.62,4.723,0.001,6600.48,0.003,6.915
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,128,2,1,128,7324.3,4.73,0.001,6664.58,0.003,6.849
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,128,4,1,128,7327.18,4.727,0.001,6840.89,0.001,6.952
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,128,8,1,128,7324.17,4.748,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,256,1,1,128,7292.76,4.755,0.002,6667.04,0.002,6.864
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,256,2,1,128,7324.34,4.758,0.001,6838.43,0.002,6.847
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,256,4,1,128,7325.43,4.75,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,512,1,1,128,7332.27,4.739,0.002,6847.37,0.003,6.909
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,512,2,1,128,7328.86,4.751,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,8192,10,1024,1,1,128,7325.23,4.747,0.002,-1,-1,-1
