device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,32,2,1,8,471.491,0.511,0.001,326.133,0.003,1.111
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,32,4,1,8,472.071,0.523,0.002,325.174,0.003,1.115
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,32,8,1,8,470.949,0.52,0.001,329.754,0.003,1.127
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,32,16,1,8,470.867,0.52,0.002,340.465,0.003,1.112
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,32,32,1,8,471.712,0.519,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,64,1,1,8,471.181,0.53,0.002,326.822,0.002,1.179
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,64,2,1,8,471.096,0.523,0.001,325.83,0.003,1.098
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,64,4,1,8,471.149,0.518,0.002,329.099,0.003,1.11
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,64,8,1,8,526.765,0.526,0.001,340.707,0.003,1.092
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,64,16,1,8,472.262,0.496,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,128,1,1,8,471.033,0.517,0.002,325.138,0.002,1.117
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,128,2,1,8,471.153,0.522,0.002,329.075,0.002,1.103
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,128,4,1,8,471.988,0.516,0.001,340.454,0.003,1.089
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,128,8,1,8,471.513,0.521,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,256,1,1,8,471.185,0.524,0.002,329.333,0.002,1.101
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,256,2,1,8,471.964,0.523,0.002,339.829,0.003,1.092
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,256,4,1,8,471.25,0.511,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,512,1,1,8,471.267,0.521,0.002,340.034,0.003,1.093
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,512,2,1,8,471.227,0.52,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1024,1,1,8,471.264,0.52,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1,1,1,8,469.138,0.533,0.002,4617.8,0.003,1.148
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1,2,1,8,468.953,0.526,0.002,2452.6,0.003,0.993
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1,4,1,8,469.884,0.525,0.002,1335.92,0.003,1.013
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1,8,1,8,470.442,0.529,0.001,761.939,0.002,0.997
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1,16,1,8,470.448,0.521,0.002,475.065,0.002,1.001
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1,32,1,8,470.473,0.526,0.002,333.349,0.002,1.027
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1,64,1,8,470.963,0.525,0.001,331.085,0.002,1.032
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1,128,1,8,471.784,0.518,0.001,329.647,0.002,1.019
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1,256,1,8,470.781,0.526,0.002,335.096,0.003,1.024
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1,512,1,8,470.775,0.518,0.001,344.573,0.002,1.043
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1,1024,1,8,470.564,0.517,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,2,1,1,8,470.886,0.502,0.001,2455.72,0.003,1.002
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,2,2,1,8,470.709,0.527,0.002,1334.52,0.002,0.99
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,2,4,1,8,471.504,0.521,0.002,761.446,0.002,1.036
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,2,8,1,8,471.063,0.501,0.001,475.077,0.003,1.022
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,2,16,1,8,471.604,0.516,0.002,333.695,0.003,1.023
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,2,32,1,8,470.712,0.519,0.001,330.664,0.002,1.004
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,2,64,1,8,470.637,0.534,0.001,329.774,0.002,1.036
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,2,128,1,8,470.669,0.524,0.002,334.086,0.002,1.023
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,2,256,1,8,470.705,0.52,0.001,344.685,0.002,1.037
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,2,512,1,8,471.653,0.499,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,4,1,1,8,470.715,0.523,0.002,1332.49,0.002,1.008
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,4,2,1,8,470.722,0.528,0.001,764.791,0.003,1.004
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,4,4,1,8,470.404,0.559,0.002,474.689,0.002,0.99
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,4,8,1,8,470.74,0.523,0.002,333.64,0.002,1.021
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,4,16,1,8,471.066,0.525,0.001,331.14,0.002,1.018
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,4,32,1,8,471.874,0.499,0.002,329.565,0.003,1.03
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,4,64,1,8,470.968,0.525,0.002,333.419,0.003,1.02
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,4,128,1,8,470.698,0.521,0.002,345.701,0.003,1.021
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,4,256,1,8,470.512,0.518,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,8,1,1,8,470.988,0.527,0.002,762.303,0.003,1.026
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,8,2,1,8,471.562,0.519,0.002,474.858,0.003,1.026
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,8,4,1,8,470.648,0.526,0.002,333.445,0.004,1.028
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,8,8,1,8,471.619,0.517,0.002,330.938,0.002,1.017
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,8,16,1,8,470.662,0.522,0.002,329.818,0.002,1.015
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,8,32,1,8,470.66,0.518,0.002,334.072,0.007,1.021
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,8,64,1,8,470.638,0.524,0.002,344.854,0.002,1.03
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,8,128,1,8,471.088,0.517,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,16,1,1,8,470.917,0.525,0.002,475.349,0.003,1.001
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,16,2,1,8,470.529,0.528,0.002,333.584,0.003,1.024
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,16,4,1,8,470.591,0.519,0.002,331.091,0.003,1.023
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,16,8,1,8,471.571,0.529,0.002,329.603,0.003,1.016
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,16,16,1,8,470.739,0.505,0.002,333.635,0.003,1.018
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,16,32,1,8,471.251,0.517,0.002,344.334,0.003,1.014
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,16,64,1,8,470.7,0.537,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,32,1,1,8,470.874,0.516,0.002,333.403,0.003,1.042
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,32,2,1,8,471.524,0.524,0.002,330.664,0.003,1.011
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,32,4,1,8,470.768,0.516,0.002,332.1,0.003,1.003
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,32,8,1,8,470.7,0.536,0.002,334.086,0.003,1.009
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,32,16,1,8,470.717,0.522,0.002,344.08,0.002,1.017
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,32,32,1,8,471.026,0.521,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,64,1,1,8,470.931,0.549,0.002,331.551,0.003,1.012
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,64,2,1,8,470.624,0.523,0.002,329.859,0.003,1.029
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,64,4,1,8,471.022,0.524,0.002,333.815,0.003,1.022
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,64,8,1,8,471.636,0.51,0.002,344.132,0.002,1.036
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,64,16,1,8,470.84,0.524,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,128,1,1,8,470.95,0.525,0.002,330.216,0.003,1.015
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,128,2,1,8,471.793,0.513,0.002,333.754,0.002,1.02
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,128,4,1,8,470.818,0.514,0.002,344.283,0.003,1.018
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,128,8,1,8,470.892,0.545,0.001,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,256,1,1,8,471.559,0.525,0.002,333.819,0.003,1.014
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,256,2,1,8,470.675,0.502,0.002,344.668,0.003,0.999
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,256,4,1,8,471.606,0.522,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,512,1,1,8,470.881,0.526,0.002,344.305,0.003,1.012
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,512,2,1,8,471.116,0.521,0.002,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,2048,10,1024,1,1,8,470.888,0.525,0.002,-1,-1,-1
