device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,1,1,8,112.677,53.455,0.004,832.371,0.001,0.911
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,2,1,8,107.891,53.353,0.004,742.632,0.001,0.877
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,4,1,8,107.689,53.354,0.004,700.705,0.001,0.879
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,8,1,8,107.866,53.385,0.004,679.89,0,0.88
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,16,1,8,108.367,53.417,0.004,672.33,0.001,0.909
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,32,1,8,107.84,53.515,0.004,669.708,0.001,0.87
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,64,1,8,107.802,53.517,0.004,671.569,0,0.88
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,128,1,8,107.921,53.436,0.004,672.429,0.001,0.88
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,256,1,8,107.846,53.484,0.005,674.765,0.001,0.913
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,512,1,8,107.801,53.394,0.004,678.067,0,0.875
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,1024,1,8,107.99,53.493,0.005,682.142,0.001,0.904
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,2,1,1,8,107.679,53.743,0.004,737.832,0,0.882
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,2,2,1,8,107.759,53.432,0.004,695.477,0,0.873
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,2,4,1,8,107.727,53.491,0.005,674.727,0.001,0.873
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,2,8,1,8,107.915,53.514,0.005,664.479,0.001,0.88
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,2,16,1,8,107.706,53.388,0.004,662.632,0,0.88
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,2,32,1,8,107.676,53.508,0.004,662.251,0.001,0.912
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,2,64,1,8,107.962,53.778,0.004,662.021,0.001,0.881
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,2,128,1,8,107.747,53.425,0.004,663.62,0.001,0.87
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,2,256,1,8,107.861,53.391,0.004,664.126,0.001,0.888
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,2,512,1,8,107.87,53.38,0.004,666.121,0,0.885
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,4,1,1,8,107.766,53.471,0.004,691.196,0.001,0.874
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,4,2,1,8,107.743,53.4,0.004,670.442,0.001,0.883
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,4,4,1,8,108.305,53.699,0.004,660.135,0,0.876
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,4,8,1,8,107.645,53.388,0.004,657.513,0.001,0.903
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,4,16,1,8,107.711,53.438,0.004,658.106,0.001,0.88
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,4,32,1,8,107.855,53.403,0.004,657.86,0.001,0.919
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,4,64,1,8,107.744,53.409,0.005,658.108,0,0.882
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,4,128,1,8,108.276,53.374,0.004,657.476,0,0.913
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,4,256,1,8,107.806,53.5,0.004,658.535,0.001,0.884
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,8,1,1,8,108.256,53.732,0.004,670.456,0,0.907
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,8,2,1,8,107.89,53.361,0.004,659.931,0.001,0.874
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,8,4,1,8,107.899,53.468,0.004,659.681,0.001,0.897
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,8,8,1,8,107.9,53.495,0.004,655.458,0.001,0.881
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,8,16,1,8,108.292,53.431,0.004,656.036,0.001,0.928
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,8,32,1,8,107.72,53.399,0.004,656.18,0.001,0.889
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,8,64,1,8,107.847,53.475,0.003,655.791,0.001,0.885
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,8,128,1,8,107.784,53.426,0.004,657.053,0.001,0.877
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,16,1,1,8,109.443,53.54,0.004,658.864,0.001,0.901
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,16,2,1,8,107.809,53.433,0.005,654.995,0,0.879
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,16,4,1,8,107.793,53.771,0.004,654.007,0,0.882
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,16,8,1,8,107.855,53.5,0.004,654.331,0.001,0.883
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,16,16,1,8,107.852,53.389,0.003,655.328,0,0.915
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,16,32,1,8,107.873,53.363,0.004,654.343,0.001,0.883
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,16,64,1,8,107.9,53.836,0.004,656.212,0.001,0.885
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,32,1,1,8,113.539,53.509,0.004,654.4,0.001,0.872
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,32,2,1,8,107.736,53.609,0.004,652.711,0.001,0.879
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,32,4,1,8,107.748,53.457,0.004,653.508,0,0.919
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,32,8,1,8,107.827,53.483,0.004,653.693,0.001,0.932
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,32,16,1,8,107.763,53.375,0.004,654.458,0.001,0.849
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,32,32,1,8,108.162,53.556,0.005,654.784,0,0.877
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,64,1,1,8,107.611,53.54,0.004,652.233,0.001,0.854
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,64,2,1,8,107.821,53.456,0.004,653.418,0.001,0.892
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,64,4,1,8,109.67,53.445,0.005,652.793,0,0.856
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,64,8,1,8,107.905,53.465,0.004,654.29,0.001,0.858
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,64,16,1,8,107.72,53.451,0.004,654.911,0.001,0.885
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,128,1,1,8,108.05,53.524,0.004,653.013,0.001,0.875
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,128,2,1,8,107.661,53.558,0.004,653.406,0.001,0.854
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,128,4,1,8,107.771,53.517,0.005,653.729,0.001,0.854
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,128,8,1,8,107.913,53.44,0.005,656.645,0.001,0.901
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,256,1,1,8,107.913,53.486,0.004,653.017,0,0.855
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,256,2,1,8,108.028,53.478,0.004,653.192,0.001,0.855
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,256,4,1,8,107.812,53.824,0.004,655.109,0,0.848
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,512,1,1,8,107.96,53.439,0.004,653.663,0.001,0.877
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,512,2,1,8,107.768,53.479,0.004,655.17,0.001,0.854
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1024,1,1,8,107.906,53.535,0.004,654.914,0.001,0.852
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,1,1,8,126.507,27.058,0.003,625.588,0.001,1.694
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,2,1,8,126.831,26.983,0.003,539.459,0,1.976
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,4,1,8,126.624,26.983,0.004,496.125,0,1.973
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,8,1,8,126.904,26.961,0.003,474.478,0,1.946
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,16,1,8,126.885,27.029,0.003,466.619,0.001,1.949
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,32,1,8,126.8,26.949,0.003,465.263,0.001,1.977
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,64,1,8,126.798,27.035,0.004,464.906,0.001,1.875
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,128,1,8,127.705,27.003,0.004,466.358,0.001,1.923
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,256,1,8,134.945,27.008,0.004,469.563,0,2.025
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,512,1,8,129.904,26.967,0.003,472.221,0.001,2.008
Tesla K20Xm,FluidSimulation,TWO_D,1024,1024,5,1,1024,1,8,127.559,26.928,0.004,476.849,0.001,2.007
