device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,1,1,1,6,35.206,3.726,0.018,1.007,2.105,1.028
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,2,1,1,6,30.915,2.846,0.016,1.112,1.113,0.759
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,4,1,1,6,30.343,2.929,0.003,0.695,0.649,0.786
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,8,1,1,6,30.15,2.817,0.003,0.554,0.365,0.659
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,16,1,1,6,30.172,2.828,0.002,0.511,0.304,0.642
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,32,1,1,6,30.055,2.728,0.003,0.528,0.214,0.616
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,64,1,1,6,30.125,2.71,0.003,0.473,0.087,0.616
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,128,1,1,6,30.165,2.706,0.002,0.536,0.09,0.645
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,256,1,1,6,30.047,2.805,0.003,0.549,0.071,0.608
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,512,1,1,6,30.03,2.793,0.002,0.569,0.084,0.647
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,1024,1,1,6,30.087,2.754,0.002,0.69,0.128,0.609
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,2048,1,1,6,30.061,2.819,0.003,0.775,0.033,0.673
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,4096,1,1,6,30.032,2.789,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,8192,1,1,6,30.157,3.229,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,1,1,1,6,34.796,3.105,0.004,2.418,2.156,1.327
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,2,1,1,6,34.149,2.536,0.017,1.068,1.135,0.698
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,4,1,1,6,30.262,2.434,0.003,0.795,0.648,0.647
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,8,1,1,6,30.227,2.458,0.003,0.555,0.373,0.576
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,16,1,1,6,30.1,2.386,0.003,0.485,0.285,0.538
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,32,1,1,6,30.119,2.247,0.002,0.523,0.227,0.594
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,64,1,1,6,30.178,2.338,0.003,0.519,0.096,0.583
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,128,1,1,6,30.096,2.303,0.003,0.514,0.072,0.595
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,256,1,1,6,30.061,2.268,0.003,0.551,0.07,0.487
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,512,1,1,6,30.087,2.272,0.002,0.605,0.069,0.495
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,1024,1,1,6,30.097,2.357,0.002,0.655,0.06,0.511
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,2048,1,1,6,30.077,2.326,0.017,0.756,0.047,0.552
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,4096,1,1,6,30.158,2.868,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,393216,8192,1,1,6,30.115,3.272,0.002,-1,-1,-1
