device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,1,1,1,32,189.125,41.508,0.007,1.30952e+06,0,2.578
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,2,1,1,32,183.391,42.035,0.007,1.32868e+06,0.001,2.711
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,4,1,1,32,183.576,42.34,0.006,1.3087e+06,0,2.776
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,8,1,1,32,183.186,41.647,0.007,282810,0.001,2.744
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,16,1,1,32,183.323,42.429,0.006,284164,0.001,2.837
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,32,1,1,32,184.358,42.039,0.007,282957,0.001,2.602
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,64,1,1,32,183.284,42.646,0.007,283053,0.001,2.616
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,128,1,1,32,183.408,42.242,0.007,283484,0.001,2.64
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,256,1,1,32,183.31,50.82,0.006,283873,0.001,2.641
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,512,1,1,32,183.435,42.552,0.275,285387,0.001,2.635
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,1024,1,1,32,189.724,42.676,0.022,287190,0.014,2.325
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,2048,1,1,32,183.403,41.841,0.007,303240,0.001,2.093
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,4096,1,1,32,183.295,40.809,0.005,300171,0.002,3.087
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,2.09715e+06,0.005,1,8192,1,1,32,209.968,41.597,0.006,317837,0.002,2.316
