device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,1,1,1,832,0.008,0,0.002,0.18,0,0.668
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,2,1,1,832,0.004,0,0.001,0.414,0.001,0.616
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,4,1,1,832,0.004,0,0.002,0.333,0.001,0.662
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,8,1,1,832,0.004,0,0.001,0.644,0,0.644
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,16,1,1,832,0.005,0.001,0.001,0.05,0,0.708
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,32,1,1,832,0.004,0.001,0.001,0.331,0,0.558
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,64,1,1,832,0.004,0,0.001,0.049,0,0.524
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,128,1,1,832,0.005,0,0.002,0.045,0,0.498
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,256,1,1,832,0.005,0,0.002,0.051,0,0.643
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,512,1,1,832,0.004,0,0.001,0.035,0,0.521
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,1024,1,1,832,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,2048,1,1,832,0.004,0,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,4096,1,1,832,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,249,69,8192,1,1,832,0.004,0,0.001,-1,-1,-1
