device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,1,1,1,16,86.586,9.132,0.007,4.166,5.553,2.552
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,2,1,1,16,88.404,9.037,0.02,3.733,5.659,2.266
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,4,1,1,16,87.368,8.738,0.02,1.243,3.079,2.784
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,8,1,1,16,83.002,7.593,0.005,1.249,1.151,1.789
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,16,1,1,16,80.655,7.908,0.005,1.119,1.039,2.526
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,32,1,1,16,84.043,7.458,0.018,1.519,0.46,1.669
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.448,7.302,0.003,1.208,0.23,1.691
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,128,1,1,16,80.569,7.321,0.004,1.204,0.131,1.553
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.53,7.511,0.019,1.148,0.101,1.708
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,512,1,1,16,85.024,7.288,0.018,1.228,0.085,1.854
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,1024,1,1,16,81.716,7.37,0.004,1.338,0.081,1.906
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,2048,1,1,16,80.381,7.519,0.017,1.416,0.092,1.659
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,4096,1,1,16,80.759,7.551,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,8192,1,1,16,80.071,8.489,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,1,1,1,16,114.907,10.166,0.006,4.4,7.491,1.525
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,2,1,1,16,112.313,9.333,0.007,4.46,3.863,1.822
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,4,1,1,16,111.848,9.598,0.006,1.303,3.258,1.675
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,8,1,1,16,113.237,8.86,0.004,1.229,1.484,1.563
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,16,1,1,16,114.556,9.135,0.005,1.194,0.829,1.358
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,32,1,1,16,110.971,9.475,0.005,1.225,0.333,1.333
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,64,1,1,16,109.1,9.719,0.006,1.178,0.335,1.278
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,128,1,1,16,108.373,9.84,0.004,1.29,0.205,1.244
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,256,1,1,16,107.997,9.513,0.006,1.327,0.14,1.37
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,512,1,1,16,113.994,9.928,0.004,1.28,0.557,1.046
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,1024,1,1,16,107.172,8.825,0.005,1.461,0.074,1.188
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,2048,1,1,16,110.312,9.792,0.005,1.494,0.097,1.309
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,4096,1,1,16,108.83,9.484,0.005,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,8192,1,1,16,106.602,9.308,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,1,1,1,16,95.911,8.757,0.021,3.541,5.37,2.311
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,2,1,1,16,89.18,8.521,0.021,2.766,3.117,2.602
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,4,1,1,16,88.096,8.4,0.006,1.552,1.469,2.044
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,8,1,1,16,81.676,7.849,0.018,1.213,1.386,2.453
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,16,1,1,16,81.664,7.521,0.018,1.639,0.923,1.829
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,32,1,1,16,81.475,7.569,0.018,1.114,0.326,1.485
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.873,7.309,0.004,1.261,0.322,1.923
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,128,1,1,16,82.525,7.434,0.004,1.471,0.635,1.4
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,256,1,1,16,81.232,7.786,0.003,1.431,0.311,1.439
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,512,1,1,16,81.002,7.621,0.004,1.346,0.113,2.05
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,1024,1,1,16,83.675,7.496,0.018,1.254,0.128,2.135
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,2048,1,1,16,80.952,7.439,0.003,1.446,0.06,1.71
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,4096,1,1,16,82.11,7.91,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,8192,1,1,16,80.363,8.397,0.004,-1,-1,-1
