device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,1,1,1,192,0.008,0,0.002,0.417,0,0.63
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,2,1,1,192,0.004,0,0.002,0.257,0,0.352
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,4,1,1,192,0.004,0,0.002,0.49,0,0.383
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,8,1,1,192,0.004,0,0.001,0.343,0.001,0.413
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,16,1,1,192,0.004,0,0.001,0.312,0,0.596
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,32,1,1,192,0.005,0,0.001,0.048,0,0.671
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,64,1,1,192,0.004,0,0.001,0.043,0,0.585
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,128,1,1,192,0.005,0,0.002,0.043,0.001,0.588
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,256,1,1,192,0.004,0,0.001,0.04,0,0.51
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,512,1,1,192,0.004,0,0.001,0.039,0,0.587
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,1024,1,1,192,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,2048,1,1,192,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,4096,1,1,192,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,754,703,8192,1,1,192,0.004,0,0.001,-1,-1,-1
