device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,1,1,1,20,122.464,33.292,0.006,447580,0.001,2.138
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,2,1,1,20,115.471,32.68,0.005,446554,0,2.233
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,4,1,1,20,114.82,32.466,0.005,447561,0.001,2.291
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,8,1,1,20,115.015,32.729,0.006,108737,0.001,2.325
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,16,1,1,20,114.684,32.61,0.006,108732,0.001,2.288
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,32,1,1,20,115.33,32.624,0.006,108786,0.001,2.284
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,64,1,1,20,115.342,32.559,0.006,108929,0.002,2.286
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,128,1,1,20,115.128,32.607,0.005,108942,0.001,2.265
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,256,1,1,20,115.408,32.464,0.006,109668,0.001,2.39
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,512,1,1,20,114.723,32.533,0.006,109904,0,2.27
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,1024,1,1,20,114.543,33.15,0.005,111841,0.013,2.324
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,2048,1,1,20,115.614,32.474,0.006,115287,0,2.25
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,4096,1,1,20,114.95,32.467,0.005,115466,0.001,2.322
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.31072e+06,0.005,1,8192,1,1,20,114.077,33.51,0.005,128115,0.001,3.138
