device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,1,1,1,32,231.481,20.201,0.008,5.415,16.705,1.784
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,2,1,1,32,224.237,19.851,0.01,4.094,7.306,1.935
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,4,1,1,32,223.264,20.411,0.01,3.466,3.681,2.197
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,8,1,1,32,222.671,20.394,0.009,1.987,2.315,2.197
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,16,1,1,32,221.861,20.504,0.01,2.107,1.585,2.104
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,32,1,1,32,221.756,20.525,0.009,2.111,1.125,2.049
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,64,1,1,32,221.604,20.477,0.008,2.014,0.358,2.361
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,128,1,1,32,223.679,20.432,0.01,2.001,0.288,2.355
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,256,1,1,32,224.145,20.184,0.01,2.007,0.784,1.665
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,512,1,1,32,221.516,20.37,0.009,2.589,0.162,2.282
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,1024,1,1,32,221.657,20.431,0.01,2.403,0.13,2.405
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,2048,1,1,32,225.486,20.448,0.009,2.561,0.117,2.3
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,4096,1,1,32,222.576,20.305,0.009,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.09715e+06,8192,1,1,32,218.936,19.88,0.009,-1,-1,-1
