device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,1,1,1,896,0.014,0,0.004,0.215,0,0.623
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,2,1,1,896,0.005,0,0.001,0.298,0.001,0.407
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,4,1,1,896,0.005,0.001,0.001,0.28,0.001,0.428
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,8,1,1,896,0.004,0,0.001,0.565,0.001,0.578
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,16,1,1,896,0.004,0,0.001,0.533,0,0.377
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,32,1,1,896,0.004,0,0.001,0.218,0,0.371
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,64,1,1,896,0.004,0,0.001,0.36,0.001,0.405
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,128,1,1,896,0.004,0,0.002,0.043,0,0.7
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,256,1,1,896,0.004,0,0.001,0.043,0,0.658
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,512,1,1,896,0.004,0,0.002,0.04,0,0.522
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,1024,1,1,896,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,2048,1,1,896,0.004,0.001,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,4096,1,1,896,0.004,0,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,831,407,8192,1,1,896,0.003,0,0.001,-1,-1,-1
