device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,1,1,1,704,0.008,0,0.001,0.156,0,0.51
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,2,1,1,704,0.005,0,0.001,0.092,0,0.908
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,4,1,1,704,0.01,0,0.002,0.495,0,0.966
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,8,1,1,704,0.004,0,0.001,0.365,0,0.769
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,16,1,1,704,0.004,0.001,0.001,0.385,0.001,0.617
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,32,1,1,704,0.005,0,0.001,0.051,0.001,0.615
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,64,1,1,704,0.004,0,0.001,0.054,0.001,0.448
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,128,1,1,704,0.004,0,0.001,0.045,0.001,0.625
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,256,1,1,704,0.004,0,0.001,0.043,0,0.634
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,512,1,1,704,0.004,0,0.001,0.032,0.001,0.6
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,1024,1,1,704,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,2048,1,1,704,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,4096,1,1,704,0.003,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,196,368,8192,1,1,704,0.004,0.001,0.001,-1,-1,-1
