device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,1,1,1,30,206.473,56.411,0.01,11.11,12.809,2.057
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,2,1,1,30,203.241,56.505,0.01,9.443,12.755,2.066
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,4,1,1,30,203.7,56.482,0.009,7.977,12.761,2.044
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,8,1,1,30,203.213,56.11,0.008,12.868,24.49,2.117
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,16,1,1,30,203.722,56.216,0.01,12.584,12.988,2.008
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,32,1,1,30,203.161,56.038,0.009,13.172,12.981,2.018
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,64,1,1,30,203.563,56.16,0.009,13.393,24.566,2.095
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,128,1,1,30,202.861,56.06,0.011,14.045,12.907,2.093
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,256,1,1,30,203.161,56.015,0.01,14.338,13.068,2.025
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,512,1,1,30,203.898,56.221,0.009,7.878,12.737,1.854
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,1024,1,1,30,203.414,55.958,0.01,13.494,13.038,2.038
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,2048,1,1,30,203.919,56.059,0.01,13.586,12.925,2.023
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,4096,1,1,30,203.147,55.973,0.009,15.794,24.452,2.061
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,SquareArray,ONE_D,7.86432e+06,8192,1,1,30,204.069,55.924,0.009,14.732,23.101,2.082
