device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,MatrixMultiplication,TWO_D,2508,2508,2508,1,1,1,23,249.698,17.074,0.008,271.645,11.556,0.77
GTX 780,MatrixMultiplication,TWO_D,2508,2508,2508,1,1,1,23,249.457,17.281,0.009,272.424,11.839,0.86
GTX 780,MatrixMultiplication,TWO_D,2508,2508,2508,1,1,1,23,249.811,17.235,0.009,272.042,11.776,0.856
GTX 780,MatrixMultiplication,TWO_D,2508,2508,2508,1,1,1,23,250.381,17.249,0.008,272.284,11.811,0.839
GTX 780,MatrixMultiplication,TWO_D,2508,2508,2508,1,1,1,23,249.547,17.227,0.009,272.267,11.803,0.844
GTX 780,MatrixMultiplication,TWO_D,2508,2508,2508,1,1,1,23,249.477,17.167,0.009,272.407,11.948,0.839
GTX 780,MatrixMultiplication,TWO_D,2508,2508,2508,1,1,1,23,249.525,17.234,0.009,272.171,11.829,0.847
GTX 780,MatrixMultiplication,TWO_D,2508,2508,2508,1,1,1,23,249.612,17.281,0.009,272.318,11.922,0.853
GTX 780,MatrixMultiplication,TWO_D,2508,2508,2508,1,1,1,23,250.156,17.293,0.008,272.437,11.805,0.851
GTX 780,MatrixMultiplication,TWO_D,2508,2508,2508,1,1,1,23,249.637,17.78,0.009,272.629,11.86,0.843
