device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,MatrixMultiplication,TWO_D,1448,1448,1448,1,1,1,7,108.921,6.717,0.01,57.327,3.126,0.45
GTX 780,MatrixMultiplication,TWO_D,1448,1448,1448,1,1,1,7,79.238,5.629,0.009,50.556,2.649,0.212
GTX 780,MatrixMultiplication,TWO_D,1448,1448,1448,1,1,1,7,79.132,5.645,0.008,50.595,2.66,0.211
GTX 780,MatrixMultiplication,TWO_D,1448,1448,1448,1,1,1,7,79.167,5.698,0.009,50.574,2.661,0.212
GTX 780,MatrixMultiplication,TWO_D,1448,1448,1448,1,1,1,7,79.26,5.64,0.008,50.581,2.649,0.219
GTX 780,MatrixMultiplication,TWO_D,1448,1448,1448,1,1,1,7,79.226,5.685,0.009,50.659,2.645,0.217
GTX 780,MatrixMultiplication,TWO_D,1448,1448,1448,1,1,1,7,79.393,5.63,0.009,50.636,2.663,0.211
GTX 780,MatrixMultiplication,TWO_D,1448,1448,1448,1,1,1,7,79.279,5.652,0.008,50.722,2.654,0.212
GTX 780,MatrixMultiplication,TWO_D,1448,1448,1448,1,1,1,7,79.334,5.636,0.008,50.592,2.676,0.214
GTX 780,MatrixMultiplication,TWO_D,1448,1448,1448,1,1,1,7,79.119,5.658,0.009,50.508,2.653,0.21
