device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,1,1,1,7,40.276,6.27,0.002,10610.8,2.192,0.176
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,2,1,1,7,40.223,6.127,0.001,5328.03,1.737,0.177
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,4,1,1,7,40.26,6.117,0.001,2687.3,1.933,0.176
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,8,1,1,7,40.198,6.246,0,1362.67,1.913,0.17
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,16,1,1,7,40.506,6.226,0.001,696.225,1.908,0.17
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,32,1,1,7,40.27,6.14,0,364.258,1.903,0.174
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,64,1,1,7,40.247,6.083,0.001,203.805,1.911,0.17
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,128,1,1,7,40.368,6.183,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,256,1,1,7,40.292,6.086,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,512,1,1,7,40.253,6.133,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,1024,1,1,7,40.253,6.097,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,1,1,1,7,40.25,12.016,0.001,10624.8,2.858,0.219
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,2,1,1,7,40.589,11.982,0.001,5335.04,2.143,0.183
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,4,1,1,7,40.207,12.021,0.001,2690.79,2.049,0.175
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,8,1,1,7,40.224,11.922,0.001,1364.4,2.046,0.172
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,16,1,1,7,40.141,11.941,0.001,697.022,2.039,0.17
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,32,1,1,7,40.145,11.939,0.001,364.72,2.036,0.169
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,64,1,1,7,40.357,11.963,0,203.96,2.054,0.172
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,128,1,1,7,40.52,11.927,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,256,1,1,7,40.64,11.957,0,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,512,1,1,7,40.133,11.934,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,1024,1,1,7,40.17,11.916,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,1,1,1,7,40.323,6.212,0,10605.8,2.135,0.193
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,2,1,1,7,40.174,6.181,0,5325.52,2.067,0.172
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,4,1,1,7,40.313,6.15,0.001,2686.04,2.52,0.19
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,8,1,1,7,40.377,6.138,0.001,1362.04,2.105,0.174
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,16,1,1,7,40.166,6.152,0.001,695.867,2.075,0.177
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,32,1,1,7,40.297,6.249,0.001,364.11,2.046,0.17
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,64,1,1,7,40.254,6.152,0.001,203.781,2.029,0.174
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,128,1,1,7,40.194,6.247,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,256,1,1,7,40.323,6.153,0,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,512,1,1,7,40.16,6.19,0,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,1024,1,1,7,40.254,6.154,0.001,-1,-1,-1
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,1,1,1,7,40.352,6.208,0.001,10605.9,2.744,0.231
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,2,1,1,7,45.648,6.34,0.002,5325.61,2.046,0.187
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,4,1,1,7,40.3,6.227,0.001,2686.08,1.939,0.173
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,8,1,1,7,40.389,6.146,0.002,1362.05,1.917,0.182
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,16,1,1,7,40.388,6.203,0.002,695.874,1.926,0.173
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,32,1,1,7,40.358,6.189,0.001,364.11,1.92,0.175
Tesla K20Xm,Convolution,ONE_D,1448,1448,64,64,64,1,1,7,40.355,6.111,0,203.745,1.912,0.171
