device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Reduction,ONE_D,786432,1,1,1,12,66.136,8.082,0.001,4.142,6.816,2.661
Tesla K20Xm,Reduction,ONE_D,786432,2,1,1,12,61.063,7.744,0.001,3.39,3.088,2.255
Tesla K20Xm,Reduction,ONE_D,786432,4,1,1,12,60.772,7.906,0.001,2.933,1.788,2.074
Tesla K20Xm,Reduction,ONE_D,786432,8,1,1,12,60.601,7.843,0.001,2.647,1.185,1.941
Tesla K20Xm,Reduction,ONE_D,786432,16,1,1,12,60.403,7.874,0.001,2.494,0.954,1.94
Tesla K20Xm,Reduction,ONE_D,786432,32,1,1,12,60.755,7.843,0.001,2.37,0.815,1.942
Tesla K20Xm,Reduction,ONE_D,786432,64,1,1,12,60.527,7.849,0.001,2.37,0.846,1.938
Tesla K20Xm,Reduction,ONE_D,786432,128,1,1,12,60.457,7.837,0,2.368,0.735,1.931
Tesla K20Xm,Reduction,ONE_D,786432,256,1,1,12,60.542,7.904,0.001,2.365,0.711,1.948
Tesla K20Xm,Reduction,ONE_D,786432,512,1,1,12,60.83,7.841,0.001,2.365,0.732,1.937
Tesla K20Xm,Reduction,ONE_D,786432,1024,1,1,12,60.522,7.882,0.001,2.405,0.733,1.936
Tesla K20Xm,Reduction,ONE_D,786432,1,1,1,12,66.072,8.339,0.002,4.113,6.768,2.603
Tesla K20Xm,Reduction,ONE_D,786432,2,1,1,12,60.897,7.879,0.001,3.401,3.244,2.252
Tesla K20Xm,Reduction,ONE_D,786432,4,1,1,12,60.706,7.89,0.001,2.972,1.858,2.031
Tesla K20Xm,Reduction,ONE_D,786432,8,1,1,12,60.356,7.868,0.001,2.625,1.194,1.892
Tesla K20Xm,Reduction,ONE_D,786432,16,1,1,12,60.297,7.913,0.001,2.467,0.97,1.908
Tesla K20Xm,Reduction,ONE_D,786432,32,1,1,12,60.183,7.917,0.001,2.374,0.806,1.936
Tesla K20Xm,Reduction,ONE_D,786432,64,1,1,12,60.178,7.921,0,2.449,0.869,1.889
Tesla K20Xm,Reduction,ONE_D,786432,128,1,1,12,60.283,7.918,0.001,2.352,0.725,1.902
Tesla K20Xm,Reduction,ONE_D,786432,256,1,1,12,60.413,7.868,0.001,2.357,0.725,1.893
Tesla K20Xm,Reduction,ONE_D,786432,512,1,1,12,60.216,7.952,0.001,2.365,0.71,1.889
Tesla K20Xm,Reduction,ONE_D,786432,1024,1,1,12,60.146,7.892,0.001,2.446,0.725,1.895
Tesla K20Xm,Reduction,ONE_D,786432,1,1,1,12,66.832,8.563,0.001,4.168,6.937,2.716
Tesla K20Xm,Reduction,ONE_D,786432,2,1,1,12,61.513,7.972,0,3.438,3.133,2.262
Tesla K20Xm,Reduction,ONE_D,786432,4,1,1,12,60.618,8.062,0.001,2.905,1.711,2.088
Tesla K20Xm,Reduction,ONE_D,786432,8,1,1,12,60.487,8.05,0.001,2.65,1.173,1.955
Tesla K20Xm,Reduction,ONE_D,786432,16,1,1,12,60.565,8.072,0.001,2.491,0.881,1.947
Tesla K20Xm,Reduction,ONE_D,786432,32,1,1,12,60.514,8.029,0.001,2.433,0.783,1.936
Tesla K20Xm,Reduction,ONE_D,786432,64,1,1,12,60.35,8.064,0.001,2.372,0.748,1.964
Tesla K20Xm,Reduction,ONE_D,786432,128,1,1,12,60.486,8.073,0.001,2.34,0.732,1.945
Tesla K20Xm,Reduction,ONE_D,786432,256,1,1,12,60.277,8.017,0.001,2.373,0.726,1.943
Tesla K20Xm,Reduction,ONE_D,786432,512,1,1,12,60.38,8.058,0.002,2.454,0.466,1.946
Tesla K20Xm,Reduction,ONE_D,786432,1024,1,1,12,60.478,8.02,0,2.432,0.726,2.025
Tesla K20Xm,Reduction,ONE_D,786432,1,1,1,12,66.321,8.175,0,4.11,6.819,2.712
Tesla K20Xm,Reduction,ONE_D,786432,2,1,1,12,61.129,7.914,0.001,3.401,3.32,2.309
Tesla K20Xm,Reduction,ONE_D,786432,4,1,1,12,60.683,7.983,0.001,2.918,1.825,2.116
Tesla K20Xm,Reduction,ONE_D,786432,8,1,1,12,60.432,8.067,0.001,2.63,1.263,1.986
Tesla K20Xm,Reduction,ONE_D,786432,16,1,1,12,60.983,8.039,0.002,2.591,0.982,2.137
Tesla K20Xm,Reduction,ONE_D,786432,32,1,1,12,60.453,8.02,0.001,2.398,0.809,1.978
Tesla K20Xm,Reduction,ONE_D,786432,64,1,1,12,60.604,8.1,0.001,2.373,0.731,1.981
Tesla K20Xm,Reduction,ONE_D,786432,128,1,1,12,60.711,8.128,0.001,2.358,0.71,1.991
Tesla K20Xm,Reduction,ONE_D,786432,256,1,1,12,60.404,8.021,0.001,2.366,0.705,1.984
Tesla K20Xm,Reduction,ONE_D,786432,512,1,1,12,60.443,8.002,0.002,2.386,0.733,1.975
Tesla K20Xm,Reduction,ONE_D,786432,1024,1,1,12,60.684,8.119,0.001,2.452,0.734,2.022
