device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Array3dAverage,THREE_D,146,1,1,1,11.8719,106.587,4.117,0.001,38.526,4.095,0.178
Tesla K20Xm,Array3dAverage,THREE_D,146,1,1,2,11.8719,102.753,4.099,0.001,22.19,4.334,0.165
Tesla K20Xm,Array3dAverage,THREE_D,146,1,2,1,11.8719,103.8,4.081,0.001,21.582,4.376,0.165
Tesla K20Xm,Array3dAverage,THREE_D,146,1,2,2,11.8719,102.773,4.115,0.001,12.28,4.36,0.163
Tesla K20Xm,Array3dAverage,THREE_D,146,2,1,1,11.8719,108.418,4.094,0,19.66,4.335,0.165
Tesla K20Xm,Array3dAverage,THREE_D,146,2,1,2,11.8719,102.656,4.09,0.001,11.273,4.323,0.173
Tesla K20Xm,Array3dAverage,THREE_D,146,2,2,1,11.8719,103.385,4.091,0.001,11.091,4.367,0.163
Tesla K20Xm,Array3dAverage,THREE_D,146,2,2,2,11.8719,102.61,4.083,0.001,6.364,4.324,0.162
Tesla K20Xm,Array3dAverage,THREE_D,146,1,1,1,11.8719,107.103,8.48,0.001,38.549,4.18,0.176
Tesla K20Xm,Array3dAverage,THREE_D,146,1,1,2,11.8719,105.577,8.518,0.001,22.306,4.357,0.166
Tesla K20Xm,Array3dAverage,THREE_D,146,1,2,1,11.8719,105.28,8.457,0.001,21.594,4.349,0.163
Tesla K20Xm,Array3dAverage,THREE_D,146,1,2,2,11.8719,104.671,8.486,0,12.29,4.352,0.16
Tesla K20Xm,Array3dAverage,THREE_D,146,2,1,1,11.8719,110.101,8.511,0,19.671,4.36,0.163
Tesla K20Xm,Array3dAverage,THREE_D,146,2,1,2,11.8719,104.61,8.483,0,11.279,4.355,0.162
Tesla K20Xm,Array3dAverage,THREE_D,146,2,2,1,11.8719,105.318,8.502,0.001,11.079,4.351,0.159
Tesla K20Xm,Array3dAverage,THREE_D,146,2,2,2,11.8719,104.684,8.456,0.001,6.368,4.362,0.159
Tesla K20Xm,Array3dAverage,THREE_D,146,1,1,1,11.8719,107.45,4.187,0.001,38.563,4.095,0.18
Tesla K20Xm,Array3dAverage,THREE_D,146,1,1,2,11.8719,104.621,4.183,0.001,22.172,4.35,0.166
Tesla K20Xm,Array3dAverage,THREE_D,146,1,2,1,11.8719,105.87,4.182,0.001,21.611,4.346,0.162
Tesla K20Xm,Array3dAverage,THREE_D,146,1,2,2,11.8719,104.716,4.178,0.001,12.308,4.355,0.16
Tesla K20Xm,Array3dAverage,THREE_D,146,2,1,1,11.8719,110.333,4.148,0,19.643,4.357,0.175
Tesla K20Xm,Array3dAverage,THREE_D,146,2,1,2,11.8719,104.743,4.124,0,11.262,4.345,0.162
Tesla K20Xm,Array3dAverage,THREE_D,146,2,2,1,11.8719,105.365,4.136,0,11.091,4.354,0.161
Tesla K20Xm,Array3dAverage,THREE_D,146,2,2,2,11.8719,104.644,4.185,0,6.385,4.362,0.161
Tesla K20Xm,Array3dAverage,THREE_D,146,1,1,1,11.8719,105.342,4.129,0.001,38.534,4.026,0.183
Tesla K20Xm,Array3dAverage,THREE_D,146,1,1,2,11.8719,102.546,4.105,0,22.176,4.374,0.166
Tesla K20Xm,Array3dAverage,THREE_D,146,1,2,1,11.8719,103.255,4.089,0.001,21.602,4.34,0.161
Tesla K20Xm,Array3dAverage,THREE_D,146,1,2,2,11.8719,102.473,4.082,0.001,12.285,4.396,0.16
Tesla K20Xm,Array3dAverage,THREE_D,146,2,1,1,11.8719,107.888,4.129,0,19.633,4.328,0.165
Tesla K20Xm,Array3dAverage,THREE_D,146,2,1,2,11.8719,102.529,4.127,0,11.275,4.346,0.169
Tesla K20Xm,Array3dAverage,THREE_D,146,2,2,1,11.8719,103.217,4.1,0.001,11.072,4.334,0.166
Tesla K20Xm,Array3dAverage,THREE_D,146,2,2,2,11.8719,102.424,4.159,0.001,6.367,4.367,0.168
