device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Computation,ONE_D,466,961,1,1,1,128,0.006,0.001,0.001,0.061,0,0.012
Tesla K20Xm,Computation,ONE_D,466,961,2,1,1,128,0.005,0.001,0,0.019,0,0.01
Tesla K20Xm,Computation,ONE_D,466,961,4,1,1,128,0.004,0,0,0.017,0,0.009
Tesla K20Xm,Computation,ONE_D,466,961,8,1,1,128,0.004,0.001,0,0.016,0.001,0.008
Tesla K20Xm,Computation,ONE_D,466,961,16,1,1,128,0.003,0,0.001,0.015,0,0.007
Tesla K20Xm,Computation,ONE_D,466,961,32,1,1,128,0.004,0,0.001,0.016,0,0.007
Tesla K20Xm,Computation,ONE_D,466,961,64,1,1,128,0.004,0,0,0.016,0,0.007
Tesla K20Xm,Computation,ONE_D,466,961,128,1,1,128,0.004,0,0,0.016,0,0.008
Tesla K20Xm,Computation,ONE_D,466,961,256,1,1,128,0.003,0,0,0.015,0,0.007
Tesla K20Xm,Computation,ONE_D,466,961,512,1,1,128,0.004,0,0.001,0.016,0,0.007
Tesla K20Xm,Computation,ONE_D,466,961,1024,1,1,128,0.004,0,0,-1,-1,-1
Tesla K20Xm,Computation,ONE_D,189,775,1,1,1,128,0.005,0,0.001,0.053,0,0.009
Tesla K20Xm,Computation,ONE_D,189,775,2,1,1,128,0.004,0,0.001,0.016,0,0.008
Tesla K20Xm,Computation,ONE_D,189,775,4,1,1,128,0.003,0,0,0.015,0,0.007
Tesla K20Xm,Computation,ONE_D,189,775,8,1,1,128,0.003,0,0,0.014,0,0.007
Tesla K20Xm,Computation,ONE_D,189,775,16,1,1,128,0.003,0.001,0,0.015,0,0.006
Tesla K20Xm,Computation,ONE_D,189,775,32,1,1,128,0.003,0,0,0.014,0,0.006
Tesla K20Xm,Computation,ONE_D,189,775,64,1,1,128,0.003,0,0,0.014,0,0.005
Tesla K20Xm,Computation,ONE_D,189,775,128,1,1,128,0.003,0,0,0.014,0,0.006
Tesla K20Xm,Computation,ONE_D,189,775,256,1,1,128,0.003,0,0,0.014,0,0.006
Tesla K20Xm,Computation,ONE_D,189,775,512,1,1,128,0.003,0,0,0.014,0,0.006
Tesla K20Xm,Computation,ONE_D,189,775,1024,1,1,128,0.003,0.001,0,-1,-1,-1
