device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Array3dAverage,THREE_D,64,1,1,64,1,11.52,0.707,0.001,0.55,0.499,0.189
Tesla K20Xm,Array3dAverage,THREE_D,64,1,2,64,1,8.733,0.613,0.001,0.71,0.421,0.152
Tesla K20Xm,Array3dAverage,THREE_D,64,1,4,64,1,8.637,0.612,0,0.998,0.42,0.153
Tesla K20Xm,Array3dAverage,THREE_D,64,1,8,64,1,8.634,0.608,0.001,0.726,0.421,0.153
Tesla K20Xm,Array3dAverage,THREE_D,64,1,16,64,1,8.674,0.612,0.001,0.727,0.42,0.152
Tesla K20Xm,Array3dAverage,THREE_D,64,1,64,1,1,8.638,0.612,0.001,0.716,0.42,0.154
Tesla K20Xm,Array3dAverage,THREE_D,64,1,64,2,1,8.64,0.607,0.001,0.715,0.521,0.151
Tesla K20Xm,Array3dAverage,THREE_D,64,1,64,4,1,8.71,0.608,0,0.716,0.52,0.152
Tesla K20Xm,Array3dAverage,THREE_D,64,1,64,8,1,8.679,0.61,0.001,0.718,0.518,0.151
Tesla K20Xm,Array3dAverage,THREE_D,64,1,64,16,1,8.642,0.607,0,0.744,0.522,0.151
Tesla K20Xm,Array3dAverage,THREE_D,64,2,1,64,1,8.631,0.606,0,0.517,0.422,0.15
Tesla K20Xm,Array3dAverage,THREE_D,64,2,2,64,1,8.637,0.606,0.001,0.529,0.42,0.155
Tesla K20Xm,Array3dAverage,THREE_D,64,2,4,64,1,8.675,0.605,0.001,0.522,0.42,0.151
Tesla K20Xm,Array3dAverage,THREE_D,64,2,8,64,1,8.766,0.604,0,0.541,0.43,0.151
Tesla K20Xm,Array3dAverage,THREE_D,64,2,64,1,1,8.633,0.611,0.001,0.515,0.42,0.151
Tesla K20Xm,Array3dAverage,THREE_D,64,2,64,2,1,8.698,0.605,0.001,0.518,0.517,0.151
Tesla K20Xm,Array3dAverage,THREE_D,64,2,64,4,1,8.675,0.608,0.001,0.537,0.516,0.149
Tesla K20Xm,Array3dAverage,THREE_D,64,2,64,8,1,8.636,0.605,0,0.539,0.518,0.15
Tesla K20Xm,Array3dAverage,THREE_D,64,4,1,64,1,8.741,0.615,0,0.441,0.474,0.151
Tesla K20Xm,Array3dAverage,THREE_D,64,4,2,64,1,8.714,0.613,0.001,0.482,0.423,0.17
Tesla K20Xm,Array3dAverage,THREE_D,64,4,4,64,1,8.637,0.611,0,0.418,0.423,0.151
Tesla K20Xm,Array3dAverage,THREE_D,64,4,64,1,1,8.63,0.603,0,0.41,0.42,0.218
