device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,8,1,30.029,0.007,462.899,8.037,3.508
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,16,1,34.324,0.007,473.353,6.164,2.009
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,32,1,31.595,0.006,471.926,25.084,2.024
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,64,1,30.09,0.006,508.901,3.999,3.974
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,128,1,32.89,0.007,505.528,8.375,3.736
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,256,1,30.299,0.007,596.042,6.72,3.847
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,512,1,29.401,0.006,779.496,5.367,3.683
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,1,1,30.374,0.023,433.977,8.335,1.987
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,2,1,34.427,0.007,432.751,6.38,1.737
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,4,1,35.899,0.007,447.777,10.318,3.354
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,8,1,31.893,0.007,451.537,4.808,2.441
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,16,1,32.642,0.006,448.818,5.379,1.916
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,32,1,34.349,0.007,486.983,6.92,4.741
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,64,1,35.341,0.008,497.212,6.877,4.772
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,128,1,30.395,0.008,577.854,5.033,3.925
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,256,1,29.966,0.007,745.331,6.556,3.709
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,1,1,31.116,0.007,414.371,6.865,3.375
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,2,1,30.203,0.007,447.725,5.054,1.939
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,4,1,29.912,0.007,453.126,6.838,4.004
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,8,1,33.88,0.008,439.388,6.03,2.252
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,16,1,34.665,0.007,482.462,4.61,3.98
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,32,1,30.224,0.007,488.842,4.598,3.876
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,64,1,30.127,0.007,588.625,4.518,3.872
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,128,1,29.815,0.008,737.562,5.307,3.945
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,1,1,29.782,0.008,422.898,6.914,2.733
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,2,1,31.611,0.008,417.65,5.717,2.015
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,4,1,30.396,0.008,455.265,4.514,1.885
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,8,1,29.895,0.008,486.718,21.172,3.855
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,16,1,30.195,0.008,477.583,13.611,3.902
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,32,1,29.699,0.009,557.344,5.617,3.879
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,64,1,29.723,0.008,719.274,5.024,3.787
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,256,1,1,30.724,0.007,426.586,5.816,1.983
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,256,2,1,35.317,0.008,432.345,6.897,2.807
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,256,4,1,42.278,0.008,472.378,5.886,1.782
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,256,8,1,35.421,0.009,500.848,5.317,2.645
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,256,16,1,29.888,0.007,568.721,14.982,6.507
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,256,32,1,31.892,0.006,738.732,5.761,4.483
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,512,1,1,34.89,0.007,416.103,6.811,2.69
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,512,2,1,33.505,0.008,419.677,5.72,1.808
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,512,4,1,29.59,0.008,463.852,4.658,2.08
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,512,8,1,29.644,0.008,557.879,5.24,4.239
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,512,16,1,29.492,0.007,742.237,5.98,3.95
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1024,1,1,31.277,0.008,413.538,6.875,3.238
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1024,2,1,34.284,0.008,462.278,5.023,2.739
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1024,4,1,29.589,0.008,551.536,7.96,4.472
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1024,8,1,35.498,0.007,721.208,5.749,3.728
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2048,1,1,29.596,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2048,2,1,35.156,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2048,4,1,30.283,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4096,1,1,32.03,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4096,2,1,33.823,0.008,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8192,1,1,32.803,0.008,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,1,1,31.722,0.008,12192.8,8.74,4.288
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,2,1,32.242,0.007,12210.2,7.56,4.174
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,4,1,30.689,0.008,12227.9,5.443,4.127
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,8,1,29.779,0.006,12279.6,6.084,3.031
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,16,1,32.027,0.008,12076.1,6.348,2.637
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,32,1,29.736,0.007,12278.2,7.846,4.827
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,64,1,41.297,0.007,12402.7,6.916,3.76
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,128,1,29.93,0.007,12587.8,6.247,5.227
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,256,1,33.516,0.006,12467.9,6.556,4.574
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,512,1,30.085,0.008,12800.5,7.513,4.849
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,1024,1,34.27,0.007,12599.8,7.128,4.426
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,2048,1,34.593,0.007,13777.8,9.317,4.197
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,4096,1,35.131,0.022,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,1,8192,1,35.163,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,1,1,34.599,0.024,12185.7,6.942,4.86
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,2,1,34.831,0.007,12259.6,7.786,4.062
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,4,1,30.828,0.008,12229.5,6.979,3.092
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,8,1,33.385,0.008,12215.4,6.968,2.681
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,16,1,32.841,0.009,12280.4,5.429,2.108
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,32,1,37.075,0.01,12334.7,6.176,4.33
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,64,1,34.31,0.008,12473.8,6.885,5.026
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,128,1,31.048,0.009,12799,6.684,4.378
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,256,1,33.869,0.009,12761.4,7.507,4.175
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,512,1,33.692,0.008,13742.6,4.881,4.384
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,1024,1,29.534,0.008,13776.6,7.408,4.053
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,2048,1,34.132,0.008,16205.1,6.896,5.397
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,2,4096,1,34.467,0.008,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,1,1,34.916,0.009,12226.7,8.17,4.18
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,2,1,35.722,0.008,12227.6,6.952,5.191
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,4,1,30.591,0.009,12235.4,6.283,2.238
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,8,1,29.731,0.008,12331.4,7.555,3.635
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,16,1,30.524,0.009,12501.4,8.435,4.217
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,32,1,30.372,0.009,12367.4,4.3,3.64
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,64,1,29.965,0.008,12657,5.592,4.025
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,128,1,33.9,0.008,12774.5,6.744,5.461
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,256,1,30.935,0.009,13913.6,6.845,5.236
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,512,1,37.138,0.008,13920.5,6.702,4.463
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,1024,1,29.932,0.008,16221.5,7.86,5.456
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,4,2048,1,33.39,0.006,21469.5,7.52,4.516
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8,1,1,35.643,0.009,12184.5,7.034,5.259
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8,2,1,30.626,0.009,12321.3,7.778,5.118
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8,4,1,30.813,0.007,12318.1,5.364,4.283
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8,8,1,34.523,0.008,12444.3,6.712,5.026
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8,16,1,34.858,0.008,12469.3,9.187,4.271
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8,32,1,34.989,0.007,12474.2,7.055,5.461
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8,64,1,34.76,0.007,12757.3,8.043,5.297
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8,128,1,31.957,0.008,13847.7,6.983,5.754
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8,256,1,35.092,0.008,13987.6,7.179,5.081
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8,512,1,30.69,0.008,16365.8,6.87,4.542
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,8,1024,1,30.004,0.009,21588.2,5.549,4.625
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,1,1,29.872,0.009,426.598,5.888,2.018
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,2,1,32.841,0.008,439.819,6.304,3.063
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,4,1,35.091,0.008,449.549,5.955,2.148
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,8,1,33.517,0.008,457.649,9.254,2.015
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,16,1,34.887,0.008,470.328,5.425,2.052
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,32,1,30.111,0.008,468.475,17.447,2.558
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,64,1,29.786,0.009,509.303,4.793,4.005
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,128,1,34.904,0.008,508.767,5.066,3.953
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,256,1,31.11,0.008,596.11,6.079,3.903
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,16,512,1,32.145,0.008,784.902,7.027,5.134
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,1,1,31.654,0.008,424.473,17.011,2.532
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,2,1,29.981,0.008,422.921,4.54,4.324
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,4,1,29.73,0.007,434.308,4.609,2.045
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,8,1,29.602,0.008,462.01,7.574,3.428
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,16,1,32.537,0.006,448.575,6.196,2.451
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,32,1,29.624,0.006,488.752,6.641,3.853
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,64,1,29.474,0.007,491.91,8.149,3.767
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,128,1,30.619,0.007,577.544,7.535,3.717
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,32,256,1,34.96,0.007,743.743,6.966,3.706
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,1,1,29.742,0.009,413.674,6.252,1.931
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,2,1,30.582,0.006,440.434,9.654,3.886
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,4,1,32.245,0.005,447.573,6.016,2.611
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,8,1,29.638,0.008,447.697,6.191,2.754
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,16,1,35.007,0.008,493.602,4.927,3.618
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,32,1,32.201,0.008,486.025,5.375,4.027
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,64,1,34.084,0.024,566.541,6.586,3.841
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,64,128,1,31.487,0.008,733.17,6.82,5.451
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,1,1,37.29,0.008,421.908,15.957,3.016
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,2,1,29.472,0.008,413.28,6.514,2.431
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,4,1,33.962,0.008,452.152,6.691,1.95
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,8,1,29.808,0.008,476.333,6.985,4.863
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,16,1,43.376,0.007,474.532,6.207,5.414
Intel(R) Many Integrated Core Acceleration Card,MatrixMultiplication,TWO_D,2048,4096,1024,128,32,1,29.902,0.007,555.05,6.965,5.202
