device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,1,1,1,1.768,0.004,5.476,0.314,1.155
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,2,1,1,2.126,0.004,9.631,0.345,1.109
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,4,1,1,2.167,0.005,9.174,0.316,1.157
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,8,1,1,2.074,0.004,12.003,0.302,1.495
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,16,1,1,2.191,0.004,14.599,0.321,1.088
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,32,1,1,2.147,0.004,20.704,0.312,1.646
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,64,1,1,2.158,0.004,12.51,0.307,1.166
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,128,1,1,2.469,0.004,14.339,0.307,1.15
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,256,1,1,2.337,0.002,9.377,0.319,1.131
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,512,1,1,2.261,0.004,9.955,0.323,1.124
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,1024,1,1,2.114,0.005,7.779,0.322,1.119
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,2048,1,1,2.119,0.004,4.701,0.318,1.117
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,4096,1,1,1.701,0.005,3.291,0.315,1.308
Intel(R) Many Integrated Core Acceleration Card,SquareArray,ONE_D,262144,8192,1,1,2.236,0.005,3.342,0.334,1.136
