device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,2,47.504,0.006,61.982,27.561,1.823
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,4,47.656,0.007,61.329,28.109,1.828
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,8,46.739,0.009,66.144,29.6,1.901
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,16,47.815,0.006,62.169,27.501,1.912
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,32,47.039,0.006,63.24,26.798,2.011
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,64,49.951,0.006,61.985,28.183,1.955
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,128,49.231,0.006,63.301,27.555,2.444
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,256,50.021,0.006,62.952,28.107,2.078
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,512,46.182,0.023,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,1024,49.099,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,1,49.66,0.006,46.097,27.228,1.875
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,2,47.984,0.007,45.565,26.172,2.448
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,4,46.861,0.007,48.19,39.203,2.706
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,8,60.848,0.008,46.324,29.895,2.3
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,16,44.219,0.007,41.158,27.686,1.877
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,32,44.29,0.006,43.924,26.008,2.041
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,64,44.288,0.006,41.111,29.477,1.769
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,128,44.343,0.007,41.805,26.934,1.928
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,256,44.677,0.006,41.768,26.497,2.153
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,512,44.325,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,1,44.145,0.008,39.659,26.735,2.253
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,2,49.602,0.007,45.513,25.957,2.065
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,4,45.706,0.009,39.148,25.938,2.556
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,8,44.69,0.007,39.43,27.41,2.452
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,16,44.481,0.007,41.957,28.797,1.787
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,32,44.415,0.007,41.35,26.355,2.428
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,64,44.257,0.006,41.711,28.494,1.799
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,128,44.504,0.008,39.539,26.941,2.327
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,256,44.738,0.006,42.872,27.847,1.922
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,1,44.473,0.007,48.858,28.499,1.774
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,2,44.184,0.006,52.061,28.865,1.752
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,4,48.191,0.007,36.189,26.257,1.976
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,8,44.776,0.007,37.413,25.54,2.234
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,16,48.855,0.007,40.427,33.289,2.719
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,32,49.577,0.008,42.088,31.563,1.986
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,64,45.317,0.008,41.077,26.848,1.988
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,128,46.316,0.009,41.363,26.967,1.875
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,1,45.317,0.008,37.308,28.353,1.941
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,2,49.17,0.009,47.353,25.421,1.944
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,4,49.164,0.008,48.192,25.358,1.803
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,8,48.069,0.008,39.163,29.096,1.785
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,16,49.242,0.007,38.699,25.38,2.013
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,32,46.907,0.023,39.702,28.394,1.973
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,64,47.951,0.008,39.528,28.777,2.028
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,1,48.6,0.007,53.847,26.91,1.784
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,2,48.585,0.007,38.512,29.642,2.057
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,4,48.545,0.006,50.979,28.759,2.313
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,8,48.195,0.007,44.1,26.763,2.206
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,16,48.49,0.006,38.124,25.404,1.793
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,32,46.552,0.007,38.486,28.795,1.79
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,512,1,1,47.188,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,512,1,2,46.358,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,512,1,4,46.095,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,512,1,8,46.417,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,512,1,16,45.966,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1024,1,1,46.863,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1024,1,2,46.774,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1024,1,4,44.698,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1024,1,8,48.005,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2048,1,1,48.452,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2048,1,2,77.621,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2048,1,4,47.763,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4096,1,1,48.808,0.008,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4096,1,2,49.272,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,1,47.906,0.009,140.701,31.416,2.181
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,2,47.363,0.007,103.21,26.977,2.32
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,4,47.375,0.008,124.281,26.824,2.256
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,8,46.851,0.008,129.982,28.357,1.99
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,16,47.866,0.007,150.529,28.834,2.008
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,32,46.287,0.007,148.421,28.935,1.745
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,64,49.033,0.007,157.214,25.442,1.779
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,128,52.512,0.009,145.568,28.357,1.978
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,256,47.651,0.007,148.249,29.241,1.825
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,512,46.434,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,1024,47.737,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,2048,47.939,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,4096,47.986,0.008,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,8192,48.467,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,1,47.735,0.007,98.031,29.697,1.812
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,2,47.364,0.007,82.032,27.357,1.747
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,4,48.373,0.007,90.25,28.785,1.942
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,8,46.585,0.006,91.07,27.692,1.737
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,16,77.611,0.006,100.7,26.066,2.226
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,32,45.935,0.006,98.811,28.223,1.791
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,64,47.494,0.007,98.271,29.386,1.789
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,128,45.99,0.006,98.569,28.69,1.794
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,256,46.804,0.007,98.7,29.029,1.965
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,512,44.715,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,1024,48.217,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,2048,47.28,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2,1,4096,47.868,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,1,48.36,0.006,76.823,26.078,2.102
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,2,48.482,0.007,68.754,29.653,1.854
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,4,47.72,0.007,70.64,28.059,2.08
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,8,47.497,0.007,72.949,27.408,2.08
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,16,48.383,0.007,76.788,25.523,2.341
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,32,46.898,0.007,73.729,26.306,2.489
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,64,47.547,0.007,74.25,26.13,2.146
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,128,48.406,0.007,74.077,26.905,2.47
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,256,46.564,0.006,74.125,26.018,2.478
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,512,47.808,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,1024,50.291,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4,1,2048,48.169,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,1,48.266,0.007,66.247,25.94,2.379
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,2,46.645,0.007,60.909,27.512,1.864
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,4,46.873,0.007,62.189,27.165,2.105
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,8,46.843,0.007,62.218,26.999,2.092
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,16,44.522,0.007,60.584,25.364,2.056
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,32,46.237,0.022,60.295,25.551,2.494
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,64,44.481,0.007,61.481,26.046,2.766
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,128,44.535,0.007,59.689,28.329,2.079
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,256,44.495,0.007,60.84,26.312,2.067
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,512,44.691,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,8,1,1024,44.284,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,1,44.109,0.007,40.866,25.58,1.804
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,2,49.108,0.006,43.388,45.522,1.839
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,4,44.847,0.006,42.935,26.02,2.292
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,8,56.748,0.01,46.541,27.781,2.029
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,16,49.531,0.007,44.737,27.385,1.829
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,32,48.47,0.006,43.417,25.259,2.384
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,64,44.552,0.007,44.367,27.151,1.794
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,128,52.577,0.008,44.643,27.517,2.084
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,256,54.137,0.007,46.213,28.734,2.073
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,16,1,512,49.279,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,1,56.276,0.008,42.941,25.323,2.528
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,2,50.33,0.007,41.483,28.057,1.971
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,4,54.75,0.008,44.049,25.143,2.755
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,8,44.609,0.007,42.319,25.969,2.351
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,16,47.824,0.008,42.653,26.356,2.457
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,32,44.429,0.006,39.39,28.731,1.907
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,64,44.67,0.007,38.89,28.318,2.223
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,128,44.397,0.007,39.508,27.36,1.837
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,32,1,256,45.911,0.007,43.546,26.149,2.237
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,1,54.32,0.007,41.404,26.198,2.668
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,2,44.398,0.006,39.546,28.413,1.801
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,4,44.636,0.007,45.676,25.587,2.004
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,8,47.444,0.007,40.798,27.338,1.823
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,16,44.765,0.007,38.518,26.467,2.001
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,32,44.747,0.006,40.225,27.404,1.802
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,64,50.616,0.008,45.332,26.498,2.396
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,64,1,128,46.731,0.006,40.878,27.511,1.975
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,1,44.491,0.006,52.775,28.821,1.884
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,2,44.348,0.007,48.625,27.946,1.876
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,4,44.358,0.006,36.028,26.664,2.262
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,8,44.41,0.006,43.867,28.882,1.862
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,16,44.318,0.007,37.01,27.69,1.942
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,32,50.554,0.006,39.772,27.229,1.907
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,128,1,64,44.401,0.006,38.902,28.024,2.157
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,1,44.474,0.006,34.937,26.663,2.439
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,2,46.569,0.006,49.104,27.5,1.887
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,4,47.016,0.006,37.986,28.704,2.139
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,8,44.949,0.006,37.002,28.709,2.105
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,16,44.728,0.006,37.784,27.977,2.172
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,256,1,32,56.261,0.007,40.531,26.532,2.532
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,512,1,1,50.612,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,512,1,2,47.48,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,512,1,4,48.463,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,512,1,8,49.32,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,512,1,16,48.863,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1024,1,1,49.66,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1024,1,2,48.906,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1024,1,4,49.492,0.007,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1024,1,8,45.076,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2048,1,1,44.966,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2048,1,2,44.925,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,2048,1,4,44.846,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4096,1,1,45.007,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,4096,1,2,44.866,0.006,-1,-1,-1
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,1,53.4,0.007,139.136,27.02,1.932
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,2,46.677,0.006,103.86,26.262,2.284
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,4,46.648,0.007,127.075,29.956,1.815
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,8,46.762,0.007,128.899,28.757,1.852
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,16,47.662,0.007,149.104,28.802,1.816
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,32,48.511,0.007,148.589,29.262,2.099
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,64,46.95,0.007,147.3,29.354,2.088
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,128,47.626,0.007,147.294,29.367,2.108
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,256,47.648,0.006,146.788,24.863,2.179
Intel(R) Many Integrated Core Acceleration Card,Array3dAverage,THREE_D,256,1,1,512,47.656,0.007,-1,-1,-1
