device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Computation,ONE_D,996,695,1,1,1,576,0.007,0,0.001,0.032,0,0.006
GTX 780,Computation,ONE_D,996,695,2,1,1,576,0.003,0,0,0.017,0,0.006
GTX 780,Computation,ONE_D,996,695,4,1,1,576,0.003,0,0,0.014,0,0.006
GTX 780,Computation,ONE_D,996,695,8,1,1,576,0.003,0,0,0.014,0,0.005
GTX 780,Computation,ONE_D,996,695,16,1,1,576,0.003,0,0.001,0.013,0,0.005
GTX 780,Computation,ONE_D,996,695,32,1,1,576,0.002,0,0,0.013,0,0.006
GTX 780,Computation,ONE_D,996,695,64,1,1,576,0.003,0.001,0,0.013,0,0.006
GTX 780,Computation,ONE_D,996,695,128,1,1,576,0.003,0,0.001,0.014,0,0.006
GTX 780,Computation,ONE_D,996,695,256,1,1,576,0.003,0.001,0,0.013,0,0.005
GTX 780,Computation,ONE_D,996,695,512,1,1,576,0.003,0,0,0.014,0,0.005
GTX 780,Computation,ONE_D,996,695,1024,1,1,576,0.003,0,0,-1,-1,-1
