device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Array3dAverage,THREE_D,172,1,1,2,19.4109,166.552,6.375,0.001,27.325,6.304,0.163
GTX 780,Array3dAverage,THREE_D,172,1,1,4,19.4109,165.813,6.326,0.001,15.191,6.391,0.165
GTX 780,Array3dAverage,THREE_D,172,1,2,1,19.4109,167.688,6.349,0.002,26.325,6.352,0.158
GTX 780,Array3dAverage,THREE_D,172,1,2,2,19.4109,165.594,6.41,0,15.515,6.293,0.157
GTX 780,Array3dAverage,THREE_D,172,1,2,4,19.4109,165.636,6.35,0,9.345,6.307,0.157
GTX 780,Array3dAverage,THREE_D,172,1,4,1,19.4109,167.458,6.472,0.001,16.608,6.278,0.16
GTX 780,Array3dAverage,THREE_D,172,1,4,2,19.4109,165.746,6.395,0.001,10.445,6.355,0.156
GTX 780,Array3dAverage,THREE_D,172,1,4,4,19.4109,165.777,6.427,0,7.667,6.313,0.164
GTX 780,Array3dAverage,THREE_D,172,2,1,1,19.4109,181.881,6.38,0.001,26.844,6.266,0.162
GTX 780,Array3dAverage,THREE_D,172,2,1,2,19.4109,165.852,6.347,0,15.425,6.276,0.159
GTX 780,Array3dAverage,THREE_D,172,2,1,4,19.4109,165.795,6.36,0.001,8.649,6.343,0.161
GTX 780,Array3dAverage,THREE_D,172,2,2,1,19.4109,167.775,6.513,0,15.042,6.332,0.159
GTX 780,Array3dAverage,THREE_D,172,2,2,2,19.4109,166.406,6.365,0,8.525,6.275,0.157
GTX 780,Array3dAverage,THREE_D,172,2,2,4,19.4109,165.86,6.353,0.001,5.244,6.285,0.157
GTX 780,Array3dAverage,THREE_D,172,2,4,1,19.4109,167.802,6.355,0.001,8.434,6.318,0.156
GTX 780,Array3dAverage,THREE_D,172,2,4,2,19.4109,165.575,6.382,0.001,5.248,6.318,0.158
GTX 780,Array3dAverage,THREE_D,172,2,4,4,19.4109,165.645,6.338,0.001,3.959,6.283,0.157
GTX 780,Array3dAverage,THREE_D,172,4,1,1,19.4109,181.59,6.395,0.001,13.566,6.276,0.169
GTX 780,Array3dAverage,THREE_D,172,4,1,2,19.4109,167.012,6.35,0,7.83,6.309,0.161
GTX 780,Array3dAverage,THREE_D,172,4,1,4,19.4109,165.8,6.343,0,4.444,6.298,0.159
GTX 780,Array3dAverage,THREE_D,172,4,2,1,19.4109,167.862,6.429,0,7.624,6.323,0.158
GTX 780,Array3dAverage,THREE_D,172,4,2,2,19.4109,165.721,6.366,0,4.364,6.299,0.157
GTX 780,Array3dAverage,THREE_D,172,4,2,4,19.4109,165.7,6.353,0.001,2.725,6.297,0.162
GTX 780,Array3dAverage,THREE_D,172,4,4,1,19.4109,167.568,6.356,0.001,4.303,6.317,0.158
GTX 780,Array3dAverage,THREE_D,172,4,4,2,19.4109,165.71,6.413,0.001,2.698,6.302,0.156
GTX 780,Array3dAverage,THREE_D,172,4,4,4,19.4109,165.589,6.394,0,1.927,6.286,0.163
GTX 780,Array3dAverage,THREE_D,172,1,1,2,19.4109,167.942,6.302,0.001,27.341,6.863,0.166
GTX 780,Array3dAverage,THREE_D,172,1,1,4,19.4109,167.587,6.302,0.001,15.21,6.858,0.162
GTX 780,Array3dAverage,THREE_D,172,1,2,1,19.4109,169.745,6.344,0.001,26.341,6.885,0.164
GTX 780,Array3dAverage,THREE_D,172,1,2,2,19.4109,167.59,6.346,0.001,15.527,6.902,0.163
GTX 780,Array3dAverage,THREE_D,172,1,2,4,19.4109,167.924,6.425,0.001,10.462,6.932,0.166
GTX 780,Array3dAverage,THREE_D,172,1,4,1,19.4109,169.239,6.325,0.001,16.574,7.011,0.17
GTX 780,Array3dAverage,THREE_D,172,1,4,2,19.4109,167.519,6.306,0.001,10.437,6.884,0.163
GTX 780,Array3dAverage,THREE_D,172,1,4,4,19.4109,168.339,6.345,0.001,7.659,6.887,0.163
GTX 780,Array3dAverage,THREE_D,172,2,1,1,19.4109,184.955,6.343,0.001,26.797,6.878,0.171
GTX 780,Array3dAverage,THREE_D,172,2,1,2,19.4109,167.791,6.32,0.001,15.405,6.904,0.163
GTX 780,Array3dAverage,THREE_D,172,2,1,4,19.4109,167.613,6.34,0.001,8.641,6.88,0.164
GTX 780,Array3dAverage,THREE_D,172,2,2,1,19.4109,169.562,6.319,0.001,15.019,6.875,0.165
GTX 780,Array3dAverage,THREE_D,172,2,2,2,19.4109,168.177,6.343,0.001,8.524,7.005,0.162
GTX 780,Array3dAverage,THREE_D,172,2,2,4,19.4109,168.194,6.339,0.001,5.246,6.896,0.164
GTX 780,Array3dAverage,THREE_D,172,2,4,1,19.4109,169.36,6.302,0.001,8.423,6.959,0.163
GTX 780,Array3dAverage,THREE_D,172,2,4,2,19.4109,167.533,6.319,0.001,5.226,6.878,0.161
GTX 780,Array3dAverage,THREE_D,172,2,4,4,19.4109,167.578,6.325,0.002,3.961,6.888,0.162
GTX 780,Array3dAverage,THREE_D,172,4,1,1,19.4109,183.413,6.33,0.002,13.532,6.875,0.165
GTX 780,Array3dAverage,THREE_D,172,4,1,2,19.4109,168.379,6.426,0.001,7.818,6.975,0.185
GTX 780,Array3dAverage,THREE_D,172,4,1,4,19.4109,168.085,6.323,0.001,4.449,6.874,0.162
GTX 780,Array3dAverage,THREE_D,172,4,2,1,19.4109,169.416,6.33,0,7.605,6.947,0.164
GTX 780,Array3dAverage,THREE_D,172,4,2,2,19.4109,167.497,6.297,0,4.363,6.881,0.176
GTX 780,Array3dAverage,THREE_D,172,4,2,4,19.4109,167.574,6.324,0.001,2.724,6.88,0.161
GTX 780,Array3dAverage,THREE_D,172,4,4,1,19.4109,169.376,6.323,0.001,4.298,6.918,0.165
GTX 780,Array3dAverage,THREE_D,172,4,4,2,19.4109,167.708,6.306,0.001,2.696,6.865,0.164
GTX 780,Array3dAverage,THREE_D,172,4,4,4,19.4109,167.668,6.321,0.001,1.926,6.879,0.162
GTX 780,Array3dAverage,THREE_D,172,1,1,2,19.4109,167.998,6.344,0.002,27.319,6.883,0.161
