device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Computation,ONE_D,20,91,1,1,1,896,0.007,0,0.001,0.038,0,0.006
GTX 780,Computation,ONE_D,20,91,2,1,1,896,0.003,0,0,0.015,0,0.006
GTX 780,Computation,ONE_D,20,91,4,1,1,896,0.003,0,0,0.014,0,0.006
GTX 780,Computation,ONE_D,20,91,8,1,1,896,0.003,0,0,0.014,0,0.005
GTX 780,Computation,ONE_D,20,91,16,1,1,896,0.003,0,0.001,0.013,0,0.005
GTX 780,Computation,ONE_D,20,91,32,1,1,896,0.002,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,20,91,64,1,1,896,0.003,0,0,0.015,0,0.005
GTX 780,Computation,ONE_D,20,91,128,1,1,896,0.003,0,0.001,0.013,0,0.004
GTX 780,Computation,ONE_D,20,91,256,1,1,896,0.003,0,0.001,0.013,0,0.005
GTX 780,Computation,ONE_D,20,91,512,1,1,896,0.003,0,0,0.013,0,0.005
GTX 780,Computation,ONE_D,20,91,1024,1,1,896,0.003,0,0.001,-1,-1,-1
