device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,1,1,1,11,120.401,8.267,0.002,4533.45,6.344,0.255
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,1,2,1,11,120.075,8.231,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,1,4,1,11,119.429,8.086,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,1,8,1,11,119.048,8.127,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,1,16,1,11,119.044,8.088,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,1,32,1,11,118.828,8.063,0,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,1,64,1,11,118.808,8.143,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,1,128,1,11,118.874,8.07,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,1,256,1,11,118.856,8.074,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,1,512,1,11,119.232,8.099,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,1,1024,1,11,118.914,8.078,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,2,1,1,11,118.996,8.109,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,2,2,1,11,118.93,8.074,0.002,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,2,4,1,11,118.829,8.069,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,2,8,1,11,118.876,8.116,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,2,16,1,11,118.859,8.112,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,2,32,1,11,119.317,8.112,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,2,64,1,11,119.562,8.077,0.001,-1,-1,-1
GTX 780,MatrixMultiplication,TWO_D,1773,1773,1773,2,128,1,11,118.942,8.15,0.001,-1,-1,-1
