device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,1,1,24.0103,596.617,1.572,0.002,3338.26,0.002,2.116
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,2,1,24.0103,596.086,1.548,0.002,1773.61,0.003,2.095
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,4,1,24.0103,597.194,1.553,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,8,1,24.0103,595.835,1.553,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,16,1,24.0103,595.959,1.563,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,32,1,24.0103,597.246,1.543,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,64,1,24.0103,595.778,1.557,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,128,1,24.0103,595.742,1.548,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,256,1,24.0103,595.827,1.563,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,512,1,24.0103,597.176,1.564,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,1024,1,24.0103,595.832,1.542,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,1,1,24.0103,596.451,1.555,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,2,1,24.0103,597.115,1.551,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,4,1,24.0103,595.779,1.559,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,8,1,24.0103,595.935,1.562,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,16,1,24.0103,596.79,1.546,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,32,1,24.0103,595.799,1.592,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,64,1,24.0103,663.065,1.567,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,128,1,24.0103,596.263,1.554,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,256,1,24.0103,596.371,1.547,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,512,1,24.0103,596.367,1.548,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,1,1,24.0103,595.913,1.595,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,2,1,24.0103,597.023,1.562,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,4,1,24.0103,595.663,1.558,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,8,1,24.0103,596.047,1.56,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,16,1,24.0103,596.583,1.547,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,32,1,24.0103,595.707,1.559,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,64,1,24.0103,595.892,1.592,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,128,1,24.0103,596.53,1.601,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,256,1,24.0103,596.041,1.551,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,8,1,1,24.0103,595.834,1.551,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,8,2,1,24.0103,596.693,1.553,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,8,4,1,24.0103,597.105,1.554,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,8,8,1,24.0103,595.749,1.557,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,8,16,1,24.0103,595.552,1.546,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,8,32,1,24.0103,597.039,1.548,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,8,64,1,24.0103,595.774,1.552,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,8,128,1,24.0103,596.25,1.558,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,16,1,1,24.0103,596.919,1.542,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,16,2,1,24.0103,595.711,1.566,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,16,4,1,24.0103,596.024,1.553,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,16,8,1,24.0103,595.818,1.565,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,16,16,1,24.0103,597.1,1.558,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,16,32,1,24.0103,595.788,1.557,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,16,64,1,24.0103,595.767,1.576,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,32,1,1,24.0103,596.729,1.563,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,32,2,1,24.0103,595.69,1.549,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,32,4,1,24.0103,595.869,1.549,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,32,8,1,24.0103,596.673,1.549,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,32,16,1,24.0103,595.569,1.555,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,32,32,1,24.0103,595.742,1.556,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,64,1,1,24.0103,596.617,1.557,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,64,2,1,24.0103,596.957,1.546,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,64,4,1,24.0103,595.827,1.556,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,64,8,1,24.0103,595.736,1.553,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,64,16,1,24.0103,597.35,1.556,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,128,1,1,24.0103,595.772,1.556,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,128,2,1,24.0103,595.921,1.555,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,128,4,1,24.0103,596.808,1.583,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,128,8,1,24.0103,595.901,1.542,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,256,1,1,24.0103,596.075,1.566,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,256,2,1,24.0103,595.875,1.59,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,256,4,1,24.0103,596.863,1.55,0.001,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,512,1,1,24.0103,595.839,1.561,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,512,2,1,24.0103,595.803,1.552,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1024,1,1,24.0103,596.649,1.564,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,1,1,24.0103,595.761,1.615,0.003,3324.83,0.002,2.127
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,2,1,24.0103,595.811,1.557,0.002,1780.48,0.002,2.079
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,4,1,24.0103,595.677,1.55,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,8,1,24.0103,596.324,1.591,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,16,1,24.0103,595.309,1.571,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,32,1,24.0103,595.792,1.545,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,64,1,24.0103,595.516,1.551,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,128,1,24.0103,596.568,1.562,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,256,1,24.0103,595.758,1.547,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,512,1,24.0103,595.886,1.568,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,1,1024,1,24.0103,596.766,1.558,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,1,1,24.0103,595.546,1.561,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,2,1,24.0103,595.759,1.547,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,4,1,24.0103,596.838,1.547,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,8,1,24.0103,595.479,1.547,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,16,1,24.0103,595.744,1.55,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,32,1,24.0103,595.613,1.543,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,64,1,24.0103,597.001,1.56,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,128,1,24.0103,595.971,1.557,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,256,1,24.0103,595.572,1.571,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,2,512,1,24.0103,596.736,1.544,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,1,1,24.0103,595.525,1.554,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,2,1,24.0103,595.874,1.546,0.002,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,4,1,24.0103,596.773,1.563,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,8,1,24.0103,595.449,1.574,0.003,-1,-1,-1
GTX 780,MonteCarloAsian,TWO_D,887,1774,4,4,16,1,24.0103,595.581,1.547,0.006,-1,-1,-1
