device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Array3dAverage,THREE_D,64,1,1,64,1,11.497,0.619,0,0.488,0.421,0.174
GTX 780,Array3dAverage,THREE_D,64,1,2,64,1,8.607,0.528,0,0.465,0.344,0.15
GTX 780,Array3dAverage,THREE_D,64,1,4,64,1,8.624,0.529,0.001,0.469,0.344,0.14
GTX 780,Array3dAverage,THREE_D,64,1,8,64,1,8.615,0.524,0,0.47,0.343,0.138
GTX 780,Array3dAverage,THREE_D,64,1,16,64,1,8.621,0.523,0.001,0.476,0.342,0.143
GTX 780,Array3dAverage,THREE_D,64,1,64,1,1,8.682,0.523,0,0.472,0.344,0.143
GTX 780,Array3dAverage,THREE_D,64,1,64,2,1,8.619,0.528,0,0.464,0.439,0.145
GTX 780,Array3dAverage,THREE_D,64,1,64,4,1,8.608,0.538,0,0.464,0.443,0.138
GTX 780,Array3dAverage,THREE_D,64,1,64,8,1,8.647,0.536,0.001,0.463,0.447,0.138
GTX 780,Array3dAverage,THREE_D,64,1,64,16,1,8.635,0.539,0.001,0.471,0.442,0.138
GTX 780,Array3dAverage,THREE_D,64,2,1,64,1,8.619,0.53,0.001,0.289,0.343,0.152
GTX 780,Array3dAverage,THREE_D,64,2,2,64,1,8.614,0.526,0,0.29,0.344,0.144
GTX 780,Array3dAverage,THREE_D,64,2,4,64,1,8.622,0.53,0.001,0.291,0.344,0.154
GTX 780,Array3dAverage,THREE_D,64,2,8,64,1,8.625,0.528,0.001,0.299,0.343,0.139
GTX 780,Array3dAverage,THREE_D,64,2,64,1,1,8.607,0.537,0,0.288,0.348,0.139
GTX 780,Array3dAverage,THREE_D,64,2,64,2,1,8.607,0.531,0,0.297,0.446,0.138
GTX 780,Array3dAverage,THREE_D,64,2,64,4,1,8.608,0.533,0.001,0.292,0.447,0.142
GTX 780,Array3dAverage,THREE_D,64,2,64,8,1,8.618,0.534,0,0.294,0.448,0.138
GTX 780,Array3dAverage,THREE_D,64,4,1,64,1,8.655,0.527,0.001,0.203,0.346,0.138
GTX 780,Array3dAverage,THREE_D,64,4,2,64,1,8.622,0.527,0,0.205,0.344,0.139
GTX 780,Array3dAverage,THREE_D,64,4,4,64,1,8.626,0.531,0.001,0.207,0.343,0.138
GTX 780,Array3dAverage,THREE_D,64,4,64,1,1,8.613,0.529,0.001,0.201,0.344,0.142
GTX 780,Array3dAverage,THREE_D,64,4,64,2,1,8.612,0.527,0.001,0.205,0.441,0.137
GTX 780,Array3dAverage,THREE_D,64,4,64,4,1,8.615,0.525,0.001,0.204,0.44,0.137
GTX 780,Array3dAverage,THREE_D,64,8,1,64,1,8.614,0.525,0.001,0.16,0.342,0.143
GTX 780,Array3dAverage,THREE_D,64,8,2,64,1,8.615,0.524,0.001,0.161,0.348,0.137
GTX 780,Array3dAverage,THREE_D,64,8,64,1,1,8.738,0.53,0.001,0.159,0.344,0.137
GTX 780,Array3dAverage,THREE_D,64,8,64,2,1,8.726,0.526,0,0.165,0.441,0.137
GTX 780,Array3dAverage,THREE_D,64,16,1,64,1,8.613,0.525,0.001,0.149,0.35,0.14
GTX 780,Array3dAverage,THREE_D,64,16,64,1,1,8.614,0.528,0.001,0.145,0.343,0.137
GTX 780,Array3dAverage,THREE_D,64,64,1,1,1,8.614,0.524,0,0.153,0.345,0.136
GTX 780,Array3dAverage,THREE_D,64,64,1,2,1,8.615,0.523,0.001,0.134,0.439,0.137
GTX 780,Array3dAverage,THREE_D,64,64,1,4,1,8.614,0.519,0,0.134,0.447,0.137
GTX 780,Array3dAverage,THREE_D,64,64,1,8,1,8.607,0.529,0,0.136,0.446,0.136
GTX 780,Array3dAverage,THREE_D,64,64,1,16,1,8.609,0.53,0.001,0.14,0.449,0.145
GTX 780,Array3dAverage,THREE_D,64,64,2,1,1,8.616,0.534,0.001,0.134,0.441,0.136
GTX 780,Array3dAverage,THREE_D,64,64,2,2,1,8.614,0.533,0.001,0.135,0.445,0.137
GTX 780,Array3dAverage,THREE_D,64,64,2,4,1,8.613,0.533,0.001,0.138,0.443,0.138
GTX 780,Array3dAverage,THREE_D,64,64,2,8,1,8.646,0.526,0,0.141,0.442,0.137
GTX 780,Array3dAverage,THREE_D,64,64,4,1,1,8.608,0.523,0.001,0.133,0.441,0.136
GTX 780,Array3dAverage,THREE_D,64,64,4,2,1,8.609,0.522,0.001,0.136,0.45,0.136
GTX 780,Array3dAverage,THREE_D,64,64,4,4,1,8.619,0.528,0,0.141,0.452,0.138
GTX 780,Array3dAverage,THREE_D,64,64,8,1,1,8.611,0.529,0,0.137,0.45,0.137
GTX 780,Array3dAverage,THREE_D,64,64,8,2,1,8.61,0.531,0.001,0.141,0.442,0.15
GTX 780,Array3dAverage,THREE_D,64,64,16,1,1,8.607,0.527,0.001,0.14,0.44,0.136
GTX 780,Array3dAverage,THREE_D,64,1,1,64,1,8.737,0.524,0,0.461,0.355,0.137
GTX 780,Array3dAverage,THREE_D,64,1,2,64,1,8.732,0.522,0,0.462,0.355,0.136
GTX 780,Array3dAverage,THREE_D,64,1,4,64,1,8.773,0.525,0.001,0.464,0.36,0.137
GTX 780,Array3dAverage,THREE_D,64,1,8,64,1,8.772,0.524,0,0.472,0.356,0.136
GTX 780,Array3dAverage,THREE_D,64,1,16,64,1,8.733,0.523,0,0.475,0.355,0.136
GTX 780,Array3dAverage,THREE_D,64,1,64,1,1,8.726,0.522,0,0.466,0.364,0.141
GTX 780,Array3dAverage,THREE_D,64,1,64,2,1,8.724,0.523,0.001,0.462,0.447,0.136
GTX 780,Array3dAverage,THREE_D,64,1,64,4,1,8.763,0.522,0,0.463,0.446,0.137
GTX 780,Array3dAverage,THREE_D,64,1,64,8,1,8.725,0.529,0.001,0.47,0.449,0.136
