device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Convolution,ONE_D,1024,1024,64,64,1,1,1,4,20.435,3.128,0.001,4003.27,1.178,0.195
GTX 780,Convolution,ONE_D,1024,1024,64,64,2,1,1,4,20.208,3.091,0,1998.59,1.202,0.17
GTX 780,Convolution,ONE_D,1024,1024,64,64,4,1,1,4,20.058,3.102,0.001,1007.14,1.551,0.204
GTX 780,Convolution,ONE_D,1024,1024,64,64,8,1,1,4,20.292,3.139,0.002,511.395,1.024,0.157
GTX 780,Convolution,ONE_D,1024,1024,64,64,16,1,1,4,20.055,3.083,0.001,262.552,1.025,0.154
GTX 780,Convolution,ONE_D,1024,1024,64,64,32,1,1,4,20.119,3.076,0.001,137.665,1.021,0.153
GTX 780,Convolution,ONE_D,1024,1024,64,64,64,1,1,4,20.086,3.12,0.001,76.191,1.021,0.159
GTX 780,Convolution,ONE_D,1024,1024,64,64,128,1,1,4,20.096,3.116,0.001,64.932,1.019,0.151
GTX 780,Convolution,ONE_D,1024,1024,64,64,256,1,1,4,20.111,3.125,0.001,65.019,1.109,0.155
GTX 780,Convolution,ONE_D,1024,1024,64,64,512,1,1,4,20.378,3.132,0.001,65.296,1.024,0.152
GTX 780,Convolution,ONE_D,1024,1024,64,64,1024,1,1,4,20.05,3.081,0.001,66.512,1.022,0.151
GTX 780,Convolution,ONE_D,1024,1024,64,64,1,1,1,4,20.396,3.085,0,3997.19,1.139,0.174
GTX 780,Convolution,ONE_D,1024,1024,64,64,2,1,1,4,20.134,3.068,0,2000.91,1.003,0.152
GTX 780,Convolution,ONE_D,1024,1024,64,64,4,1,1,4,20.135,3.067,0.001,1008.47,1.005,0.151
GTX 780,Convolution,ONE_D,1024,1024,64,64,8,1,1,4,20.127,3.078,0,512.229,1.005,0.152
GTX 780,Convolution,ONE_D,1024,1024,64,64,16,1,1,4,20.102,3.058,0,263.004,1.003,0.15
GTX 780,Convolution,ONE_D,1024,1024,64,64,32,1,1,4,20.171,3.068,0.001,137.829,1.006,0.148
GTX 780,Convolution,ONE_D,1024,1024,64,64,64,1,1,4,20.134,3.059,0,76.281,1.006,0.149
GTX 780,Convolution,ONE_D,1024,1024,64,64,128,1,1,4,20.134,3.053,0,64.906,1.01,0.149
GTX 780,Convolution,ONE_D,1024,1024,64,64,256,1,1,4,20.093,3.092,0.001,65.018,1.002,0.161
GTX 780,Convolution,ONE_D,1024,1024,64,64,512,1,1,4,20.124,3.063,0,65.284,1.003,0.153
GTX 780,Convolution,ONE_D,1024,1024,64,64,1024,1,1,4,20.209,3.074,0.001,66.516,1.009,0.148
GTX 780,Convolution,ONE_D,1024,1024,64,64,1,1,1,4,20.545,3.182,0,4007.86,1.034,0.175
GTX 780,Convolution,ONE_D,1024,1024,64,64,2,1,1,4,20.1,3.077,0,1994.74,0.911,0.151
GTX 780,Convolution,ONE_D,1024,1024,64,64,4,1,1,4,20.168,3.064,0.001,1006.57,0.911,0.15
GTX 780,Convolution,ONE_D,1024,1024,64,64,8,1,1,4,20.173,3.075,0.001,510.989,0.937,0.15
GTX 780,Convolution,ONE_D,1024,1024,64,64,16,1,1,4,20.092,3.08,0.001,262.647,0.913,0.152
GTX 780,Convolution,ONE_D,1024,1024,64,64,32,1,1,4,20.133,3.077,0,137.597,0.911,0.148
GTX 780,Convolution,ONE_D,1024,1024,64,64,64,1,1,4,20.091,3.106,0.001,76.226,0.908,0.148
GTX 780,Convolution,ONE_D,1024,1024,64,64,128,1,1,4,20.081,3.078,0.001,64.88,0.91,0.147
GTX 780,Convolution,ONE_D,1024,1024,64,64,256,1,1,4,20.093,3.067,0.001,64.973,0.906,0.152
GTX 780,Convolution,ONE_D,1024,1024,64,64,512,1,1,4,20.3,3.077,0,65.141,0.908,0.148
GTX 780,Convolution,ONE_D,1024,1024,64,64,1024,1,1,4,20.105,3.078,0,66.512,0.91,0.148
GTX 780,Convolution,ONE_D,1024,1024,64,64,1,1,1,4,20.438,3.123,0.001,3996.15,1.152,0.176
GTX 780,Convolution,ONE_D,1024,1024,64,64,2,1,1,4,20.084,3.085,0.001,1998.27,1.024,0.151
