device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,512,1,0.5,9.08,12.044,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,1024,1,0.5,9.049,8.463,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,2048,1,0.5,9.187,7.989,0.008,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,4096,1,0.5,9.054,6.983,0.008,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,1,1,0.5,9.072,7.077,0.008,27.346,0,3.19
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,2,1,0.5,9.055,10.03,0.007,30.989,0,2.519
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,4,1,0.5,9.145,7.937,0.009,28.089,0,2.934
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,8,1,0.5,9.123,9.593,0.007,31.516,0,2.821
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,16,1,0.5,9.138,8.784,0.007,25.788,0.001,3.096
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,32,1,0.5,9.033,8.38,0.008,32.59,0,3.375
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,64,1,0.5,9.125,7.698,0.007,29.871,0,3.002
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,128,1,0.5,9.206,7.207,0.009,31.363,0,3.095
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,256,1,0.5,9.159,8.13,0.008,38.126,0,2.684
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,512,1,0.5,9.115,8.801,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,1024,1,0.5,9.105,8.133,0.008,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,2048,1,0.5,8.986,9.709,0.008,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,1,1,0.5,9.104,7.483,0.008,29.651,0.001,2.943
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,2,1,0.5,9.068,7.253,0.008,27.799,0.001,2.98
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,4,1,0.5,9.104,9.233,0.007,26.514,0,2.9
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,8,1,0.5,9.099,8.265,0.009,27.721,0.001,3.308
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,16,1,0.5,9.124,11.029,0.007,28.722,0,2.676
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,32,1,0.5,9.168,8.048,0.008,22.228,0,3.11
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,64,1,0.5,8.978,7.035,0.008,33.986,0,3.084
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,128,1,0.5,9.2,12.179,0.008,34.411,0.001,3.031
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,256,1,0.5,9.106,9.694,0.009,32.567,0,3.264
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,512,1,0.5,9.075,7.204,0.008,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,1024,1,0.5,8.985,9.759,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,1,1,0.5,9.024,12.479,0.008,31.861,0,2.532
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,2,1,0.5,9.266,8.589,0.007,26.095,0.001,2.882
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,4,1,0.5,9.022,8.176,0.007,24.475,0,3.217
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,8,1,0.5,9.03,8.453,0.006,28.955,0,2.702
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,16,1,0.5,9.057,13.412,0.007,32.965,0,2.676
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,32,1,0.5,9.12,8.118,0.007,30.722,0,3.163
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,64,1,0.5,9.151,7.706,0.007,28.345,0,3.031
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,128,1,0.5,9.089,13.039,0.008,29.726,0,2.819
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,256,1,0.5,9.219,7.706,0.008,24.955,0,3.152
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,512,1,0.5,9.023,7.319,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,1,1,0.5,9.032,7.028,0.007,19.706,0,3.036
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,2,1,0.5,8.934,7.092,0.008,28.684,0.001,3.124
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,4,1,0.5,9.389,7.227,0.007,26.696,0,2.961
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,8,1,0.5,9.178,8.226,0.009,23.526,0,3.132
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,16,1,0.5,8.992,6.92,0.009,27.494,0,3.078
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,32,1,0.5,9.143,11.521,0.007,27.25,0.001,3.26
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,64,1,0.5,9.175,9.79,0.009,31.198,0,3.069
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,128,1,0.5,9.157,9.432,0.007,28.66,0,2.985
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,32,256,1,0.5,8.972,9.678,0.009,35.65,0.001,3.188
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,1,1,0.5,9.016,8.542,0.009,26.303,0,3.069
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,2,1,0.5,9.016,7.63,0.007,20.86,0,3.039
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,4,1,0.5,8.937,11.938,0.007,27.228,0,3.022
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,8,1,0.5,9.087,8.116,0.007,25.134,0,3.049
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,16,1,0.5,9.096,8.381,0.006,24.965,0,2.569
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,32,1,0.5,9.022,8.17,0.007,21.754,0.001,2.957
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,64,1,0.5,9.198,7.344,0.008,25.488,0,2.99
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,64,128,1,0.5,9.021,7.326,0.008,31.045,0.001,3.076
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,1,1,0.5,9.005,7.371,0.009,26.041,0,3.026
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,2,1,0.5,9.054,6.919,0.008,25.232,0.001,2.956
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,4,1,0.5,9.037,7.498,0.007,23.454,0,2.942
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,8,1,0.5,9.141,8.314,0.009,21.305,0.001,3.326
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,16,1,0.5,8.937,7.638,0.007,26.256,0.001,3.072
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,32,1,0.5,9.075,11.938,0.008,24.223,0,2.62
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,128,64,1,0.5,9.044,8.377,0.01,28.682,0,3.271
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,1,1,0.5,9.014,7.293,0.009,26.706,0.001,3.033
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,2,1,0.5,9.053,7.079,0.008,26.607,0,3.066
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,4,1,0.5,9.009,6.951,0.009,29.025,0,3.063
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,8,1,0.5,9.046,8.614,0.006,27.633,0,2.918
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,16,1,0.5,9.011,9.691,0.01,29.932,0,3.213
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,256,32,1,0.5,9.116,8.552,0.007,26.349,0,2.712
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,512,1,1,0.5,9.079,8.409,0.009,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,512,2,1,0.5,8.992,7.035,0.008,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,512,4,1,0.5,9.038,6.9,0.008,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,512,8,1,0.5,9.016,6.944,0.008,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,512,16,1,0.5,9.026,6.992,0.009,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1024,1,1,0.5,9.022,6.903,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1024,2,1,0.5,8.977,8.03,0.01,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1024,4,1,0.5,9.014,7.905,0.01,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1024,8,1,0.5,9.005,8.028,0.01,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2048,1,1,0.5,8.981,7.997,0.009,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2048,2,1,0.5,9.019,7.96,0.01,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2048,4,1,0.5,8.989,7.985,0.008,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4096,1,1,0.5,8.959,8.004,0.009,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4096,2,1,0.5,9.254,7.979,0.01,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8192,1,1,0.5,9.135,7.997,0.01,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,1,1,0.5,9.124,8.458,0.005,26.911,0,2.722
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,2,1,0.5,8.996,8.162,0.006,30.252,0,2.825
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,4,1,0.5,9.028,7.529,0.006,33.462,0.001,2.479
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,8,1,0.5,9.062,8.486,0.006,27.708,0.001,2.543
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,16,1,0.5,9.272,8.043,0.008,30.586,0,2.85
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,32,1,0.5,9.024,13.073,0.006,31.071,0,2.754
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,64,1,0.5,9.021,13.311,0.005,34.956,0,2.635
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,128,1,0.5,9.122,11.157,0.005,34.14,0,2.68
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,256,1,0.5,8.984,12.614,0.006,40.324,0,2.603
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,512,1,0.5,9.042,10.32,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,1024,1,0.5,9.036,8.045,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,2048,1,0.5,8.902,7.65,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,4096,1,0.5,9.04,7.459,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,1,8192,1,0.5,8.893,7.46,0.008,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,1,1,0.5,8.911,7.478,0.006,31.386,0.001,2.874
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,2,1,0.5,8.986,11.469,0.006,30.334,0,2.781
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,4,1,0.5,9.022,9.898,0.005,27.266,0,2.516
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,8,1,0.5,9.034,7.999,0.007,31.902,0.001,2.728
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,16,1,0.5,8.988,9.587,0.006,27.24,0.001,2.935
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,32,1,0.5,9.016,10.246,0.006,29.402,0,2.597
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,64,1,0.5,8.97,9.513,0.006,27.6,0,2.575
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,128,1,0.5,8.971,10.532,0.006,33.595,0,2.572
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,256,1,0.5,9.035,12.271,0.005,37.574,0,2.487
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,512,1,0.5,9.044,8.03,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,1024,1,0.5,8.921,9.994,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,2048,1,0.5,9.112,7.777,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,2,4096,1,0.5,8.879,7.663,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,1,1,0.5,8.895,10.003,0.006,28.489,0.001,2.713
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,2,1,0.5,9.189,7.896,0.007,24.854,0,2.913
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,4,1,0.5,9.003,8.217,0.006,29.184,0,2.639
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,8,1,0.5,9.018,8.227,0.006,30.102,0.001,2.655
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,16,1,0.5,9.064,12.724,0.007,31.817,0,2.523
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,32,1,0.5,9.1,9.966,0.005,28.792,0,2.655
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,64,1,0.5,8.991,9.656,0.005,30.152,0,2.622
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,128,1,0.5,9.045,8.074,0.006,34.589,0,2.776
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,256,1,0.5,8.98,11.701,0.006,38.507,0,2.706
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,512,1,0.5,8.985,7.889,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,1024,1,0.5,8.917,7.521,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,4,2048,1,0.5,8.908,8.46,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,1,1,0.5,9.026,11.108,0.006,27.13,0,2.755
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,2,1,0.5,9.034,12.084,0.005,28.87,0,2.648
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,4,1,0.5,9.02,12.345,0.006,33.284,0.001,2.588
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,8,1,0.5,9.168,8.126,0.007,21.998,0,2.868
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,16,1,0.5,8.918,10.316,0.007,30.459,0.001,2.634
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,32,1,0.5,9.011,7.891,0.006,21.764,0,2.801
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,64,1,0.5,8.933,7.579,0.007,30.524,0,2.784
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,128,1,0.5,8.986,7.499,0.007,32.689,0.001,2.519
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,256,1,0.5,9.001,7.563,0.007,27.511,0.001,2.952
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,512,1,0.5,8.889,7.508,0.007,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,8,1024,1,0.5,8.919,8.741,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,256,256,5,16,1,1,0.5,9.113,10.664,0.006,26.636,0.001,2.756
