device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,2,1,8,469.703,0.114,0.004,467.048,0.004,1.958
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,4,1,8,470.064,0.111,0.005,451.1,0.005,2.063
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,8,1,8,470.355,0.115,0.004,441.34,0.006,2.03
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,16,1,8,471.001,0.113,0.004,442.478,0.01,2.14
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,32,1,8,471.021,0.115,0.005,439.704,0.011,1.917
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,64,1,8,472.222,0.117,0.004,442.455,0.006,2.19
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,128,1,8,470.272,0.114,0.004,448.88,0.006,2.052
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,256,1,8,471.636,0.112,0.005,449.999,0.007,2.099
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,512,1,8,470.836,0.112,0.005,462.658,0.006,2.019
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,1024,1,8,470.894,0.108,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,2048,1,8,473.397,0.107,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,4096,1,8,469.33,0.107,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,1,1,8,469.561,0.109,0.005,428.51,0.004,2.099
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,2,1,8,471.257,0.114,0.005,410.022,0.005,2.353
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,4,1,8,470.503,0.114,0.004,413.125,0.006,1.897
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,8,1,8,471.283,0.113,0.005,405.85,0.006,1.973
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,16,1,8,469.981,0.113,0.005,406.775,0.005,2.004
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,32,1,8,470.373,0.112,0.004,409.064,0.006,1.98
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,64,1,8,470.351,0.112,0.004,406.7,0.005,2.345
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,128,1,8,470.807,0.114,0.005,408.69,0.022,2.047
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,256,1,8,470.935,0.114,0.004,407.924,0.005,1.894
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,512,1,8,470.748,0.116,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,1024,1,8,470.844,0.106,0.006,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,2048,1,8,470.301,0.107,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,1,1,8,469.284,0.106,0.004,410.999,0.005,2.058
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,2,1,8,470.201,0.113,0.005,404.949,0.005,2.291
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,4,1,8,470.234,0.113,0.005,405.04,0.006,2.423
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,8,1,8,470.59,0.112,0.005,405.201,0.005,2.085
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,16,1,8,471.725,0.112,0.005,408.233,0.006,1.952
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,32,1,8,470.914,0.112,0.005,406.924,0.006,1.974
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,64,1,8,471.502,0.113,0.005,407.16,0.007,1.945
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,128,1,8,470.277,0.112,0.005,409.84,0.005,2.177
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,256,1,8,470.327,0.113,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,512,1,8,471.848,0.108,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,1024,1,8,469.364,0.107,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,1,1,8,469.658,0.107,0.005,406.275,0.005,2.355
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,2,1,8,471.277,0.112,0.005,404.817,0.005,2.174
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,4,1,8,470.713,0.113,0.005,406.109,0.005,2.328
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,8,1,8,470.081,0.112,0.005,409.061,0.007,2.065
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,16,1,8,470.56,0.11,0.004,406.575,0.009,1.862
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,32,1,8,470.315,0.112,0.005,409.592,0.004,2.03
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,64,1,8,470.438,0.111,0.005,408.753,0.004,2.071
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,128,1,8,470.903,0.115,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,256,1,8,469.17,0.113,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,512,1,8,470.386,0.113,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,1,1,8,469.384,0.113,0.005,410.764,0.004,2.006
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,2,1,8,470.077,0.114,0.004,407.162,0.005,2.12
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,4,1,8,478.516,0.115,0.004,409.955,0.01,2.081
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,8,1,8,470.472,0.112,0.005,400.163,0.005,2.12
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,16,1,8,471.428,0.113,0.004,404.289,0.004,2.446
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,32,1,8,471.455,0.116,0.004,408.48,0.004,2.438
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,64,1,8,471.169,0.115,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,128,1,8,469.272,0.113,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,32,256,1,8,469.461,0.113,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,1,1,8,469.132,0.113,0.004,409.851,0.005,2.467
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,2,1,8,470.71,0.115,0.005,407.322,0.005,2.035
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,4,1,8,470.749,0.116,0.004,404.574,0.006,2.038
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,8,1,8,471.999,0.113,0.004,409.305,0.005,2.032
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,16,1,8,470.509,0.115,0.005,407.427,0.005,2.133
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,32,1,8,471.102,0.115,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,64,1,8,469.737,0.112,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,64,128,1,8,469.213,0.113,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,1,1,8,469.586,0.115,0.004,400.826,0.021,2.044
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,2,1,8,471.584,0.113,0.004,405.116,0.006,2.015
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,4,1,8,470.004,0.111,0.005,401.617,0.005,2.262
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,8,1,8,471.404,0.112,0.004,407.029,0.005,2.329
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,16,1,8,470.303,0.114,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,32,1,8,469.52,0.112,0.008,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,128,64,1,8,470.055,0.114,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,1,1,8,470.91,0.116,0.005,398.823,0.005,2.037
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,2,1,8,470.559,0.111,0.005,407.736,0.005,2.021
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,4,1,8,471.815,0.112,0.004,409.149,0.005,2.101
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,8,1,8,470.473,0.112,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,16,1,8,469.256,0.113,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,256,32,1,8,469.775,0.112,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,1,1,8,469.994,0.113,0.004,400.271,0.031,2.023
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,2,1,8,526.152,0.114,0.005,404.998,0.005,2.057
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,4,1,8,471.649,0.112,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,8,1,8,469.257,0.112,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,512,16,1,8,469.449,0.113,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1024,1,1,8,469.249,0.113,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1024,2,1,8,470.566,0.113,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1024,4,1,8,469.246,0.114,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1024,8,1,8,469.495,0.109,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2048,1,1,8,469.363,0.116,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2048,2,1,8,470.245,0.113,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2048,4,1,8,469.207,0.118,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4096,1,1,8,469.487,0.113,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4096,2,1,8,469.435,0.113,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8192,1,1,8,470.321,0.111,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,1,1,8,469.901,0.171,0.005,566.929,0.005,2.837
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,2,1,8,469.545,0.115,0.006,511.148,0.006,2.96
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,4,1,8,469.976,0.114,0.005,476.012,0.004,3.256
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,8,1,8,469.49,0.113,0.006,468.019,0.004,3.079
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,16,1,8,470.145,0.12,0.005,455.421,0.005,2.822
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,32,1,8,469.981,0.11,0.005,457.331,0.006,2.865
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,64,1,8,470.898,0.113,0.005,456.046,0.005,2.808
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,128,1,8,470.142,0.116,0.005,457.1,0.006,2.838
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,256,1,8,470.055,0.11,0.005,472.189,0.01,2.989
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,512,1,8,471.101,0.109,0.006,470.945,0.006,2.885
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,1024,1,8,470.849,0.108,0.005,516.696,0.007,2.792
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,2048,1,8,622.28,0.115,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,4096,1,8,622.394,0.113,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,1,8192,1,8,514.761,0.1,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,1,1,8,471.109,0.1,0.004,507.38,0.005,2.066
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,2,1,8,471.244,0.107,0.005,474.453,0.005,2.316
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,4,1,8,470.508,0.107,0.005,454.317,0.006,2.11
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,8,1,8,471.478,0.107,0.004,455.268,0.005,2.336
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,16,1,8,469.982,0.109,0.004,452.477,0.005,2.182
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,32,1,8,470.292,0.108,0.004,451.574,0.012,2.274
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,64,1,8,470.502,0.109,0.005,454.028,0.004,2.191
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,128,1,8,469.763,0.108,0.005,453.286,0.017,2.42
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,256,1,8,470.215,0.108,0.005,457.933,0.005,2.272
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,512,1,8,470.578,0.107,0.005,468.033,0.004,2.409
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,1024,1,8,470.225,0.109,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,2048,1,8,471.086,0.11,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,2,4096,1,8,471.086,0.11,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,1,1,8,471.971,0.111,0.004,457.364,0.005,1.967
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,2,1,8,470.348,0.111,0.004,437.946,0.005,2.162
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,4,1,8,470.231,0.112,0.005,429.372,0.005,1.999
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,8,1,8,470.587,0.113,0.004,426.097,0.006,2.296
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,16,1,8,469.866,0.111,0.005,426.036,0.006,2.308
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,32,1,8,470.07,0.11,0.004,426.325,0.005,2.071
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,64,1,8,471.204,0.114,0.005,423.939,0.006,2.427
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,128,1,8,471.809,0.112,0.005,428.427,0.005,2.368
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,256,1,8,471.158,0.113,0.005,435.61,0.005,2.429
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,512,1,8,471.314,0.122,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,1024,1,8,470.608,0.108,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,4,2048,1,8,471.214,0.108,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,1,1,8,470.737,0.105,0.004,435.885,0.004,2.42
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,2,1,8,472.427,0.114,0.004,428.605,0.005,2.232
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,4,1,8,469.012,0.114,0.005,434.207,0.005,2.274
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,8,1,8,471.777,0.108,0.005,423.205,0.008,2.416
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,16,1,8,470.391,0.118,0.005,429.831,0.008,2.338
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,32,1,8,472.668,0.115,0.004,423.977,0.006,2.324
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,64,1,8,470.405,0.113,0.005,428.758,0.008,2.277
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,128,1,8,470.405,0.115,0.006,444.536,0.004,2.501
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,256,1,8,470.506,0.11,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,512,1,8,471.038,0.11,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,8,1024,1,8,470.626,0.108,0.005,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,2048,10,16,1,1,8,471.804,0.112,0.005,433.128,0.004,2.28
