device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,1,1,1,1,6.279,2.25,0.003,31890.3,0,1.001
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,2,1,1,1,5.495,1.793,0.002,31914.7,0.001,1.568
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,4,1,1,1,5.559,1.622,0.006,31942.9,0,1.793
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,8,1,1,1,5.532,1.623,0.004,1368.7,0.001,0.935
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,16,1,1,1,5.494,1.6,0.003,1380.37,0.001,0.966
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,32,1,1,1,6.278,1.538,0.004,1390.08,0,0.934
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,64,1,1,1,5.523,1.496,0.002,1412.14,0,0.98
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,128,1,1,1,5.483,1.509,0.004,1465.61,0.001,0.931
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,256,1,1,1,5.498,1.482,0.003,1536.57,0,0.981
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,512,1,1,1,5.48,1.532,0.003,1526.47,0,0.883
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,1024,1,1,1,5.528,1.505,0.003,2002.54,0,1.316
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,2048,1,1,1,5.905,1.379,0.004,2077.77,0.001,1.047
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,4096,1,1,1,5.486,1.565,0.004,3977.12,0,0.986
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,8192,1,1,1,5.493,1.945,0.003,7899.52,0.014,0.966
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,1,1,1,1,6.264,2.247,0.003,31901.8,0,1.057
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,2,1,1,1,5.512,1.562,0.003,31943.7,0,0.873
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,4,1,1,1,5.495,1.578,0.002,31971.4,0,1.073
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,8,1,1,1,5.506,1.532,0.002,1370.93,0,0.939
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,16,1,1,1,5.493,1.53,0.003,1374.93,0,0.933
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,32,1,1,1,5.672,1.569,0.002,1395.23,0.001,0.939
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,64,1,1,1,5.487,1.528,0.003,1421.06,0,0.921
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,128,1,1,1,5.666,1.548,0.002,1484.76,0.001,0.933
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,256,1,1,1,5.484,1.479,0.002,1536.46,0.001,0.875
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,512,1,1,1,5.484,1.53,0.013,1533.58,0,0.943
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,1024,1,1,1,5.493,1.54,0.002,2003.36,0.001,1.057
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,2048,1,1,1,5.665,1.482,0.002,2066.44,0.001,0.986
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,4096,1,1,1,5.488,1.6,0.002,4002.16,0,1.364
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,65536,0.005,5,8192,1,1,1,8.05,1.795,0.004,7799,0,1.032
