device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1,1,1,4,32.821,3.175,0.005,0.498,1.821,1.03
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,2,1,1,4,26.846,2.622,0.002,0.754,0.962,0.868
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,4,1,1,4,26.84,2.434,0.003,0.546,0.515,0.774
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,8,1,1,4,26.717,2.47,0.003,0.402,0.323,0.704
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,16,1,1,4,26.718,2.485,0.003,0.422,0.257,0.675
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,32,1,1,4,26.71,2.443,0.003,0.414,0.266,0.727
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,64,1,1,4,26.699,2.527,0.002,0.399,0.095,0.711
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,128,1,1,4,26.721,2.475,0.003,0.417,0.093,0.7
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,256,1,1,4,26.718,2.524,0.003,0.441,0.087,0.704
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,512,1,1,4,26.794,7.123,0.003,0.389,0.064,1.005
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,1024,1,1,4,30.178,2.56,0.003,0.442,0.052,0.671
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,2048,1,1,4,26.709,2.655,0.003,0.681,0.07,0.744
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,4096,1,1,4,26.702,2.496,0.002,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,262144,8192,1,1,4,26.706,2.762,0.002,-1,-1,-1
