device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,1,1,128,1993.1,1410.92,0.01,7380.56,0,16.518
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,2,1,128,1996.74,1450.02,0.013,6578.73,0.001,14.15
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,4,1,128,1994.45,1442.04,0.014,7073.05,0.001,20.038
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,8,1,128,1996.23,1380.8,0.008,7356.83,0.001,15.221
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,16,1,128,1951.47,1377.85,0.009,7637.53,0.001,16.645
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,32,1,128,2018.56,1473.6,0.013,8501.62,0.001,22.259
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,64,1,128,1996.8,1439.76,0.009,7539.25,0.001,16.834
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,128,1,128,2047.75,1367.54,0.009,7542.56,0.001,16.907
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,256,1,128,1992.84,1416.04,0.011,8393.02,0.001,14.773
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,512,1,128,1992.93,1418.47,0.012,9130.23,0.001,14.453
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,1024,1,128,1991.17,1436.82,0.014,10443.5,0.001,19.694
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,4096,4096,5,1,2048,1,128,2033.95,1574.95,0.01,10299.4,0.001,17.796
