device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,1,1,1,16,84.792,8.431,0.006,4.8,7.293,2.132
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,2,1,1,16,83.325,8.846,0.007,3.884,2.838,2.218
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,4,1,1,16,82.784,8.837,0.006,1.575,1.932,2.162
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,8,1,1,16,80.519,8.203,0.003,1.146,1.136,2.263
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,16,1,1,16,81.656,7.419,0.005,1.113,0.472,1.972
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,32,1,1,16,80.411,7.432,0.018,1.149,0.378,1.551
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,64,1,1,16,80.581,7.37,0.021,1.128,0.209,1.755
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,128,1,1,16,84.946,7.293,0.004,1.149,0.971,1.41
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,256,1,1,16,80.198,7.313,0.016,1.133,0.143,1.941
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,512,1,1,16,80.673,7.361,0.018,1.212,0.1,1.717
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,1024,1,1,16,80.325,7.214,0.02,1.275,0.356,1.672
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,2048,1,1,16,80.305,7.515,0.003,1.229,0.182,1.427
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,4096,1,1,16,80.361,7.548,0.004,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,1.04858e+06,8192,1,1,16,80.121,8.103,0.003,-1,-1,-1
