device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,1,512,26007.3,475.106,0.01,232.242,361.111,3.778
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,2,512,25851.5,475.717,0.01,207.879,363.523,3.887
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,4,512,25795.9,472.721,0.01,292.501,363.559,4.198
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,8,512,25885.7,478.026,0.011,303.067,366.301,3.814
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,16,512,25732.3,469.704,0.01,343.112,364.196,4.156
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,32,512,25825.6,473.678,0.01,473.216,367.499,4.383
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,64,512,25784,473.408,0.011,530.683,363.703,4.744
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,128,512,25637.4,467.489,0.01,866.871,364.724,4.466
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,256,512,25855.5,475.719,0.026,1151.33,364.298,4.45
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,512,512,25811.9,474.218,0.011,1187.42,367.628,4.326
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,1024,512,25619.3,467.307,0.011,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,2048,512,25693.1,462.131,0.011,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,4096,512,25686.3,461.778,0.011,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,1,8192,512,25725.8,478.11,0.01,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,1,512,25731.1,462.092,0.009,164.208,362.736,3.432
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,2,512,25644.3,467.367,0.01,158.627,362.731,3.754
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,4,512,25663.4,468.146,0.009,281.115,364.301,3.649
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,8,512,25633.4,468.066,0.01,213.392,360.681,4.069
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,16,512,25676.8,467.593,0.01,273.545,366.329,3.974
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,32,512,25632.3,467.487,0.011,455.456,367.417,4.379
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,64,512,25620.8,467.521,0.024,493.199,367.096,4.331
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,128,512,25625.3,467.726,0.01,811.485,363.697,4.342
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,256,512,25725.6,469.835,0.01,1093.88,366.335,4.44
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,512,512,25922.3,476.482,0.01,1222.45,170.025,4.36
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,1024,512,25762.1,479.049,0.011,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,2048,512,25839.5,468.25,0.011,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,2,4096,512,25835,467.938,0.011,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,4,1,512,25899.5,467.874,0.01,197.848,365.803,3.74
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,4,2,512,25818.9,473.918,0.01,262.045,378.108,3.873
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,4,4,512,25810.2,472.756,0.01,183.485,363.408,3.895
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,4,8,512,25864.1,465.19,0.009,230.906,270.47,3.473
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Array3dAverage,THREE_D,512,1,4,16,512,18653,639.462,0.009,345.187,272.298,2.935
