device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,256,1,8,115.748,100.294,0.015,564.434,0.001,4.059
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,512,1,8,116.093,101.578,0.013,571.587,0.001,4.273
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,1024,1,8,115.276,99.124,0.012,598.472,0.001,3.745
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,2048,1,8,115.862,100.43,0.013,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,1,1,8,116.116,101.388,0.013,517.83,0.002,3.657
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,2,1,8,118.461,98.656,0.013,554.114,0.001,4.077
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,4,1,8,115.96,99.876,0.012,526.119,0.001,3.75
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,8,1,8,116.081,102.523,0.013,532.264,0.002,3.937
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,16,1,8,115.454,102.621,0.013,563.472,0.001,3.741
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,32,1,8,114.872,101.892,0.013,543.707,0.001,4.233
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,64,1,8,115.255,100.515,0.012,518.187,0.001,4.232
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,128,1,8,117.404,99.446,0.013,536.815,0.001,3.928
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,256,1,8,116.057,104.621,0.013,531.852,0.001,3.819
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,512,1,8,115.304,100.814,0.013,569.303,0.001,4.071
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,1024,1,8,115.49,112.152,0.012,543.765,0.001,3.992
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,16,1,1,8,115.639,103.759,0.01,591.508,0.001,3.949
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,16,2,1,8,115.406,100.383,0.014,532.153,0.001,4.152
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,16,4,1,8,115.958,102.343,0.029,511.719,0.001,3.667
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,16,8,1,8,115.739,100.551,0.013,579.258,0.001,3.92
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,16,16,1,8,115.203,100.447,0.013,570.37,0.001,4.628
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,16,32,1,8,153.614,114.119,0.015,568.423,0.001,4.946
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,16,64,1,8,153.075,114.605,0.015,569.369,0.001,4.657
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,16,128,1,8,152.912,113.001,0.015,573.289,0.001,5.15
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,16,256,1,8,152.815,112.845,0.014,590.701,0.001,5.047
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,16,512,1,8,153.017,114.501,0.014,595.606,0.002,5.027
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,32,1,1,8,152.622,112.869,0.014,556.779,0.001,5.067
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,32,2,1,8,152.798,112.712,0.014,560.284,0.002,4.495
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,32,4,1,8,152.919,115.062,0.014,557.078,0.001,4.548
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,32,8,1,8,152.69,112.779,0.016,568.824,0.001,4.951
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,32,16,1,8,152.93,112.935,0.014,532.684,0.001,5.741
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,32,32,1,8,146.537,113.222,0.016,455.785,0.001,4.885
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,32,64,1,8,146.522,113.23,0.015,447.463,0.001,4.826
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,32,128,1,8,149.171,109.03,0.01,555.464,0.001,5.785
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,32,256,1,8,147.892,111.84,0.022,553.265,0.001,5.796
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,64,1,1,8,146.425,108.557,0.011,542.798,0.001,4.861
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,64,2,1,8,152.637,115.059,0.015,554.948,0.001,4.598
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,64,4,1,8,152.788,114.864,0.015,570.28,0.001,4.916
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,64,8,1,8,153.007,114.353,0.015,561.735,0.002,4.879
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,64,16,1,8,155.098,112.663,0.015,559.689,0.001,4.726
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,64,32,1,8,153.179,114.69,0.014,573.179,0.001,4.757
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,64,64,1,8,153.207,113.809,0.015,601.365,0.001,4.802
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,64,128,1,8,155.26,130.848,0.017,636.476,0.002,4.548
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,128,1,1,8,152.477,115.469,0.014,550.137,0.001,4.618
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,128,2,1,8,152.775,112.846,0.014,560.324,0.002,4.963
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,128,4,1,8,152.857,113.628,0.015,551.464,0.001,5.436
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,128,8,1,8,153.192,115.037,0.015,549.727,0.001,4.727
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,128,16,1,8,152.751,114.919,0.015,556.34,0.001,4.895
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,128,32,1,8,152.762,113.79,0.015,561.809,0.001,5.038
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,128,64,1,8,152.547,114.812,0.015,567.181,0.001,4.92
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,256,1,1,8,154.912,114.844,0.014,561.18,0.001,5.051
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,256,2,1,8,152.912,114.101,0.019,558.723,0.001,5.108
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,256,4,1,8,152.93,112.934,0.014,557.208,0.001,4.933
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,256,8,1,8,152.753,114.34,0.015,569.608,0.001,4.912
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,256,16,1,8,152.989,113.284,0.014,553.778,0.001,4.938
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,256,32,1,8,152.856,114.493,0.015,561.532,0.001,4.848
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,512,1,1,8,152.898,114.18,0.015,556.079,0.001,4.838
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,512,2,1,8,153.094,114.274,0.015,556.191,0,4.495
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,512,4,1,8,152.879,112.72,0.015,564.388,0.001,4.61
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,512,8,1,8,152.817,114.195,0.014,560.309,0.001,4.636
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,512,16,1,8,153.056,114.809,0.015,563.48,0.002,4.529
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1024,1,1,8,152.89,114.428,0.014,658.033,0.001,4.488
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1024,2,1,8,152.639,128.357,0.016,562.134,0.001,4.524
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1024,4,1,8,152.956,114.645,0.015,551.905,0.001,4.523
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1024,8,1,8,155.691,114.348,0.014,562.5,0.001,4.529
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2048,1,1,8,152.708,114.182,0.015,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2048,2,1,8,153.271,111.83,0.013,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2048,4,1,8,153.21,107.196,0.01,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4096,1,1,8,152.952,104.703,0.011,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4096,2,1,8,141.006,102.458,0.01,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8192,1,1,8,115.825,102.694,0.01,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,1,1,8,126.261,95.873,0.013,407.903,0.001,4.492
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,2,1,8,126.358,96.02,0.013,466.843,0,4.323
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,4,1,8,126.577,87.529,0.013,389.827,0,4.594
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,8,1,8,127.402,86.769,0.013,394.269,0.001,4.131
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,16,1,8,126.769,88.702,0.012,429.046,0,4.528
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,32,1,8,126.688,86.9,0.014,387.661,0.001,4.249
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,64,1,8,126.609,88.437,0.012,393.892,0,4.41
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,128,1,8,126.732,87.939,0.014,523.311,0,4.275
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,256,1,8,126.866,89.367,0.013,486.763,0,4.558
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,512,1,8,126.431,89.752,0.016,552.85,0.001,4.575
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,1024,1,8,127.418,86.814,0.013,497.297,0.001,4.886
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,2048,1,8,126.718,88.229,0.014,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,4096,1,8,126.224,88.866,0.014,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,1,8192,1,8,126.708,90.182,0.013,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,1,1,8,126.417,87.723,0.012,464.537,0,4.954
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,2,1,8,127.494,93.846,0.013,366.001,0.001,4.545
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,4,1,8,126.799,88.275,0.014,370.247,0,4.523
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,8,1,8,126.498,88.655,0.012,519.957,0.001,4.841
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,16,1,8,127.977,88.697,0.012,391.186,0.001,4.473
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,32,1,8,126.548,88.484,0.012,379.263,0,4.316
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,64,1,8,126.637,87.561,0.013,513.504,0.001,4.729
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,128,1,8,126.61,100.039,0.012,409.519,0.001,4.202
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,256,1,8,126.505,99.274,0.015,399.752,0.001,4.38
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,512,1,8,126.559,87.193,0.016,419.72,0,4.318
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,1024,1,8,126.487,87.989,0.013,449.944,0,4.369
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,2048,1,8,126.778,86.735,0.014,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,2,4096,1,8,126.554,86.448,0.013,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,1,1,8,126.942,86.871,0.012,364.619,0.001,4.393
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,2,1,8,126.669,88.762,0.013,364.002,0.001,4.407
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,4,1,8,126.558,100.366,0.013,417.836,0,4.339
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,8,1,8,126.806,88.972,0.013,372.509,0,4.414
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,16,1,8,126.393,87.68,0.014,394.94,0.001,4.453
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,32,1,8,127.38,95.891,0.014,416.825,0.001,4.426
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,64,1,8,133.806,88.181,0.012,389.077,0,4.385
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,128,1,8,126.421,87.415,0.015,434.88,0.001,4.466
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,256,1,8,128.14,89.88,0.012,423.493,0,4.493
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,512,1,8,127.545,88.95,0.013,415.954,0,4.439
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,1024,1,8,126.716,87.493,0.013,437.427,0,4.345
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,4,2048,1,8,129.073,91.024,0.014,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,1,1,8,126.747,86.392,0.013,373.783,0,4.525
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,2,1,8,126.55,86.656,0.013,410.593,0.001,4.689
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,4,1,8,128.501,90.366,0.014,363.661,0.001,4.435
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,8,1,8,127.611,86.912,0.014,364.34,0,4.465
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,16,1,8,126.834,88.848,0.013,396.317,0,4.51
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,32,1,8,126.669,97.317,0.014,421.444,0,4.439
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,64,1,8,127.429,89.108,0.013,373.827,0.001,4.387
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,128,1,8,126.453,87.96,0.013,470.13,0.001,4.525
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,256,1,8,126.471,87.375,0.013,463.939,0.001,4.412
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,1024,1024,5,8,512,1,8,126.933,90.106,0.013,393.797,0.001,4.37
