device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,1,1,1,0.5,6.58,6.617,0.006,0.603,0.554,0.895
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,2,1,1,0.5,3.368,0.608,0.003,0.733,0.428,0.839
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,4,1,1,0.5,3.371,0.536,0.002,0.508,0.412,0.829
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,8,1,1,0.5,3.357,0.686,0.002,0.709,0.411,0.864
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,16,1,1,0.5,3.354,0.614,0.002,0.547,0.529,0.536
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,32,1,1,0.5,3.353,0.595,0.002,0.442,0.275,0.538
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,64,1,1,0.5,3.358,0.69,0.002,0.389,0.268,0.569
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,128,1,1,0.5,3.36,0.61,0.002,0.44,0.39,0.503
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,256,1,1,0.5,3.348,0.709,0.002,0.432,0.257,0.511
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,512,1,1,0.5,3.36,0.596,0.002,0.275,0.3,0.534
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,1024,1,1,0.5,3.35,0.736,0.002,0.308,0.189,0.605
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,2048,1,1,0.5,3.41,0.5,0.002,0.398,0.074,0.583
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,4096,1,1,0.5,3.352,0.469,0.002,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,32768,8192,1,1,0.5,3.36,0.457,0.002,-1,-1,-1
