device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,1,1,1,0.5,9.36,1.034,0.014,0.887,0.515,1.331
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,2,1,1,0.5,6.592,0.982,0.005,1.569,0.282,0.597
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,4,1,1,0.5,6.587,1.216,0.005,0.714,0.254,0.754
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,8,1,1,0.5,7.744,0.766,0.005,0.504,0.258,0.771
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,16,1,1,0.5,6.589,0.893,0.006,1.022,0.346,0.773
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,32,1,1,0.5,6.587,0.901,0.005,0.605,0.62,0.564
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,64,1,1,0.5,6.594,0.966,0.006,0.784,0.25,0.731
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,128,1,1,0.5,8.412,1.256,0.005,0.986,0.288,0.608
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,256,1,1,0.5,6.698,0.971,0.006,0.638,0.35,1.085
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,512,1,1,0.5,7.933,0.771,0.005,0.546,0.374,0.653
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,1024,1,1,0.5,6.593,1.283,0.005,0.506,0.257,0.612
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,2048,1,1,0.5,6.729,0.987,0.004,0.523,0.322,0.616
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,4096,1,1,0.5,6.61,0.993,0.005,0.53,0.285,0.6
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,8192,1,1,0.5,6.598,0.835,0.004,0.487,0.295,0.628
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,1,1,1,0.5,11.032,1.038,0.01,0.78,0.192,1.512
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,2,1,1,0.5,8.489,1.384,0.004,0.973,0.498,0.648
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,4,1,1,0.5,6.654,0.919,0.004,0.867,0.225,0.637
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,8,1,1,0.5,6.593,0.881,0.003,0.715,0.572,0.875
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,16,1,1,0.5,6.587,0.804,0.004,0.957,0.655,0.626
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,32,1,1,0.5,6.589,0.872,0.003,0.93,0.224,0.614
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,64,1,1,0.5,6.592,0.939,0.004,1.066,0.272,0.826
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,128,1,1,0.5,6.594,0.889,0.004,0.948,0.385,0.881
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,256,1,1,0.5,6.593,0.876,0.004,0.627,0.276,0.64
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,512,1,1,0.5,6.589,0.948,0.004,0.571,0.518,0.599
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,1024,1,1,0.5,6.585,0.848,0.003,0.56,0.515,0.614
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,2048,1,1,0.5,6.571,0.851,0.004,0.448,0.22,0.611
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,4096,1,1,0.5,6.579,0.844,0.003,0.377,0.215,0.621
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,VectorAdd,ONE_D,131072,8192,1,1,0.5,6.572,0.756,0.004,0.262,0.155,0.681
