device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,1,1,2,41.52,30.101,0.015,104.69,0.001,6.167
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,2,1,2,43.519,29.773,0.015,103.369,0.001,5.174
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,4,1,2,43.801,29.8,0.015,104.976,0.001,4.976
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,8,1,2,44.193,29.875,0.016,105.03,0.001,5.241
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,16,1,2,43.715,29.761,0.015,106.523,0.001,5.118
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,32,1,2,43.536,30.423,0.016,108.378,0.001,5.458
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,64,1,2,43.185,30.284,0.015,118.88,0.002,5.299
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,128,1,2,43.625,30.206,0.016,117.312,0.001,5.062
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,256,1,2,43.742,30.356,0.015,118.825,0.001,5.073
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,512,1,2,43.63,30.268,0.015,123.93,0.001,5.141
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,1024,1,2,43.549,35.406,0.011,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,2048,1,2,44.535,30.618,0.016,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,4096,1,2,43.622,30.355,0.014,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,1,8192,1,2,44.158,30.308,0.015,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,1,1,2,43.927,30.176,0.016,101.295,0.001,5.283
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,2,1,2,43.843,30.218,0.017,102.632,0.001,5.013
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,4,1,2,43.53,30.147,0.015,104.002,0.001,5.159
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,8,1,2,43.499,30.41,0.015,104.104,0.001,5.137
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,16,1,2,43.611,30.418,0.016,104.846,0.002,5.134
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,32,1,2,43.618,30.22,0.016,131.055,0.002,5.564
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,64,1,2,43.605,33.855,0.016,110.239,0.002,5.271
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,128,1,2,43.619,30.408,0.015,109.779,0.001,5.645
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,256,1,2,43.647,30.395,0.015,147.191,0.002,5.234
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,512,1,2,44.086,31.237,0.014,122.51,0.002,5.422
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,1024,1,2,43.893,30.346,0.023,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,2048,1,2,43.985,30.145,0.015,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,2,4096,1,2,43.967,30.11,0.016,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,1,1,2,43.955,30.257,0.015,101.233,0.001,5.46
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,2,1,2,43.591,29.935,0.016,100.759,0.001,5.316
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,4,1,2,43.588,30.342,0.015,113.378,0.001,5.42
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,8,1,2,43.7,34.359,0.016,115.637,0.002,5.948
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,16,1,2,43.405,29.814,0.015,104.144,0.001,5.613
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,32,1,2,43.66,30.011,0.015,105.766,0.001,4.942
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,64,1,2,43.598,30.261,0.014,110.573,0.001,5.283
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,128,1,2,43.613,30.226,0.014,123.179,0.001,5.212
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,256,1,2,44.119,30.784,0.014,118.02,0.001,5.086
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,512,1,2,43.689,30.037,0.017,119.825,0.001,5.122
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,1024,1,2,43.54,30.394,0.014,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,4,2048,1,2,43.641,30.157,0.016,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,1,1,2,43.48,30.224,0.01,111.577,0.001,5.911
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,2,1,2,44.13,32.73,0.009,111.97,0.001,6
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,4,1,2,44.096,29.546,0.015,99.908,0.002,5.701
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,8,1,2,43.605,29.678,0.014,100.192,0.002,5.668
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,16,1,2,43.739,29.789,0.015,101.586,0.001,5.242
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,32,1,2,43.799,30.044,0.014,121.223,0.001,5.289
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,64,1,2,44.211,30.481,0.015,105.727,0.002,5.36
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,128,1,2,43.796,29.832,0.015,105.316,0.002,5.243
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,256,1,2,43.408,29.615,0.015,114.213,0.001,5.154
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,512,1,2,43.674,29.513,0.015,113.459,0.001,5.181
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,8,1024,1,2,43.354,30.174,0.016,-1,-1,-1
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,16,1,1,2,43.872,30.107,0.01,111.943,0.001,5.817
      Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,FluidSimulation,TWO_D,512,512,5,16,2,1,2,44.187,30.088,0.016,100.946,0.001,5.502
