device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,1,1,1,16,182.93,10.878,0.004,2773.06,13.605,3.629
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,1,2,1,16,197.56,10.961,0.002,1439.43,11.043,1.468
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,1,4,1,16,198.387,9.959,0.002,720.555,13.818,1.418
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,1,8,1,16,185.956,10.368,0.002,426.253,13.301,1.393
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,1,16,1,16,181.764,10.28,0.002,643.19,11.654,1.381
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,1,32,1,16,182.191,10.58,0.002,772.106,13.468,1.364
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,1,64,1,16,182.89,10.279,0.002,918.082,13.451,1.379
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,1,128,1,16,184.8,11.123,0.002,1081.32,13.463,1.405
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,1,256,1,16,206.289,10.739,0.003,1827.06,13.665,1.348
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,2,1,1,16,206.893,11.038,0.002,1403.65,13.92,1.407
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,2,2,1,16,219.279,10.819,0.002,731.442,13.282,1.379
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,2,4,1,16,182.076,11.019,0.002,425.811,13.65,0.697
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,2,8,1,16,186.073,10.717,0.002,319.578,9.705,1.389
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,2,16,1,16,181.42,10.83,0.002,343.637,13.88,0.697
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,2,32,1,16,186.134,10.765,0.002,397.707,11.514,0.84
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,2,64,1,16,182.849,8.276,0.002,431.176,13.303,0.73
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,2,128,1,16,186.269,8.531,0.001,539.892,9.86,0.876
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,4,1,1,16,182.009,10.18,0.002,760.847,13.69,0.702
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,4,2,1,16,184.253,10.451,0.002,373.005,13.6,1.413
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,4,4,1,16,181.83,10.388,0.002,189.206,13.386,0.915
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,4,8,1,16,184.444,10.878,0.002,143.694,12.284,0.847
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,4,16,1,16,183.346,10.847,0.002,164.089,13.482,0.737
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,4,32,1,16,181.256,10.499,0.003,178.419,13.254,0.896
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,4,64,1,16,184.818,10.596,0.002,210.314,13.325,1.408
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,8,1,1,16,184.702,10.331,0.003,417.015,11.089,1.17
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,8,2,1,16,181.935,10.551,0.001,209.038,13.617,0.925
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,8,4,1,16,184.198,10.428,0.002,104.275,12.459,0.849
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,8,8,1,16,182.692,10.696,0.002,56.12,11.016,1.106
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,8,16,1,16,181.734,9.951,0.002,49.202,9.352,0.824
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,8,32,1,16,181.777,10.004,0.002,80.587,13.785,0.91
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,16,1,1,16,182.849,8.822,0.001,249.829,9.814,1.395
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,16,2,1,16,181.324,10.533,0.001,123.046,13.544,1.385
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,16,4,1,16,181.292,10.764,0.002,60.128,13.461,0.898
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,16,8,1,16,183.334,10.302,0.002,53.703,12.86,1.407
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,16,16,1,16,182.342,8.614,0.002,49.55,9.876,0.845
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,32,1,1,16,182.053,10.582,0.002,133.818,13.643,1.418
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,32,2,1,16,180.714,10.552,0.002,59.692,13.72,0.895
Hawaii,MatrixMultiplication,TWO_D,2048,2048,2048,32,4,1,16,183.395,8.399,0.002,49.438,10.203,0.816
