device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,1,1,32,505.277,132.028,0.005,2136.43,0.001,17.108
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,2,1,32,497.838,97.079,0.004,1580.73,0.001,16.074
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,4,1,32,496.244,97.145,0.004,1454.14,0.001,16.004
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,8,1,32,496.414,103.934,0.006,1471,0,16.099
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,16,1,32,496.732,99.879,0.007,1495.2,0.001,16.109
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,32,1,32,496.31,99.901,0.005,1657.92,0.001,16.16
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,64,1,32,496.586,97.53,0.003,1832.47,0.001,16.241
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,128,1,32,498.045,103.115,0.004,1984.16,0.001,16.246
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,256,1,32,496.504,101.122,0.007,2546,0.001,16.203
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,1,1,32,496.499,107.692,0.004,1995.17,0.001,29.858
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,2,1,32,591.119,106.918,0.003,1270.96,0.001,26.05
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,4,1,32,492.727,106.341,0.004,1699.96,0.001,16.495
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,8,1,32,496.675,104.179,0.004,1478.42,0.001,16.075
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,16,1,32,496.384,100.057,0.006,1467.05,0,16.047
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,32,1,32,496.497,98.593,0.004,1484.25,0.001,16.165
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,64,1,32,496.557,100.809,0.006,1596.01,0.001,16.165
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,128,1,32,503.696,96.066,0.007,1734.54,0.001,16.174
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,1,1,32,502.393,99.283,0.005,1446.2,0.001,16.268
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,2,1,32,496.27,101.038,0.005,1479.1,0.001,16.323
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,4,1,32,497.809,98.842,0.004,1477.46,0.001,16.389
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,8,1,32,497.001,98.114,0.006,1464.65,0.001,15.933
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,16,1,32,496.93,100.765,0.004,1426.89,0.001,16.013
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,32,1,32,497.047,98.581,0.007,1433.43,0.001,16.183
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,64,1,32,497.168,103.828,0.005,1493.77,0.001,16.188
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,1,1,32,497.473,103.822,0.007,1436.1,0.001,16.131
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,2,1,32,497.673,98.617,0.004,1450.16,0.001,16.067
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,4,1,32,496.659,97.104,0.006,1443.77,0.001,16.321
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,8,1,32,497.236,102.863,0.004,1450.37,0.001,16.229
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,16,1,32,496.369,96.043,0.007,1449.86,0.001,16.218
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,32,1,32,502.656,100.945,0.003,1450.52,0.001,16.156
Hawaii,FluidSimulation,TWO_D,2048,2048,5,16,1,1,32,496.542,99.99,0.007,1442.63,0.001,16.178
Hawaii,FluidSimulation,TWO_D,2048,2048,5,16,2,1,32,495.954,103.146,0.005,1453.67,0.001,16.208
Hawaii,FluidSimulation,TWO_D,2048,2048,5,16,4,1,32,496.768,101.472,0.004,1461.73,0.001,16.255
Hawaii,FluidSimulation,TWO_D,2048,2048,5,16,8,1,32,496.395,96.963,0.004,1454,0.001,16.292
Hawaii,FluidSimulation,TWO_D,2048,2048,5,16,16,1,32,495.857,103.671,0.004,1460.9,0.001,16.325
Hawaii,FluidSimulation,TWO_D,2048,2048,5,32,1,1,32,496.384,96.075,0.006,1439.92,0.001,16.362
Hawaii,FluidSimulation,TWO_D,2048,2048,5,32,2,1,32,496.205,97.535,0.007,1449.6,0.001,16.093
Hawaii,FluidSimulation,TWO_D,2048,2048,5,32,4,1,32,496.699,97.012,0.004,1458.68,0.001,16.127
Hawaii,FluidSimulation,TWO_D,2048,2048,5,32,8,1,32,496.477,99.525,0.007,1460.04,0.001,16.189
Hawaii,FluidSimulation,TWO_D,2048,2048,5,64,1,1,32,496.721,98.991,0.004,1440.91,0.001,16.27
Hawaii,FluidSimulation,TWO_D,2048,2048,5,64,2,1,32,496.114,100.603,0.007,1453.83,0.001,16.257
Hawaii,FluidSimulation,TWO_D,2048,2048,5,64,4,1,32,496.301,99.365,0.007,1441.22,0.001,16.164
Hawaii,FluidSimulation,TWO_D,2048,2048,5,128,1,1,32,496.666,97.23,0.007,1460.35,0.001,15.962
Hawaii,FluidSimulation,TWO_D,2048,2048,5,128,2,1,32,496.249,96.889,0.004,1449.6,0,15.88
Hawaii,FluidSimulation,TWO_D,2048,2048,5,256,1,1,32,495.731,97.197,0.005,1442.18,0.001,15.902
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,1,1,32,493.987,104.805,0.003,2002.72,0.001,17.222
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,2,1,32,497.101,99.617,0.007,1563.8,0.001,16.328
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,4,1,32,496.86,97.91,0.004,1457.1,0.001,16.313
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,8,1,32,495.956,100.922,0.004,1435.96,0.001,16.311
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,16,1,32,512.793,98.085,0.007,1486.17,0.001,16.314
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,32,1,32,496.453,97.204,0.004,1652.24,0.002,16.337
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,64,1,32,495.94,98.222,0.004,1824.13,0.001,16.296
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,128,1,32,496.014,101.492,0.005,1981.26,0.001,16.319
Hawaii,FluidSimulation,TWO_D,2048,2048,5,1,256,1,32,496.955,105.534,0.005,2555.16,0.001,16.295
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,1,1,32,502.172,98.552,0.006,1557.46,0.001,16.31
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,2,1,32,495.799,98.999,0.007,1442.43,0.001,16.52
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,4,1,32,500.94,101.679,0.007,1444.6,0.001,16.535
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,8,1,32,496.729,99.111,0.008,1467.39,0.001,16.567
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,16,1,32,496.622,99.384,0.007,1457.92,0.001,16.311
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,32,1,32,496.008,101.426,0.007,1470.67,0.001,16.368
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,64,1,32,495.485,96.06,0.005,1588.08,0.001,16.378
Hawaii,FluidSimulation,TWO_D,2048,2048,5,2,128,1,32,497.681,96.284,0.003,1723.06,0.001,16.433
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,1,1,32,496.537,97.096,0.004,1437.98,0.001,16.508
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,2,1,32,496.59,97.748,0.004,1439.23,0.001,16.565
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,4,1,32,496.718,97.877,0.007,1456.57,0.001,16.299
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,8,1,32,496.711,100.377,0.007,1449.19,0.001,16.342
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,16,1,32,496.042,97.847,0.005,1447.11,0.002,16.349
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,32,1,32,495.847,99.938,0.005,1438.6,0.001,16.349
Hawaii,FluidSimulation,TWO_D,2048,2048,5,4,64,1,32,495.933,98.502,0.005,1488,0.001,16.314
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,1,1,32,495.662,100.541,0.004,1446,0.001,16.362
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,2,1,32,499.067,99.093,0.004,1449.59,0.001,16.353
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,4,1,32,495.69,97.431,0.004,1458.44,0.001,16.35
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,8,1,32,495.941,98.98,0.004,1450.93,0.001,16.374
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,16,1,32,496.571,95.803,0.005,1457.91,0.001,16.403
Hawaii,FluidSimulation,TWO_D,2048,2048,5,8,32,1,32,496.239,99.947,0.005,1437.17,0.001,16.367
Hawaii,FluidSimulation,TWO_D,2048,2048,5,16,1,1,32,496.264,100.26,0.004,1439.53,0.001,16.381
Hawaii,FluidSimulation,TWO_D,2048,2048,5,16,2,1,32,496.223,96.996,0.004,1441.23,0.001,16.357
Hawaii,FluidSimulation,TWO_D,2048,2048,5,16,4,1,32,503.301,99.85,0.006,1450.48,0.001,16.383
