device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,1,1,1,127.973,1323.75,71.919,0.006,69239.5,74.289,16.434
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,1,2,1,127.973,1353.67,74.186,0.005,34799.4,73.86,17.516
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,1,4,1,127.973,1377.65,73.726,0.006,17448.5,79.721,14.573
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,1,8,1,127.973,1344.4,72.714,0.006,11158.1,72.084,16.357
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,1,16,1,127.973,1362.89,73.597,0.006,11514.1,77.396,16.435
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,1,32,1,127.973,1362.46,70.146,0.006,12571.3,76.737,17.664
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,1,64,1,127.973,1366.94,74.593,0.006,22643.5,76.812,17.843
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,1,128,1,127.973,1358.87,72.061,0.006,49813.3,76.987,18.502
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,1,256,1,127.973,1395.03,74.263,0.005,56414.8,76.261,18.666
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,2,1,1,127.973,1380.97,72.356,0.006,35327.3,81.005,18.477
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,2,2,1,127.973,1359.55,72.295,0.006,17681.4,77.524,18.735
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,2,4,1,127.973,1381.97,73.337,0.006,9709.75,78.483,15.51
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,2,8,1,127.973,1347.76,78.555,0.005,7206.46,78.739,17.508
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,2,16,1,127.973,1355.46,70.064,0.005,6552.57,75.782,15.414
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,2,32,1,127.973,1345.34,72.877,0.006,6402.68,75.296,15.454
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,2,64,1,127.973,1344.86,70.129,0.006,8179.09,78.331,15.369
Hawaii,MatrixMultiplication,TWO_D,5792,5792,5792,2,128,1,127.973,1346.05,72.189,0.006,19678.1,74.35,17.471
