device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,1,1,32,1884.12,0.133,0.003,7803.34,0.017,9.284
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,2,1,32,1895.77,0.114,0.003,4653.59,0.011,9.54
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,4,1,32,1906.19,0.117,0.003,3032.54,0.01,9.5
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,8,1,32,1910.05,0.115,0.003,2223.52,0.008,9.523
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,16,1,32,1903.69,0.122,0.004,1762.77,0.014,9.481
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,32,1,32,1921.98,0.113,0.003,1560.75,0.015,12.113
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,64,1,32,1923.97,0.117,0.004,1439.4,0.015,12.184
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,128,1,32,1930.98,0.117,0.003,1435.65,0.016,12.099
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,256,1,32,1994.17,0.151,0.003,1659.53,0.014,16.883
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,1,1,32,2347.21,0.149,0.005,4738.91,0.009,9.598
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,2,1,32,2151.16,0.13,0.004,2693.79,0.009,9.77
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,4,1,32,2493.86,0.13,0.003,2239.12,0.01,9.382
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,8,1,32,2029.28,0.123,0.004,1535.87,0.008,9.742
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,16,1,32,2235.99,0.14,0.004,1773.18,0.013,12.391
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,32,1,32,2356.06,0.132,0.003,1734.36,0.014,15.233
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,64,1,32,2377.12,0.153,0.003,1545.48,0.014,15.175
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,128,1,32,2634.03,0.136,0.004,1647.66,0.015,10.939
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,1,1,32,2413.45,0.129,0.003,3258.41,0.014,9.739
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,2,1,32,2361.12,0.136,0.004,1980.71,0.01,9.515
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,4,1,32,2388.99,0.133,0.002,2078.49,0.012,17.303
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,8,1,32,2614.99,0.128,0.004,1682.84,0.013,12.239
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,16,1,32,2445.26,0.15,0.005,1445.98,0.015,12.731
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,32,1,32,2656.92,0.134,0.003,1639.46,0.015,11.026
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,64,1,32,2493.67,0.148,0.005,1722.39,0.017,17.304
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,1,1,32,2466.14,0.149,0.004,2356.93,0.01,9.589
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,2,1,32,2370.8,0.133,0.003,1916.15,0.009,9.491
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,4,1,32,2592.6,0.136,0.003,1778.74,0.022,15.314
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,8,1,32,2539.16,0.134,0.003,1710.63,0.017,14.414
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,16,1,32,2522.28,0.137,0.003,1658.14,0.015,11.279
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,32,1,32,2375.64,0.14,0.003,1575.89,0.015,11.075
Hawaii,MonteCarloAsian,TWO_D,4096,10,16,1,1,32,2409.02,0.094,0.003,1754.5,0.012,7.542
Hawaii,MonteCarloAsian,TWO_D,4096,10,16,2,1,32,2519.26,0.119,0.003,1291.99,0.013,7.927
Hawaii,MonteCarloAsian,TWO_D,4096,10,16,4,1,32,2100.68,0.134,0.004,1086.29,0.016,11.313
Hawaii,MonteCarloAsian,TWO_D,4096,10,16,8,1,32,2166.68,0.117,0.004,1459.89,0.015,11.322
Hawaii,MonteCarloAsian,TWO_D,4096,10,16,16,1,32,2215.57,0.123,0.004,1632.96,0.015,11.27
Hawaii,MonteCarloAsian,TWO_D,4096,10,32,1,1,32,2200.99,0.129,0.003,1687.62,0.016,12.578
Hawaii,MonteCarloAsian,TWO_D,4096,10,32,2,1,32,2193.56,0.131,0.003,1599.92,0.015,12.366
Hawaii,MonteCarloAsian,TWO_D,4096,10,32,4,1,32,2211.41,0.125,0.003,1655.57,0.017,12.278
Hawaii,MonteCarloAsian,TWO_D,4096,10,32,8,1,32,2133.64,0.127,0.003,1637.93,0.015,12.498
Hawaii,MonteCarloAsian,TWO_D,4096,10,64,1,1,32,2007.07,0.113,0.003,1068.66,0.015,14.877
Hawaii,MonteCarloAsian,TWO_D,4096,10,64,2,1,32,2024.59,0.108,0.003,959.605,0.014,14.888
Hawaii,MonteCarloAsian,TWO_D,4096,10,64,4,1,32,2017.16,0.112,0.003,968.632,0.024,15.396
Hawaii,MonteCarloAsian,TWO_D,4096,10,128,1,1,32,2145.67,0.113,0.003,968.317,0.016,14.665
Hawaii,MonteCarloAsian,TWO_D,4096,10,128,2,1,32,2024.78,0.117,0.003,968.093,0.016,11.221
Hawaii,MonteCarloAsian,TWO_D,4096,10,256,1,1,32,2017.49,0.115,0.003,961.186,0.015,11.193
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,1,1,32,1708.58,0.114,0.005,7254.95,0.014,12.116
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,2,1,32,1770.64,0.097,0.003,3975.94,0.013,14.049
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,4,1,32,1761.39,0.105,0.004,2396.93,0.005,10.051
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,8,1,32,1705.76,0.098,0.003,1540.62,0.005,10.118
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,16,1,32,1702.55,0.095,0.004,1134.21,0.01,10.06
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,32,1,32,1705.41,0.095,0.003,929.657,0.006,13.212
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,64,1,32,1702.81,0.095,0.003,839.875,0.005,16.57
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,128,1,32,1705.01,0.095,0.004,826.179,0.006,13.356
Hawaii,MonteCarloAsian,TWO_D,4096,10,1,256,1,32,1705.29,0.097,0.004,830.911,0.007,19.062
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,1,1,32,1705.18,0.093,0.003,4073.26,0.007,11.903
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,2,1,32,1752.83,0.098,0.003,2395.25,0.005,9.869
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,4,1,32,1704.88,0.1,0.003,1541.59,0.005,10.034
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,8,1,32,1701.79,0.095,0.004,1135.13,0.006,9.87
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,16,1,32,1704.06,0.095,0.004,920.732,0.007,13.188
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,32,1,32,1704.89,0.096,0.004,828.144,0.005,16.539
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,64,1,32,1707.37,0.098,0.003,824.369,0.006,16.298
Hawaii,MonteCarloAsian,TWO_D,4096,10,2,128,1,32,1704.1,0.095,0.003,838.308,0.007,13.241
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,1,1,32,1705.62,0.094,0.003,2351.52,0.006,10.026
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,2,1,32,1705,0.11,0.004,1548.17,0.006,10.011
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,4,1,32,1702.37,0.096,0.003,1145.1,0.006,10.007
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,8,1,32,1705.17,0.097,0.003,924.135,0.005,9.838
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,16,1,32,1705.23,0.093,0.003,824.208,0.037,13.319
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,32,1,32,1705.01,0.098,0.003,841.807,0.008,13.238
Hawaii,MonteCarloAsian,TWO_D,4096,10,4,64,1,32,1702.03,0.096,0.003,823.658,0.005,18.945
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,1,1,32,1707.01,0.096,0.003,1538.36,0.006,10.039
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,2,1,32,1704.46,0.095,0.003,1152.8,0.006,10.11
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,4,1,32,1707.73,0.094,0.003,931.385,0.005,10.085
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,8,1,32,1705.81,0.095,0.004,835.713,0.007,16.672
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,16,1,32,1706.49,0.098,0.004,824.64,0.008,13.228
Hawaii,MonteCarloAsian,TWO_D,4096,10,8,32,1,32,1707.19,0.096,0.003,828.601,0.006,13.317
Hawaii,MonteCarloAsian,TWO_D,4096,10,16,1,1,32,1705.2,0.094,0.003,1142.88,0.006,10.025
Hawaii,MonteCarloAsian,TWO_D,4096,10,16,2,1,32,1704.72,0.095,0.003,919.745,0.006,13.273
Hawaii,MonteCarloAsian,TWO_D,4096,10,16,4,1,32,1704.57,0.094,0.003,828.599,0.007,18.553
Hawaii,MonteCarloAsian,TWO_D,4096,10,16,8,1,32,1709.06,0.068,0.004,830.71,0.023,13.428
Hawaii,MonteCarloAsian,TWO_D,4096,10,16,16,1,32,1705.1,0.065,0.004,829.775,0.007,9.885
Hawaii,MonteCarloAsian,TWO_D,4096,10,32,1,1,32,1706.42,0.063,0.003,883.89,0.007,10.076
Hawaii,MonteCarloAsian,TWO_D,4096,10,32,2,1,32,1705.87,0.063,0.003,824.872,0.006,9.882
Hawaii,MonteCarloAsian,TWO_D,4096,10,32,4,1,32,1705.94,0.063,0.003,823.575,0.007,10.039
Hawaii,MonteCarloAsian,TWO_D,4096,10,32,8,1,32,1705.59,0.064,0.004,823.432,0.007,10.046
Hawaii,MonteCarloAsian,TWO_D,4096,10,64,1,1,32,1706.4,0.063,0.003,824.577,0.005,10.02
Hawaii,MonteCarloAsian,TWO_D,4096,10,64,2,1,32,1705.94,0.063,0.003,823.316,0.007,10.063
Hawaii,MonteCarloAsian,TWO_D,4096,10,64,4,1,32,1706.14,0.065,0.003,823.53,0.008,10.043
Hawaii,MonteCarloAsian,TWO_D,4096,10,128,1,1,32,1706.72,0.063,0.004,823.4,0.007,10.034
Hawaii,MonteCarloAsian,TWO_D,4096,10,128,2,1,32,1705.5,0.063,0.003,823.74,0.009,10.057
Hawaii,MonteCarloAsian,TWO_D,4096,10,256,1,1,32,1706.15,0.066,0.004,824.416,0.006,10.053
