device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,NBody,ONE_D,262144,0.005,5,1,1,1,4,31.634,4.886,0.003,214737,0.001,0.154
Hawaii,NBody,ONE_D,262144,0.005,5,2,1,1,4,36.851,4.854,0.019,107132,0.001,0.137
Hawaii,NBody,ONE_D,262144,0.005,5,4,1,1,4,39.747,4.789,0.005,53557.1,0.001,0.124
Hawaii,NBody,ONE_D,262144,0.005,5,8,1,1,4,33.551,4.511,0.003,26879.2,0,0.123
Hawaii,NBody,ONE_D,262144,0.005,5,16,1,1,4,34.912,4.688,0.004,13545.2,0,0.117
Hawaii,NBody,ONE_D,262144,0.005,5,32,1,1,4,32.014,5.309,0.003,6806.73,0,0.117
Hawaii,NBody,ONE_D,262144,0.005,5,64,1,1,4,29.911,4.624,0.003,3743.91,0.001,0.113
Hawaii,NBody,ONE_D,262144,0.005,5,128,1,1,4,30.61,6.214,0.004,3752.58,0.001,0.114
Hawaii,NBody,ONE_D,262144,0.005,5,256,1,1,4,30.905,6.407,0.004,3771.12,0.001,0.112
Hawaii,NBody,ONE_D,262144,0.005,5,1,1,1,4,33.831,4.749,0.002,214518,0.002,6.29
Hawaii,NBody,ONE_D,262144,0.005,5,2,1,1,4,30.617,4.908,0.004,107160,0.001,0.154
Hawaii,NBody,ONE_D,262144,0.005,5,4,1,1,4,37.49,5.006,0.002,53556.4,0.001,0.135
Hawaii,NBody,ONE_D,262144,0.005,5,8,1,1,4,37.865,4.902,0.004,26875.3,0,0.129
Hawaii,NBody,ONE_D,262144,0.005,5,16,1,1,4,58.03,5.401,0.004,13544.8,0.001,0.127
Hawaii,NBody,ONE_D,262144,0.005,5,32,1,1,4,34.528,4.975,0.018,6807.39,0.001,0.128
Hawaii,NBody,ONE_D,262144,0.005,5,64,1,1,4,30.952,5.021,0.018,3701.11,0.001,0.128
Hawaii,NBody,ONE_D,262144,0.005,5,128,1,1,4,32.343,6.188,0.017,3733.75,0.001,0.129
Hawaii,NBody,ONE_D,262144,0.005,5,256,1,1,4,31.094,6.013,0.004,3740.84,0.001,0.131
Hawaii,NBody,ONE_D,262144,0.005,5,1,1,1,4,31.299,4.854,0.004,214788,0.001,0.132
Hawaii,NBody,ONE_D,262144,0.005,5,2,1,1,4,31.376,4.893,0.022,107139,0,0.123
Hawaii,NBody,ONE_D,262144,0.005,5,4,1,1,4,33.437,5.133,0.021,53549.1,0,0.16
Hawaii,NBody,ONE_D,262144,0.005,5,8,1,1,4,34.372,4.576,0.005,26877,0.001,0.122
Hawaii,NBody,ONE_D,262144,0.005,5,16,1,1,4,31.31,5.228,0.005,13543.5,0.001,0.118
Hawaii,NBody,ONE_D,262144,0.005,5,32,1,1,4,31.109,5.141,0.005,6807.28,0,0.121
Hawaii,NBody,ONE_D,262144,0.005,5,64,1,1,4,34.316,4.623,0.022,3702,0,0.171
Hawaii,NBody,ONE_D,262144,0.005,5,128,1,1,4,33.702,6.201,0.022,3710.56,0,0.12
Hawaii,NBody,ONE_D,262144,0.005,5,256,1,1,4,33.439,6.143,0.019,3736.35,0.001,0.123
Hawaii,NBody,ONE_D,262144,0.005,5,1,1,1,4,22.031,5.405,0.003,214758,0.001,0.127
Hawaii,NBody,ONE_D,262144,0.005,5,2,1,1,4,38.134,5.384,0.002,107142,0.002,0.143
Hawaii,NBody,ONE_D,262144,0.005,5,4,1,1,4,40.348,6.116,0.003,53551.7,0.002,0.172
Hawaii,NBody,ONE_D,262144,0.005,5,8,1,1,4,30.462,6.027,0.003,26878.8,0.001,0.113
Hawaii,NBody,ONE_D,262144,0.005,5,16,1,1,4,32.619,6.075,0.019,13543.9,0,0.113
Hawaii,NBody,ONE_D,262144,0.005,5,32,1,1,4,31.194,5.756,0.003,6807.92,0,0.112
Hawaii,NBody,ONE_D,262144,0.005,5,64,1,1,4,33.688,5.804,0.004,3706.35,0.001,0.108
Hawaii,NBody,ONE_D,262144,0.005,5,128,1,1,4,30.709,7.506,0.018,3713.95,0,0.114
Hawaii,NBody,ONE_D,262144,0.005,5,256,1,1,4,34.668,7.327,0.019,3740.87,0.001,0.11
