device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,FluidSimulation,TWO_D,512,512,5,1,1,1,2,41.482,9.054,0.007,128.129,0.001,4.25
Hawaii,FluidSimulation,TWO_D,512,512,5,1,2,1,2,41.267,6.541,0.004,105.456,0,1.781
Hawaii,FluidSimulation,TWO_D,512,512,5,1,4,1,2,40.873,6.425,0.005,99.265,0.001,1.764
Hawaii,FluidSimulation,TWO_D,512,512,5,1,8,1,2,41.287,6.964,0.005,100.354,0.001,1.75
Hawaii,FluidSimulation,TWO_D,512,512,5,1,16,1,2,41.567,6.618,0.004,99.477,0,1.771
Hawaii,FluidSimulation,TWO_D,512,512,5,1,32,1,2,41.001,6.642,0.004,117.354,0,1.769
Hawaii,FluidSimulation,TWO_D,512,512,5,1,64,1,2,41.246,6.669,0.004,120.019,0,1.851
Hawaii,FluidSimulation,TWO_D,512,512,5,1,128,1,2,40.719,6.09,0.004,122.944,0.001,1.762
Hawaii,FluidSimulation,TWO_D,512,512,5,1,256,1,2,40.774,6.72,0.004,120.703,0.001,1.761
Hawaii,FluidSimulation,TWO_D,512,512,5,2,1,1,2,40.831,6.169,0.004,104.292,0,1.786
Hawaii,FluidSimulation,TWO_D,512,512,5,2,2,1,2,41.772,6.717,0.005,97.652,0.001,1.796
Hawaii,FluidSimulation,TWO_D,512,512,5,2,4,1,2,41.71,6.72,0.004,94.532,0.001,2.01
Hawaii,FluidSimulation,TWO_D,512,512,5,2,8,1,2,40.892,6.581,0.004,105.255,0,2.059
Hawaii,FluidSimulation,TWO_D,512,512,5,2,16,1,2,42.188,7.412,0.004,111.678,0.002,3.87
Hawaii,FluidSimulation,TWO_D,512,512,5,2,32,1,2,44.784,6.713,0.004,101.577,0,1.787
Hawaii,FluidSimulation,TWO_D,512,512,5,2,64,1,2,41.033,6.601,0.005,101.195,0.001,1.884
Hawaii,FluidSimulation,TWO_D,512,512,5,2,128,1,2,40.983,6.759,0.004,102.062,0.001,1.921
Hawaii,FluidSimulation,TWO_D,512,512,5,4,1,1,2,41.403,6.746,0.005,98.181,0.001,1.818
Hawaii,FluidSimulation,TWO_D,512,512,5,4,2,1,2,41.861,6.996,0.005,94.259,0.001,2.218
Hawaii,FluidSimulation,TWO_D,512,512,5,4,4,1,2,43.123,6.541,0.005,102.925,0.001,1.786
Hawaii,FluidSimulation,TWO_D,512,512,5,4,8,1,2,41.04,6.976,0.005,101.104,0,1.776
