device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,MonteCarloAsian,TWO_D,2048,10,32,1,1,8,472.719,0.136,0.003,414.334,0.015,4.779
Hawaii,MonteCarloAsian,TWO_D,2048,10,32,2,1,8,471.321,0.127,0.002,374.983,0.026,4.617
Hawaii,MonteCarloAsian,TWO_D,2048,10,32,4,1,8,471.278,0.121,0.003,375.311,0.015,3.987
Hawaii,MonteCarloAsian,TWO_D,2048,10,32,8,1,8,471.478,0.126,0.003,372.321,0.013,4.783
Hawaii,MonteCarloAsian,TWO_D,2048,10,64,1,1,8,472.256,0.118,0.003,375.053,0.015,3.995
Hawaii,MonteCarloAsian,TWO_D,2048,10,64,2,1,8,471.268,0.131,0.003,372.94,0.016,4.609
Hawaii,MonteCarloAsian,TWO_D,2048,10,64,4,1,8,471.088,0.13,0.002,369.89,0.014,4.865
Hawaii,MonteCarloAsian,TWO_D,2048,10,128,1,1,8,473.362,0.137,0.002,372.687,0.016,4.854
Hawaii,MonteCarloAsian,TWO_D,2048,10,128,2,1,8,472.822,0.134,0.002,368.15,0.014,4.857
Hawaii,MonteCarloAsian,TWO_D,2048,10,256,1,1,8,475.679,0.122,0.003,365.873,0.012,3.776
