device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,1,1,8,469.514,0.15,0.005,2006.79,0.017,3.009
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,2,1,8,514.291,0.12,0.003,1206.78,0.009,2.649
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,4,1,8,523.437,0.123,0.002,808.711,0.016,3.165
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,8,1,8,471.251,0.121,0.003,584.374,0.015,3.96
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,16,1,8,471.055,0.123,0.003,471.374,0.016,4.766
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,32,1,8,471.993,0.127,0.002,404.62,0.015,4.818
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,64,1,8,471.952,0.121,0.003,372.121,0.017,4.767
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,128,1,8,471.686,0.133,0.002,366.011,0.016,3.974
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,256,1,8,471.918,0.123,0.004,369.348,0.016,4.825
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,1,1,8,472.886,0.12,0.003,1211.74,0.024,2.662
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,2,1,8,528.693,0.131,0.003,793.637,0.014,3.99
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,4,1,8,471.626,0.138,0.003,586.61,0.017,2.965
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,8,1,8,470.874,0.131,0.002,469.965,0.015,4.779
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,16,1,8,472.061,0.133,0.003,403.425,0.018,4.793
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,32,1,8,471.694,0.13,0.002,372.554,0.015,4.828
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,64,1,8,472.232,0.131,0.003,365.956,0.014,4.819
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,128,1,8,476.808,0.124,0.003,360.766,0.014,2.993
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,1,1,8,471.096,0.124,0.003,788.317,0.009,2.113
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,2,1,8,470.769,0.124,0.002,588.223,0.016,4.801
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,4,1,8,472.193,0.137,0.002,471.924,0.015,4.77
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,8,1,8,472.939,0.132,0.003,403.385,0.015,4.8
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,16,1,8,472.241,0.118,0.004,370.957,0.014,4.801
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,32,1,8,474.268,0.122,0.003,364.531,0.015,4.83
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,64,1,8,471.513,0.134,0.002,364.732,0.01,4.199
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,1,1,8,471.672,0.13,0.002,584.254,0.016,3.987
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,2,1,8,471.081,0.131,0.002,470.94,0.016,4.793
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,4,1,8,472.768,0.129,0.002,406.098,0.016,3.97
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,8,1,8,471.141,0.131,0.002,364.842,0.013,3.008
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,16,1,8,471.717,0.128,0.003,363.504,0.015,4.819
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,32,1,8,471.235,0.137,0.003,367.917,0.014,4.833
Hawaii,MonteCarloAsian,TWO_D,2048,10,16,1,1,8,474.715,0.123,0.003,468.82,0.015,3.183
Hawaii,MonteCarloAsian,TWO_D,2048,10,16,2,1,8,471.92,0.124,0.004,408.151,0.015,4.787
Hawaii,MonteCarloAsian,TWO_D,2048,10,16,4,1,8,473.493,0.135,0.002,370.195,0.015,4.797
Hawaii,MonteCarloAsian,TWO_D,2048,10,16,8,1,8,474.888,0.113,0.004,370.878,0.015,4.801
Hawaii,MonteCarloAsian,TWO_D,2048,10,16,16,1,8,473.648,0.131,0.002,365.283,0.015,4.78
Hawaii,MonteCarloAsian,TWO_D,2048,10,32,1,1,8,471.181,0.132,0.002,406.994,0.015,3.977
Hawaii,MonteCarloAsian,TWO_D,2048,10,32,2,1,8,471.026,0.137,0.003,372.864,0.015,4.592
Hawaii,MonteCarloAsian,TWO_D,2048,10,32,4,1,8,471.033,0.127,0.003,363.991,0.016,4.625
Hawaii,MonteCarloAsian,TWO_D,2048,10,32,8,1,8,471.957,0.119,0.004,363.775,0.015,4.197
Hawaii,MonteCarloAsian,TWO_D,2048,10,64,1,1,8,471.216,0.124,0.003,370.491,0.016,4.787
Hawaii,MonteCarloAsian,TWO_D,2048,10,64,2,1,8,473.689,0.134,0.002,366.79,0.04,3.969
Hawaii,MonteCarloAsian,TWO_D,2048,10,64,4,1,8,471.032,0.135,0.002,367.128,0.014,4.813
Hawaii,MonteCarloAsian,TWO_D,2048,10,128,1,1,8,474.608,0.124,0.003,367.871,0.015,3.992
Hawaii,MonteCarloAsian,TWO_D,2048,10,128,2,1,8,471.176,0.134,0.003,366.259,0.012,3.984
Hawaii,MonteCarloAsian,TWO_D,2048,10,256,1,1,8,475.425,0.122,0.003,362.622,0.014,4.796
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,1,1,8,470.808,0.149,0.005,2001.34,0.012,2.649
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,2,1,8,491.887,0.125,0.002,1214.62,0.014,2.114
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,4,1,8,469.984,0.127,0.003,812.274,0.015,4.166
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,8,1,8,554.175,0.12,0.003,590.803,0.016,3.984
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,16,1,8,470.955,0.114,0.003,482.308,0.015,4.78
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,32,1,8,472.527,0.152,0.003,415.047,0.016,3.974
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,64,1,8,471.596,0.128,0.003,375.799,0.015,3.157
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,128,1,8,471.959,0.119,0.004,371.817,0.013,3.976
Hawaii,MonteCarloAsian,TWO_D,2048,10,1,256,1,8,471.466,0.135,0.002,372.456,0.012,3.997
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,1,1,8,472.814,0.116,0.002,1212.69,0.013,2.106
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,2,1,8,470.194,0.124,0.003,796.541,0.014,2.097
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,4,1,8,470.569,0.129,0.003,588.321,0.015,4.792
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,8,1,8,472.104,0.131,0.002,473.188,0.015,4.78
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,16,1,8,472.045,0.125,0.003,410.865,0.015,4.792
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,32,1,8,473.41,0.131,0.003,373.352,0.015,4.777
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,64,1,8,472.519,0.115,0.003,370.528,0.015,4.787
Hawaii,MonteCarloAsian,TWO_D,2048,10,2,128,1,8,474.174,0.119,0.003,370.682,0.015,4.794
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,1,1,8,474.967,0.124,0.003,801.14,0.013,2.119
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,2,1,8,470.794,0.128,0.003,588.893,0.015,4.775
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,4,1,8,471.562,0.124,0.003,475.651,0.016,4.576
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,8,1,8,471.032,0.126,0.003,403.104,0.015,4.776
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,16,1,8,472.047,0.115,0.003,375.134,0.015,3.984
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,32,1,8,472.278,0.12,0.003,368.893,0.013,3.991
Hawaii,MonteCarloAsian,TWO_D,2048,10,4,64,1,8,474.005,0.134,0.002,370.721,0.024,4.827
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,1,1,8,479.162,0.118,0.003,588.183,0.016,4.792
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,2,1,8,472.132,0.124,0.003,471.332,0.028,4.779
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,4,1,8,472.756,0.119,0.003,405.726,0.016,4.569
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,8,1,8,471.054,0.122,0.003,376.075,0.014,3.98
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,16,1,8,471.029,0.132,0.003,368.979,0.009,4.039
Hawaii,MonteCarloAsian,TWO_D,2048,10,8,32,1,8,473.635,0.123,0.003,367.447,0.016,3.967
Hawaii,MonteCarloAsian,TWO_D,2048,10,16,1,1,8,472.025,0.121,0.003,479.506,0.015,4.776
Hawaii,MonteCarloAsian,TWO_D,2048,10,16,2,1,8,472.599,0.124,0.003,406.054,0.014,4.583
Hawaii,MonteCarloAsian,TWO_D,2048,10,16,4,1,8,472.124,0.12,0.003,373.791,0.015,3.987
Hawaii,MonteCarloAsian,TWO_D,2048,10,16,8,1,8,471.208,0.115,0.003,370.919,0.016,4.782
Hawaii,MonteCarloAsian,TWO_D,2048,10,16,16,1,8,472.353,0.129,0.003,371.811,0.016,4.806
