device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,FWT,ONE_D,262144,1,1,1,1,13.038,0.637,0.002,12.778,0.399,0.068
Hawaii,FWT,ONE_D,262144,2,1,1,1,9.162,0.723,0.006,7.966,0.415,0.072
Hawaii,FWT,ONE_D,262144,4,1,1,1,10.135,0.709,0.006,4.337,0.408,0.075
Hawaii,FWT,ONE_D,262144,8,1,1,1,11.585,0.773,0.02,3.326,0.426,0.074
Hawaii,FWT,ONE_D,262144,16,1,1,1,7.318,0.796,0.02,2.945,0.475,0.097
Hawaii,FWT,ONE_D,262144,32,1,1,1,12.288,0.832,0.002,1.536,0.878,0.081
Hawaii,FWT,ONE_D,262144,64,1,1,1,10.681,0.75,0.002,1.129,0.632,0.072
Hawaii,FWT,ONE_D,262144,128,1,1,1,6.957,0.724,0.003,0.885,0.616,0.078
Hawaii,FWT,ONE_D,262144,256,1,1,1,8.346,0.753,0.003,0.917,0.63,0.081
Hawaii,FWT,ONE_D,262144,1,1,1,1,11.489,0.721,0.002,12.45,0.531,0.088
Hawaii,FWT,ONE_D,262144,2,1,1,1,8.642,0.88,0.002,7.402,0.542,0.081
Hawaii,FWT,ONE_D,262144,4,1,1,1,9.63,0.894,0.002,5.062,0.546,0.062
Hawaii,FWT,ONE_D,262144,8,1,1,1,11.62,0.892,0.001,3.803,0.546,0.082
Hawaii,FWT,ONE_D,262144,16,1,1,1,9.027,0.806,0.002,2.043,0.469,0.104
Hawaii,FWT,ONE_D,262144,32,1,1,1,12.213,0.832,0.001,1.769,0.738,0.075
Hawaii,FWT,ONE_D,262144,64,1,1,1,6.917,0.846,0.001,1.326,0.767,0.087
Hawaii,FWT,ONE_D,262144,128,1,1,1,9.409,0.861,0.001,0.87,0.72,0.092
Hawaii,FWT,ONE_D,262144,256,1,1,1,11.598,0.807,0.001,0.915,0.662,0.1
Hawaii,FWT,ONE_D,262144,1,1,1,1,13.357,0.666,0.002,12.002,0.506,0.092
Hawaii,FWT,ONE_D,262144,2,1,1,1,10.87,0.759,0.002,7.594,0.423,0.067
Hawaii,FWT,ONE_D,262144,4,1,1,1,10.653,0.752,0.002,4.722,0.377,0.07
Hawaii,FWT,ONE_D,262144,8,1,1,1,11.048,0.847,0.003,3.373,0.417,0.073
Hawaii,FWT,ONE_D,262144,16,1,1,1,9.845,0.746,0.001,2.244,0.424,0.068
Hawaii,FWT,ONE_D,262144,32,1,1,1,7.792,0.795,0.001,1.372,0.68,0.073
Hawaii,FWT,ONE_D,262144,64,1,1,1,10.105,0.773,0.003,1.015,0.846,0.077
Hawaii,FWT,ONE_D,262144,128,1,1,1,10.963,0.753,0.002,0.893,0.603,0.064
Hawaii,FWT,ONE_D,262144,256,1,1,1,6.658,0.753,0.002,0.973,0.7,0.066
