device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,VectorAdd,ONE_D,2.09715e+06,1,1,1,8,90.165,4.409,0.003,10.043,6.926,0.381
Hawaii,VectorAdd,ONE_D,2.09715e+06,2,1,1,8,93.748,4.766,0.002,5.293,2.567,0.057
Hawaii,VectorAdd,ONE_D,2.09715e+06,4,1,1,8,89.206,4.857,0.003,2.956,2.554,0.085
Hawaii,VectorAdd,ONE_D,2.09715e+06,8,1,1,8,95.279,5.03,0.001,1.825,2.556,0.056
Hawaii,VectorAdd,ONE_D,2.09715e+06,16,1,1,8,92.224,4.524,0.002,1.206,2.541,0.059
Hawaii,VectorAdd,ONE_D,2.09715e+06,32,1,1,8,92.009,4.286,0.002,0.903,2.535,0.056
Hawaii,VectorAdd,ONE_D,2.09715e+06,64,1,1,8,91.607,4.718,0.002,0.64,2.52,0.06
Hawaii,VectorAdd,ONE_D,2.09715e+06,128,1,1,8,92.751,4.174,0.002,0.564,2.475,0.052
Hawaii,VectorAdd,ONE_D,2.09715e+06,256,1,1,8,91.29,4.464,0.003,0.571,2.435,0.054
Hawaii,VectorAdd,ONE_D,2.09715e+06,1,1,1,8,81.472,4.743,0.003,10.042,5.373,0.384
Hawaii,VectorAdd,ONE_D,2.09715e+06,2,1,1,8,85.872,4.52,0.002,5.311,2.567,0.075
Hawaii,VectorAdd,ONE_D,2.09715e+06,4,1,1,8,86.139,4.847,0.001,3.012,2.609,0.058
Hawaii,VectorAdd,ONE_D,2.09715e+06,8,1,1,8,81.396,4.86,0.003,1.85,2.579,0.058
Hawaii,VectorAdd,ONE_D,2.09715e+06,16,1,1,8,80.468,4.999,0.002,1.201,2.504,0.071
Hawaii,VectorAdd,ONE_D,2.09715e+06,32,1,1,8,81.017,4.317,0.001,0.826,2.514,0.054
Hawaii,VectorAdd,ONE_D,2.09715e+06,64,1,1,8,81.37,4.304,0,0.599,2.429,0.086
Hawaii,VectorAdd,ONE_D,2.09715e+06,128,1,1,8,86.58,4.214,0.001,0.534,2.447,0.072
Hawaii,VectorAdd,ONE_D,2.09715e+06,256,1,1,8,80.033,4.763,0.002,0.542,2.445,0.069
Hawaii,VectorAdd,ONE_D,2.09715e+06,1,1,1,8,80.469,4.421,0.001,10.082,6.439,0.676
Hawaii,VectorAdd,ONE_D,2.09715e+06,2,1,1,8,81.469,3.99,0.003,5.21,1.692,0.046
Hawaii,VectorAdd,ONE_D,2.09715e+06,4,1,1,8,85.358,4.074,0.001,2.935,2.043,0.045
Hawaii,VectorAdd,ONE_D,2.09715e+06,8,1,1,8,81.773,4.448,0.002,1.698,2.072,0.06
Hawaii,VectorAdd,ONE_D,2.09715e+06,16,1,1,8,81.712,4.41,0.006,1.078,2.128,0.04
Hawaii,VectorAdd,ONE_D,2.09715e+06,32,1,1,8,82.248,4.259,0.001,0.718,2.069,0.045
Hawaii,VectorAdd,ONE_D,2.09715e+06,64,1,1,8,82.134,4.111,0.002,0.46,2.257,0.044
Hawaii,VectorAdd,ONE_D,2.09715e+06,128,1,1,8,82.937,4.479,0.005,0.476,2.19,0.047
Hawaii,VectorAdd,ONE_D,2.09715e+06,256,1,1,8,82.454,4.699,0.004,0.472,2.023,0.046
