device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,NBody,ONE_D,32768,0.005,5,1,1,1,0.5,7.326,1.196,0.003,3352,0.001,0.117
Hawaii,NBody,ONE_D,32768,0.005,5,2,1,1,0.5,6.979,1.022,0.006,1688.56,0,0.118
Hawaii,NBody,ONE_D,32768,0.005,5,4,1,1,0.5,7.35,1.168,0.006,848.572,0.001,0.119
Hawaii,NBody,ONE_D,32768,0.005,5,8,1,1,0.5,5.003,0.507,0.002,435.742,0.016,0.069
Hawaii,NBody,ONE_D,32768,0.005,5,16,1,1,0.5,4.266,0.525,0.001,220.691,0.001,0.079
Hawaii,NBody,ONE_D,32768,0.005,5,32,1,1,0.5,6.218,0.621,0.001,114.249,0,0.118
Hawaii,NBody,ONE_D,32768,0.005,5,64,1,1,0.5,5.935,0.514,0.002,64.711,0.001,0.081
Hawaii,NBody,ONE_D,32768,0.005,5,128,1,1,0.5,5.225,0.517,0.002,78.176,0,0.119
Hawaii,NBody,ONE_D,32768,0.005,5,256,1,1,0.5,7.348,1.14,0.005,61.906,0.001,0.12
Hawaii,NBody,ONE_D,32768,0.005,5,1,1,1,0.5,7.352,1.217,0.002,3352.07,0,0.126
Hawaii,NBody,ONE_D,32768,0.005,5,2,1,1,0.5,6.079,0.791,0.001,1688.81,0.001,0.167
Hawaii,NBody,ONE_D,32768,0.005,5,4,1,1,0.5,7.329,1.569,0.003,848.352,0.001,0.135
Hawaii,NBody,ONE_D,32768,0.005,5,8,1,1,0.5,4.445,0.946,0.001,435.699,0.001,0.091
Hawaii,NBody,ONE_D,32768,0.005,5,16,1,1,0.5,7.109,1.455,0.003,222.706,0.001,0.133
Hawaii,NBody,ONE_D,32768,0.005,5,32,1,1,0.5,7.327,1.39,0.002,115.125,0.001,0.132
Hawaii,NBody,ONE_D,32768,0.005,5,64,1,1,0.5,6.125,0.76,0.002,61.957,0.001,0.125
Hawaii,NBody,ONE_D,32768,0.005,5,128,1,1,0.5,6.626,1.396,0.003,79.463,0.001,0.132
Hawaii,NBody,ONE_D,32768,0.005,5,256,1,1,0.5,7.37,1.16,0.003,61.83,0.001,0.132
Hawaii,NBody,ONE_D,32768,0.005,5,1,1,1,0.5,7.355,1.188,0.002,3352.3,0.001,0.115
Hawaii,NBody,ONE_D,32768,0.005,5,2,1,1,0.5,7.337,1.171,0.002,1689.14,0.001,0.12
Hawaii,NBody,ONE_D,32768,0.005,5,4,1,1,0.5,4.403,0.553,0.003,847.052,0.001,0.117
Hawaii,NBody,ONE_D,32768,0.005,5,8,1,1,0.5,7.383,1.166,0.003,437.084,0.001,0.12
Hawaii,NBody,ONE_D,32768,0.005,5,16,1,1,0.5,5.437,0.516,0.001,221.072,0,0.078
Hawaii,NBody,ONE_D,32768,0.005,5,32,1,1,0.5,6.721,0.679,0.001,114.669,0.001,0.08
Hawaii,NBody,ONE_D,32768,0.005,5,64,1,1,0.5,5.722,0.61,0.001,61.178,0,0.078
Hawaii,NBody,ONE_D,32768,0.005,5,128,1,1,0.5,6.723,0.614,0.001,78.957,0.001,0.082
Hawaii,NBody,ONE_D,32768,0.005,5,256,1,1,0.5,7.246,1.222,0.003,62.365,0.001,0.118
