device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,FluidSimulation,TWO_D,4096,4096,5,1,1,1,128,2007.57,445.674,0.007,8628.52,0.001,66.292
Hawaii,FluidSimulation,TWO_D,4096,4096,5,1,2,1,128,2003.57,387.666,0.006,6006.43,0.001,87.917
Hawaii,FluidSimulation,TWO_D,4096,4096,5,1,4,1,128,2117.78,405.253,0.006,7282.04,0.001,84.945
Hawaii,FluidSimulation,TWO_D,4096,4096,5,1,8,1,128,2007.22,387.646,0.006,5357.76,0.001,64.21
Hawaii,FluidSimulation,TWO_D,4096,4096,5,1,16,1,128,2002.33,386.426,0.007,5665.3,0,84.317
Hawaii,FluidSimulation,TWO_D,4096,4096,5,1,32,1,128,2003.68,391.593,0.004,6377.82,0.001,64.271
Hawaii,FluidSimulation,TWO_D,4096,4096,5,1,64,1,128,2003.66,384.553,0.007,7294.9,0.001,64.724
Hawaii,FluidSimulation,TWO_D,4096,4096,5,1,128,1,128,2002.34,384.147,0.007,7805.49,0.001,87.553
Hawaii,FluidSimulation,TWO_D,4096,4096,5,1,256,1,128,2058.69,388.303,0.008,10384.1,0.001,64.35
Hawaii,FluidSimulation,TWO_D,4096,4096,5,2,1,1,128,2002.75,390.479,0.007,6022.43,0.001,64.447
Hawaii,FluidSimulation,TWO_D,4096,4096,5,2,2,1,128,2003.19,386.942,0.007,5451.65,0.001,63.162
Hawaii,FluidSimulation,TWO_D,4096,4096,5,2,4,1,128,2005.17,381.847,0.007,5281.72,0.001,63.342
Hawaii,FluidSimulation,TWO_D,4096,4096,5,2,8,1,128,2000.37,382.524,0.004,5259.97,0.002,69.949
Hawaii,FluidSimulation,TWO_D,4096,4096,5,2,16,1,128,1999.77,387.415,0.007,5374.72,0.001,63.24
Hawaii,FluidSimulation,TWO_D,4096,4096,5,2,32,1,128,2000.22,383.575,0.007,5664.26,0.001,97.151
Hawaii,FluidSimulation,TWO_D,4096,4096,5,2,64,1,128,2002.35,390.635,0.007,6213.66,0.001,87.013
Hawaii,FluidSimulation,TWO_D,4096,4096,5,2,128,1,128,2130.1,417.49,0.003,8471.57,0.001,84.466
Hawaii,FluidSimulation,TWO_D,4096,4096,5,4,1,1,128,2006.45,378.829,0.006,5450.72,0.001,64.281
Hawaii,FluidSimulation,TWO_D,4096,4096,5,4,2,1,128,2002.81,377.726,0.005,5284.25,0.001,64.832
Hawaii,FluidSimulation,TWO_D,4096,4096,5,4,4,1,128,2001.92,373.641,0.004,5490.94,0.001,83.008
Hawaii,FluidSimulation,TWO_D,4096,4096,5,4,8,1,128,2003.08,389.626,0.005,5504.42,0.002,83.025
Hawaii,FluidSimulation,TWO_D,4096,4096,5,4,16,1,128,2030.12,397.445,0.007,5320.05,0.001,64.446
Hawaii,FluidSimulation,TWO_D,4096,4096,5,4,32,1,128,2032.55,376.11,0.005,5423.72,0.001,71.382
Hawaii,FluidSimulation,TWO_D,4096,4096,5,4,64,1,128,2003.51,385.559,0.006,5753.96,0.001,83.076
Hawaii,FluidSimulation,TWO_D,4096,4096,5,8,1,1,128,2002.3,387.537,0.007,5264.33,0.001,86.599
Hawaii,FluidSimulation,TWO_D,4096,4096,5,8,2,1,128,2003.13,389.292,0.007,5455.96,0.001,84.11
Hawaii,FluidSimulation,TWO_D,4096,4096,5,8,4,1,128,2001.91,382.469,0.007,5475.37,0.001,73.184
Hawaii,FluidSimulation,TWO_D,4096,4096,5,8,8,1,128,2000.38,380.712,0.005,5473.22,0.001,63.608
Hawaii,FluidSimulation,TWO_D,4096,4096,5,8,16,1,128,2000.48,382.945,0.007,5481.61,0.001,84.218
Hawaii,FluidSimulation,TWO_D,4096,4096,5,8,32,1,128,2000.9,384.989,0.006,5393.67,0.001,73.156
Hawaii,FluidSimulation,TWO_D,4096,4096,5,16,1,1,128,2002.12,371.267,0.004,5433.29,0,76.849
Hawaii,FluidSimulation,TWO_D,4096,4096,5,16,2,1,128,2001.39,388.388,0.007,5454.1,0.001,63.45
Hawaii,FluidSimulation,TWO_D,4096,4096,5,16,4,1,128,2002.02,385.634,0.007,5450.38,0.001,85.38
Hawaii,FluidSimulation,TWO_D,4096,4096,5,16,8,1,128,2029.31,385.559,0.007,5468.17,0.001,81.864
Hawaii,FluidSimulation,TWO_D,4096,4096,5,16,16,1,128,2010.47,386.737,0.007,5469.15,0.001,85.405
Hawaii,FluidSimulation,TWO_D,4096,4096,5,32,1,1,128,2006.47,391.441,0.007,5482.04,0.001,84.834
Hawaii,FluidSimulation,TWO_D,4096,4096,5,32,2,1,128,2006.03,391.832,0.006,5487.37,0.001,84.923
Hawaii,FluidSimulation,TWO_D,4096,4096,5,32,4,1,128,2005.97,389.742,0.007,5490.15,0.001,85.027
Hawaii,FluidSimulation,TWO_D,4096,4096,5,32,8,1,128,2007.16,389.756,0.007,5497.95,0.001,84.906
Hawaii,FluidSimulation,TWO_D,4096,4096,5,64,1,1,128,2005.39,382.039,0.004,5468.19,0.001,90.165
Hawaii,FluidSimulation,TWO_D,4096,4096,5,64,2,1,128,2006.45,388.1,0.004,5495.37,0.001,84.942
Hawaii,FluidSimulation,TWO_D,4096,4096,5,64,4,1,128,2006.61,389.174,0.007,5501.66,0.001,89.694
Hawaii,FluidSimulation,TWO_D,4096,4096,5,128,1,1,128,2003.07,385.973,0.007,5457.3,0.001,83.02
Hawaii,FluidSimulation,TWO_D,4096,4096,5,128,2,1,128,2002.9,386.92,0.007,5455.22,0.001,82.958
Hawaii,FluidSimulation,TWO_D,4096,4096,5,256,1,1,128,2017.43,375.724,0.005,5463.39,0.002,77.848
