device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,1,1,1,64,662.222,39.976,0.005,23229.5,48.513,7.885
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,1,2,1,64,702.418,36.627,0.005,12159.9,50.605,8.569
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,1,4,1,64,695.273,40.405,0.005,5812.08,50.742,9.25
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,1,8,1,64,682.374,39.436,0.005,3407.58,51.307,9.285
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,1,16,1,64,679.159,39.955,0.006,4685.88,36.336,8.93
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,1,32,1,64,681.574,38.043,0.006,6398.54,40.449,9.079
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,1,64,1,64,684.358,37.888,0.005,8220.74,39.617,9.064
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,1,128,1,64,682.071,36.174,0.006,13768.1,41.548,9.041
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,1,256,1,64,689.999,40.333,0.005,21252.1,37.736,7.616
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,2,1,1,64,671.547,40.25,0.005,12595.5,42.016,8.619
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,2,2,1,64,679.784,37.294,0.005,5888.85,41.259,9.076
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,2,4,1,64,686.365,35.924,0.005,3409.64,38.413,9.141
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,2,8,1,64,691.181,37.188,0.005,2632.57,40.217,9.067
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,2,16,1,64,685.095,34.888,0.004,2820.57,39.308,9.099
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,2,32,1,64,691.789,41.418,0.006,3341.45,38.134,9.119
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,2,64,1,64,687.095,36.736,0.005,3849.47,38.581,9.022
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,2,128,1,64,681.522,36.177,0.005,6477.11,41.308,7.751
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,4,1,1,64,683.14,40.006,0.006,6680.8,40.716,9.127
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,4,2,1,64,690.444,40.367,0.005,3152.02,37.978,6.717
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,4,4,1,64,672.184,40.278,0.005,1597.72,36.088,8.934
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,4,8,1,64,682.794,36.969,0.005,1292.64,37.293,9.274
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,4,16,1,64,663.186,36.929,0.005,1136.28,40.24,7.482
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,4,32,1,64,663.355,40.049,0.005,1464.22,38.367,9.272
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,4,64,1,64,716.538,36.68,0.006,1704.36,40.73,6.685
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,8,1,1,64,674.966,37.326,0.005,3456.4,38.406,8.964
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,8,2,1,64,684.086,36.114,0.005,1695.51,40.263,7.846
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,8,4,1,64,674.432,40.418,0.005,855.396,40.828,7.448
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,8,8,1,64,662.428,35.779,0.005,607.507,40.577,9.265
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,8,16,1,64,662.718,36.236,0.005,434.254,38.276,9.301
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,8,32,1,64,662.907,35.744,0.006,649.842,39.807,9.305
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,16,1,1,64,663.798,37.081,0.006,2318.68,40.502,7.832
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,16,2,1,64,672.942,40.213,0.006,1167.52,40.419,7.411
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,16,4,1,64,662.913,40.212,0.005,571.658,39.837,9.31
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,16,8,1,64,663.847,37.969,0.005,471.801,38.365,9.325
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,16,16,1,64,662.578,36.343,0.006,410.154,40.193,9.317
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,32,1,1,64,664.446,36.825,0.006,1196,36.386,9.335
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,32,2,1,64,662.573,36.699,0.004,594.544,36.235,9.3
Hawaii,MatrixMultiplication,TWO_D,4096,4096,4096,32,4,1,64,662.025,36.854,0.005,553.464,37.631,7.713
