device/C,kernel/C,workDimension/C,noOfTraj/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,MonteCarloAsian,TWO_D,8192,10,1,1,1,128,6800.32,0.116,0.006,29328.2,0.012,27.338
Hawaii,MonteCarloAsian,TWO_D,8192,10,1,2,1,128,6825.9,0.121,0.003,18192.6,0.006,28.962
Hawaii,MonteCarloAsian,TWO_D,8192,10,1,4,1,128,6826.56,0.121,0.003,11678.1,0.014,35.617
Hawaii,MonteCarloAsian,TWO_D,8192,10,1,8,1,128,6869.75,0.112,0.003,8429.51,0.014,29.212
Hawaii,MonteCarloAsian,TWO_D,8192,10,1,16,1,128,6832.02,0.11,0.003,6781.72,0.022,34.624
Hawaii,MonteCarloAsian,TWO_D,8192,10,1,32,1,128,6834.49,0.111,0.003,5926.78,0.006,34.526
Hawaii,MonteCarloAsian,TWO_D,8192,10,1,64,1,128,6834.97,0.122,0.004,5531.86,0.013,56.328
Hawaii,MonteCarloAsian,TWO_D,8192,10,1,128,1,128,6900.5,0.119,0.003,5522.12,0.015,45.176
Hawaii,MonteCarloAsian,TWO_D,8192,10,1,256,1,128,6863.18,0.113,0.004,5503.05,0.014,45.382
Hawaii,MonteCarloAsian,TWO_D,8192,10,2,1,1,128,6862.58,0.113,0.003,17974.2,0.023,30.783
Hawaii,MonteCarloAsian,TWO_D,8192,10,2,2,1,128,6827.07,0.152,0.004,11715.7,0.01,40.408
Hawaii,MonteCarloAsian,TWO_D,8192,10,2,4,1,128,6868.61,0.114,0.003,8451.63,0.01,40.522
Hawaii,MonteCarloAsian,TWO_D,8192,10,2,8,1,128,6888.76,0.114,0.003,6794.14,0.009,34.498
Hawaii,MonteCarloAsian,TWO_D,8192,10,2,16,1,128,6900.08,0.05,0.002,3840.76,0.01,46.399
Hawaii,MonteCarloAsian,TWO_D,8192,10,2,32,1,128,6837.5,0.084,0.002,3043.12,0.009,39.298
Hawaii,MonteCarloAsian,TWO_D,8192,10,2,64,1,128,6839.2,0.079,0.002,3002.87,0.009,52.376
Hawaii,MonteCarloAsian,TWO_D,8192,10,2,128,1,128,6841.38,0.079,0.003,2982.05,0.009,52.266
Hawaii,MonteCarloAsian,TWO_D,8192,10,4,1,1,128,6836.79,0.083,0.001,8972.55,0.009,39.08
Hawaii,MonteCarloAsian,TWO_D,8192,10,4,2,1,128,6842,0.105,0.001,5808.77,0.009,48.098
Hawaii,MonteCarloAsian,TWO_D,8192,10,4,4,1,128,6831.16,0.123,0.003,6741.65,0.007,34.882
Hawaii,MonteCarloAsian,TWO_D,8192,10,4,8,1,128,6875.92,0.118,0.004,5933.73,0.007,34.865
Hawaii,MonteCarloAsian,TWO_D,8192,10,4,16,1,128,6903.88,0.052,0.002,3465.79,0.01,38.551
Hawaii,MonteCarloAsian,TWO_D,8192,10,4,32,1,128,6820.13,0.081,0.002,3013.05,0.009,52.312
Hawaii,MonteCarloAsian,TWO_D,8192,10,4,64,1,128,6834.95,0.081,0.002,2972.72,0.006,51.726
Hawaii,MonteCarloAsian,TWO_D,8192,10,8,1,1,128,6832.74,0.08,0.001,5861.95,0.01,44.658
Hawaii,MonteCarloAsian,TWO_D,8192,10,8,2,1,128,6840.91,0.082,0.002,4214.29,0.008,38.977
Hawaii,MonteCarloAsian,TWO_D,8192,10,8,4,1,128,6830.34,0.081,0.002,3434.47,0.01,38.309
Hawaii,MonteCarloAsian,TWO_D,8192,10,8,8,1,128,6828.15,0.08,0.002,3041.35,0.008,45.021
Hawaii,MonteCarloAsian,TWO_D,8192,10,8,16,1,128,6827.67,0.078,0.002,2996.54,0.009,44.997
Hawaii,MonteCarloAsian,TWO_D,8192,10,8,32,1,128,6828.33,0.077,0.002,2984.4,0.009,58.211
Hawaii,MonteCarloAsian,TWO_D,8192,10,16,1,1,128,6837.88,0.082,0.002,4172.57,0.009,40.646
Hawaii,MonteCarloAsian,TWO_D,8192,10,16,2,1,128,6828.77,0.079,0.002,3436.17,0.009,39.753
Hawaii,MonteCarloAsian,TWO_D,8192,10,16,4,1,128,6832.58,0.075,0.002,3045.73,0.01,38.648
Hawaii,MonteCarloAsian,TWO_D,8192,10,16,8,1,128,6828.2,0.078,0.002,2996.28,0.009,53.94
Hawaii,MonteCarloAsian,TWO_D,8192,10,16,16,1,128,6862.65,0.116,0.004,5492.03,0.013,45.274
Hawaii,MonteCarloAsian,TWO_D,8192,10,32,1,1,128,6936.33,0.125,0.003,5930.73,0.006,34.636
Hawaii,MonteCarloAsian,TWO_D,8192,10,32,2,1,128,6890.33,0.12,0.004,5522.35,0.008,34.854
Hawaii,MonteCarloAsian,TWO_D,8192,10,32,4,1,128,6830.08,0.123,0.003,5507.42,0.013,46.166
Hawaii,MonteCarloAsian,TWO_D,8192,10,32,8,1,128,6924.79,0.116,0.003,5487.16,0.014,45.411
Hawaii,MonteCarloAsian,TWO_D,8192,10,64,1,1,128,6924.14,0.118,0.003,5530.27,0.008,34.5
Hawaii,MonteCarloAsian,TWO_D,8192,10,64,2,1,128,6876.44,0.121,0.002,5515.21,0.014,35.55
Hawaii,MonteCarloAsian,TWO_D,8192,10,64,4,1,128,6878.23,0.12,0.003,5471.35,0.013,45.957
Hawaii,MonteCarloAsian,TWO_D,8192,10,128,1,1,128,6918.94,0.123,0.003,5503.27,0.014,45.425
Hawaii,MonteCarloAsian,TWO_D,8192,10,128,2,1,128,6901.42,0.119,0.003,5458.88,0.013,51.292
Hawaii,MonteCarloAsian,TWO_D,8192,10,256,1,1,128,6919.17,0.114,0.002,5482.47,0.013,45.761
