device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,NBody,ONE_D,65536,0.005,5,1,1,1,1,11.108,1.913,0.005,13410,0.001,0.137
Hawaii,NBody,ONE_D,65536,0.005,5,2,1,1,1,8.219,1.841,0.007,6724.68,0,0.12
Hawaii,NBody,ONE_D,65536,0.005,5,4,1,1,1,10.802,1.981,0.02,3386.42,0.001,0.127
Hawaii,NBody,ONE_D,65536,0.005,5,8,1,1,1,11.447,1.969,0.005,1698.99,0,0.124
Hawaii,NBody,ONE_D,65536,0.005,5,16,1,1,1,9.966,1.971,0.008,874.759,0.001,0.12
Hawaii,NBody,ONE_D,65536,0.005,5,32,1,1,1,11.517,1.886,0.018,445.312,0.001,0.119
Hawaii,NBody,ONE_D,65536,0.005,5,64,1,1,1,12.077,1.973,0.004,233.9,0.001,0.084
Hawaii,NBody,ONE_D,65536,0.005,5,128,1,1,1,7.868,1.942,0.019,246.22,0,0.086
Hawaii,NBody,ONE_D,65536,0.005,5,256,1,1,1,9.875,1.939,0.018,245.387,0.001,0.101
Hawaii,NBody,ONE_D,65536,0.005,5,1,1,1,1,12.15,1.845,0.002,13403.2,0.001,0.143
Hawaii,NBody,ONE_D,65536,0.005,5,2,1,1,1,8.492,2.026,0.002,6727.55,0.001,0.129
Hawaii,NBody,ONE_D,65536,0.005,5,4,1,1,1,9.403,2.096,0.003,3387.5,0,0.17
Hawaii,NBody,ONE_D,65536,0.005,5,8,1,1,1,9.782,2.115,0.003,1700.63,0.001,0.128
Hawaii,NBody,ONE_D,65536,0.005,5,16,1,1,1,8.455,2.093,0.002,877.361,0,0.075
Hawaii,NBody,ONE_D,65536,0.005,5,32,1,1,1,9.368,2.079,0.018,446.538,0.001,0.089
Hawaii,NBody,ONE_D,65536,0.005,5,64,1,1,1,10.369,2.067,0.003,237.606,0.001,0.16
Hawaii,NBody,ONE_D,65536,0.005,5,128,1,1,1,10.29,2.172,0.003,253.236,0.001,0.127
Hawaii,NBody,ONE_D,65536,0.005,5,256,1,1,1,12.382,2.095,0.003,246.239,0.001,0.09
Hawaii,NBody,ONE_D,65536,0.005,5,1,1,1,1,8.611,1.897,0.004,13412,0.001,0.165
Hawaii,NBody,ONE_D,65536,0.005,5,2,1,1,1,9.76,2.006,0.004,6726.98,0.001,0.147
Hawaii,NBody,ONE_D,65536,0.005,5,4,1,1,1,10.268,2,0.003,3387.93,0.001,0.136
Hawaii,NBody,ONE_D,65536,0.005,5,8,1,1,1,10.104,1.976,0.004,1701.74,0.001,0.079
Hawaii,NBody,ONE_D,65536,0.005,5,16,1,1,1,7.879,1.962,0.003,876.554,0,0.115
Hawaii,NBody,ONE_D,65536,0.005,5,32,1,1,1,9.704,1.947,0.003,446.596,0.001,0.078
Hawaii,NBody,ONE_D,65536,0.005,5,64,1,1,1,10.386,1.982,0.004,233.781,0.001,0.078
Hawaii,NBody,ONE_D,65536,0.005,5,128,1,1,1,12.385,1.929,0.003,244.295,0,0.078
Hawaii,NBody,ONE_D,65536,0.005,5,256,1,1,1,7.88,1.954,0.004,246.196,0.001,0.114
