device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Uux3a,ONE_D,1.101e+07,1,1,1,840,5646.64,284.933,0.01,0.17,0.008,2.317
GTX 780,Uux3a,ONE_D,1.101e+07,1,1,1,840,5661.29,285.205,0.009,0.171,0.008,2.239
GTX 780,Uux3a,ONE_D,1.101e+07,1,1,1,840,5658.74,285.395,0.009,0.168,0.008,2.21
GTX 780,Uux3a,ONE_D,1.101e+07,1,1,1,840,5658.25,285.004,0.01,0.17,0.008,2.249
GTX 780,Uux3a,ONE_D,1.101e+07,1,1,1,840,5656.64,285.613,0.009,0.169,0.008,2.331
GTX 780,Uux3a,ONE_D,1.101e+07,1,1,1,840,5656.73,285.011,0.01,0.166,0.009,2.239
GTX 780,Uux3a,ONE_D,1.101e+07,1,1,1,840,5657.23,284.884,0.01,0.169,0.008,2.231
GTX 780,Uux3a,ONE_D,1.101e+07,1,1,1,840,5656.38,285.96,0.01,0.168,0.008,2.351
GTX 780,Uux3a,ONE_D,1.101e+07,1,1,1,840,5656.98,284.922,0.01,0.168,0.008,2.311
GTX 780,Uux3a,ONE_D,1.101e+07,1,1,1,840,5659.6,284.801,0.008,0.163,0.007,2.248
